"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":3783.2950000010896}]","3785.604999997304","instructions","0","3790","0.0-0.0","SS1612925903745","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5412.230000001728},{""page_index"":1,""viewing_time"":4528.9149999880465}]","9942.694999990636","instructions","1","15756","0.0-1.0","SS1612925903745","instructions","","","","","","","","","","","","","","","","",""
"","4752.519999994547","sequential-stimulus-presentation","2","21336","0.0-2.0","SS1612925903745","","","40","800","5552.519999994547","","","","","","","","","","","","",""
"","1757.9949999926612","sequential-stimulus-presentation","3","23921","0.0-3.0","SS1612925903745","","","40","800","2557.994999992661","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2630.590000000666}]","2631.9749999966007","instructions","4","26557","0.0-4.0","SS1612925903745","instructions","","","","","","","","","","","","","","","","",""
"","9542.45500000252","html-keyboard-response","5","36119","0.0-5.0","SS1612925903745","instructions","","50","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","1058.27500000305","sequential-stimulus-presentation","6","38020","0.0-6.0","SS1612925903745","pref_reveal","","40","800","1858.27500000305","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2729.2799999995623},{""page_index"":1,""viewing_time"":2911.14500000549},{""page_index"":2,""viewing_time"":1592.7649999939604},{""page_index"":3,""viewing_time"":672.2650000010617}]","7907.315000004019","instructions","7","45939","0.0-7.0","SS1612925903745","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","47226","0.0-8.0-0.0","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1769.0499999880558","sequential-stimulus-presentation","9","49840","0.0-8.0-1.0","SS1612925903745","trial","","40","800","2569.049999988056","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","10","51064","0.0-8.0-0.1","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1043.0449999985285","sequential-stimulus-presentation","11","52939","0.0-8.0-1.1","SS1612925903745","trial","","40","800","1843.0449999985285","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","12","54080","0.0-8.0-0.2","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","996.8899999948917","sequential-stimulus-presentation","13","55922","0.0-8.0-1.2","SS1612925903745","trial","","40","800","1796.8899999948917","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","14","56876","0.0-8.0-0.3","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","638.6750000092434","sequential-stimulus-presentation","15","58370","0.0-8.0-1.3","SS1612925903745","trial","","40","800","1438.6750000092434","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","16","59562","0.0-8.0-0.4","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","337.1999999944819","sequential-stimulus-presentation","17","60745","0.0-8.0-1.4","SS1612925903745","trial","","40","800","1137.199999994482","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","18","62067","0.0-8.0-0.5","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","391.3250000041444","sequential-stimulus-presentation","19","63315","0.0-8.0-1.5","SS1612925903745","trial","","40","800","1191.3250000041444","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","null","html-keyboard-response","20","64181","0.0-8.0-0.6","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","496.95499999506865","sequential-stimulus-presentation","21","65536","0.0-8.0-1.6","SS1612925903745","trial","","40","800","1296.9549999950686","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_c.gif","right","","","","",""
"","null","html-keyboard-response","22","66678","0.0-8.0-0.7","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","352.9100000014296","sequential-stimulus-presentation","23","67899","0.0-8.0-1.7","SS1612925903745","trial","","40","800","1152.9100000014296","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_B_b.gif","left","","","","",""
"","3325.890000007348","html-keyboard-response","24","71259","0.0-9.0","SS1612925903745","pref_question","","50","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","0","","","","","","","",""
"","591.7049999989104","sequential-stimulus-presentation","25","72704","0.0-10.0","SS1612925903745","pref_reveal","","40","800","1391.7049999989104","","","","","0","","","","novel","","","",""
"","null","html-keyboard-response","26","73722","0.0-11.0-0.0","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","797.8450000082375","sequential-stimulus-presentation","27","75356","0.0-11.0-1.0","SS1612925903745","trial","","40","800","1597.8450000082375","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","28","76516","0.0-11.0-0.1","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","455.1199999987148","sequential-stimulus-presentation","29","77832","0.0-11.0-1.1","SS1612925903745","trial","","40","800","1255.1199999987148","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","30","78902","0.0-11.0-0.2","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","164.4300000043586","sequential-stimulus-presentation","31","79905","0.0-11.0-1.2","SS1612925903745","trial","","40","800","964.4300000043586","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","32","81123","0.0-11.0-0.3","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","338.1399999925634","sequential-stimulus-presentation","33","82413","0.0-11.0-1.3","SS1612925903745","trial","","40","800","1138.1399999925634","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","34","83689","0.0-11.0-0.4","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1137.9899999883492","sequential-stimulus-presentation","35","85686","0.0-11.0-1.4","SS1612925903745","trial","","40","800","1937.9899999883492","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","36","86955","0.0-11.0-0.5","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1866.8550000002142","sequential-stimulus-presentation","37","89694","0.0-11.0-1.5","SS1612925903745","trial","","40","800","2666.855000000214","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","null","html-keyboard-response","38","90581","0.0-11.0-0.6","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","975.6650000053924","sequential-stimulus-presentation","39","92406","0.0-11.0-1.6","SS1612925903745","trial","","40","800","1775.6650000053924","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_A_c.gif","left","","","","",""
"","null","html-keyboard-response","40","93343","0.0-11.0-0.7","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","850.6000000052154","sequential-stimulus-presentation","41","95062","0.0-11.0-1.7","SS1612925903745","trial","","40","800","1650.6000000052154","","","","","1","complex_similar","images/stimuli/spore_stims/complex_11_B_c.gif","right","","","","",""
"","3048.4700000088196","html-keyboard-response","42","98170","0.0-12.0","SS1612925903745","pref_question","","50","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","1","","","","","","","",""
"","472.99999999813735","sequential-stimulus-presentation","43","99503","0.0-13.0","SS1612925903745","pref_reveal","","40","800","1272.9999999981374","","","","","1","","","","novel","","","",""
"","null","html-keyboard-response","44","100692","0.0-14.0-0.0","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","6.634999997913837","sequential-stimulus-presentation","45","101561","0.0-14.0-1.0","SS1612925903745","trial","","40","800","806.6349999979138","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
"","null","html-keyboard-response","46","102882","0.0-14.0-0.1","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","35.01999999571126","sequential-stimulus-presentation","47","103778","0.0-14.0-1.1","SS1612925903745","trial","","40","800","835.0199999957113","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
"","null","html-keyboard-response","48","104868","0.0-14.0-0.2","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","760.2550000010524","sequential-stimulus-presentation","49","106494","0.0-14.0-1.2","SS1612925903745","trial","","40","800","1560.2550000010524","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
"","null","html-keyboard-response","50","107394","0.0-14.0-0.3","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","582.9599999997299","sequential-stimulus-presentation","51","108840","0.0-14.0-1.3","SS1612925903745","trial","","40","800","1382.95999999973","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","52","109995","0.0-14.0-0.4","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","292.7700000000186","sequential-stimulus-presentation","53","111182","0.0-14.0-1.4","SS1612925903745","trial","","40","800","1092.7700000000186","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
"","null","html-keyboard-response","54","112499","0.0-14.0-0.5","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1429.244999992079","sequential-stimulus-presentation","55","114819","0.0-14.0-1.5","SS1612925903745","trial","","40","800","2229.244999992079","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
"","null","html-keyboard-response","56","116106","0.0-14.0-0.6","SS1612925903745","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","587.8749999974389","sequential-stimulus-presentation","57","117586","0.0-14.0-1.6","SS1612925903745","trial","","40","800","1387.8749999974389","","","","","2","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","middle","","","","",""
