"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":16210.99999999933}]","16211.999999999534","instructions","0","16213","0.0-0.0","SS1612925835791","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2108.9999999967404},{""page_index"":1,""viewing_time"":2487.0000000009895}]","4595.99999999773","instructions","1","22812","0.0-1.0","SS1612925835791","instructions","","","","","","","","","","","","","","","","",""
"","4697.000000000116","sequential-stimulus-presentation","2","28317","0.0-2.0","SS1612925835791","","","40","800","5497.000000000116","","","","","","","","","","","","",""
"","5812.999999998283","sequential-stimulus-presentation","3","34940","0.0-3.0","SS1612925835791","","","40","800","6612.999999998283","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2341.0000000003492}]","2342.000000000553","instructions","4","37284","0.0-4.0","SS1612925835791","instructions","","","","","","","","","","","","","","","","",""
"","3395.9999999970023","html-keyboard-response","5","40684","0.0-5.0","SS1612925835791","instructions","","98","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","1425.9999999994761","sequential-stimulus-presentation","6","42917","0.0-6.0","SS1612925835791","pref_reveal","","40","800","2225.999999999476","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2836.9999999995343},{""page_index"":1,""viewing_time"":11631.000000001222},{""page_index"":2,""viewing_time"":1640.9999999996217},{""page_index"":3,""viewing_time"":1279.9999999988358}]","17389.999999999418","instructions","7","60308","0.0-7.0","SS1612925835791","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","61426","0.0-8.0-0.0","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1993.9999999987776","sequential-stimulus-presentation","9","64227","0.0-8.0-1.0","SS1612925835791","trial","","40","800","2793.9999999987776","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","10","65362","0.0-8.0-0.1","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","700.0000000007276","sequential-stimulus-presentation","11","66868","0.0-8.0-1.1","SS1612925835791","trial","","40","800","1500.0000000007276","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","12","67723","0.0-8.0-0.2","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","182.0000000006985","sequential-stimulus-presentation","13","68711","0.0-8.0-1.2","SS1612925835791","trial","","40","800","982.0000000006985","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","14","69750","0.0-8.0-0.3","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","28495.00000000262","sequential-stimulus-presentation","15","99051","0.0-8.0-1.3","SS1612925835791","trial","","40","800","29295.00000000262","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_16_B_b.gif","left","","","","",""
"","null","html-keyboard-response","16","99858","0.0-8.0-0.4","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1137.0000000024447","sequential-stimulus-presentation","17","101803","0.0-8.0-1.4","SS1612925835791","trial","","40","800","1937.0000000024447","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","18","102838","0.0-8.0-0.5","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","19406.000000002678","sequential-stimulus-presentation","19","123051","0.0-8.0-1.5","SS1612925835791","trial","","40","800","20206.000000002678","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","20","124274","0.0-8.0-0.6","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","833.9999999989232","sequential-stimulus-presentation","21","125914","0.0-8.0-1.6","SS1612925835791","trial","","40","800","1633.9999999989232","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","null","html-keyboard-response","22","126875","0.0-8.0-0.7","SS1612925835791","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","624226.9999999988","sequential-stimulus-presentation","23","751909","0.0-8.0-1.7","SS1612925835791","trial","","40","800","625026.9999999988","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_B_d.gif","middle","","","","",""
"","1700.0000000044238","html-keyboard-response","24","753619","0.0-9.0","SS1612925835791","pref_question","","98","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","0","","","","","","","",""
