"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":6490.740000270307}]","6491.075000260025","instructions","0","6492","0.0-0.0","SS1612933311578","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12037.525000050664},{""page_index"":1,""viewing_time"":7415.804999880493}]","19453.449999913573","instructions","1","27947","0.0-1.0","SS1612933311578","instructions","","","","","","","","","","","","","","","","",""
"","10660.644999705255","sequential-stimulus-presentation","2","39411","0.0-2.0","SS1612933311578","","","40","800","11460.644999705255","","","","","","","","","","","","",""
"","6486.430000048131","sequential-stimulus-presentation","3","46701","0.0-3.0","SS1612933311578","","","40","800","7286.430000048131","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2038.9950000680983}]","2039.094999898225","instructions","4","48741","0.0-4.0","SS1612933311578","instructions","","","","","","","","","","","","","","","","",""
"","4870.5950002186","html-keyboard-response","5","53613","0.0-5.0","SS1612933311578","instructions","","98","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","3294.0599997527897","sequential-stimulus-presentation","6","57710","0.0-6.0","SS1612933311578","pref_reveal","","40","800","4094.0599997527897","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8959.664999973029},{""page_index"":1,""viewing_time"":4352.915000170469},{""page_index"":2,""viewing_time"":903.6349998787045},{""page_index"":3,""viewing_time"":712.1250000782311}]","14928.450000006706","instructions","7","72640","0.0-7.0","SS1612933311578","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","73645","0.0-8.0-0.0","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2879.850000143051","sequential-stimulus-presentation","9","77328","0.0-8.0-1.0","SS1612933311578","trial","","40","800","3679.850000143051","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","10","78296","0.0-8.0-0.1","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2478.724999818951","sequential-stimulus-presentation","11","81578","0.0-8.0-1.1","SS1612933311578","trial","","40","800","3278.724999818951","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","12","82658","0.0-8.0-0.2","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","3491.8899997137487","sequential-stimulus-presentation","13","86954","0.0-8.0-1.2","SS1612933311578","trial","","40","800","4291.889999713749","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","14","88194","0.0-8.0-0.3","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","4662.294999696314","sequential-stimulus-presentation","15","93659","0.0-8.0-1.3","SS1612933311578","trial","","40","800","5462.294999696314","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","16","94582","0.0-8.0-0.4","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2995.0350001454353","sequential-stimulus-presentation","17","98380","0.0-8.0-1.4","SS1612933311578","trial","","40","800","3795.0350001454353","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","18","99661","0.0-8.0-0.5","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2890.6700001098216","sequential-stimulus-presentation","19","103356","0.0-8.0-1.5","SS1612933311578","trial","","40","800","3690.6700001098216","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","20","104188","0.0-8.0-0.6","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2629.620000254363","sequential-stimulus-presentation","21","107621","0.0-8.0-1.6","SS1612933311578","trial","","40","800","3429.620000254363","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","22","108801","0.0-8.0-0.7","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1079.630000051111","sequential-stimulus-presentation","23","110685","0.0-8.0-1.7","SS1612933311578","trial","","40","800","1879.630000051111","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","3229.0400001220405","html-keyboard-response","24","113917","0.0-9.0","SS1612933311578","pref_question","","98","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","0","","","","","","","",""
"","2868.565000128001","sequential-stimulus-presentation","25","117590","0.0-10.0","SS1612933311578","pref_reveal","","40","800","3668.565000128001","","","","","0","","","","novel","","","",""
"","null","html-keyboard-response","26","118748","0.0-11.0-0.0","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2470.499999821186","sequential-stimulus-presentation","27","122023","0.0-11.0-1.0","SS1612933311578","trial","","40","800","3270.499999821186","","","","","1","complex_similar","images/stimuli/spore_stims/complex_01_B_b.gif","left","","","","",""
"","null","html-keyboard-response","28","122869","0.0-11.0-0.1","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1349.639999680221","sequential-stimulus-presentation","29","125022","0.0-11.0-1.1","SS1612933311578","trial","","40","800","2149.639999680221","","","","","1","complex_similar","images/stimuli/spore_stims/complex_01_B_b.gif","left","","","","",""
"","null","html-keyboard-response","30","126036","0.0-11.0-0.2","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1503.1849998049438","sequential-stimulus-presentation","31","128343","0.0-11.0-1.2","SS1612933311578","trial","","40","800","2303.184999804944","","","","","1","complex_similar","images/stimuli/spore_stims/complex_01_B_b.gif","left","","","","",""
"","null","html-keyboard-response","32","129539","0.0-11.0-0.3","SS1612933311578","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1024.3950001895428","sequential-stimulus-presentation","33","131367","0.0-11.0-1.3","SS1612933311578","trial","","40","800","1824.3950001895428","","","","","1","complex_similar","images/stimuli/spore_stims/complex_01_B_b.gif","left","","","","",""
