"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":29489.004999995814}]","29494.42000000272","instructions","0","29496","0.0-0.0","SS1612929941256","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":16712.16500000446},{""page_index"":1,""viewing_time"":18033.620000001974}]","34746.55000001076","instructions","1","66343","0.0-1.0","SS1612929941256","instructions","","","","","","","","","","","","","","","","",""
"","12693.525000009686","sequential-stimulus-presentation","2","80124","0.0-2.0","SS1612929941256","","","40","800","13493.525000009686","","","","","","","","","","","","",""
"","1866.7350000032457","sequential-stimulus-presentation","3","82806","0.0-3.0","SS1612929941256","","","40","800","2666.7350000032457","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3097.0650000090245}]","3097.7249999996275","instructions","4","85907","0.0-4.0","SS1612929941256","instructions","","","","","","","","","","","","","","","","",""
"","17415.120000005118","html-keyboard-response","5","103328","0.0-5.0","SS1612929941256","instructions","","97","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","2713.0100000067614","sequential-stimulus-presentation","6","106937","0.0-6.0","SS1612929941256","pref_reveal","","40","800","3513.0100000067614","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2495.4600000055507},{""page_index"":1,""viewing_time"":4469.589999993332},{""page_index"":2,""viewing_time"":2715.1000000012573},{""page_index"":3,""viewing_time"":1838.0299999989802}]","11518.970000004629","instructions","7","118460","0.0-7.0","SS1612929941256","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","119589","0.0-8.0-0.0","SS1612929941256","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","5307.964999999967","sequential-stimulus-presentation","9","126078","0.0-8.0-1.0","SS1612929941256","trial","","40","800","6107.964999999967","","","","","0","complex_similar","images/stimuli/spore_stims/complex_03_A_b.gif","middle","","","","",""
"","null","html-keyboard-response","10","127238","0.0-8.0-0.1","SS1612929941256","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2127.215000000433","sequential-stimulus-presentation","11","130346","0.0-8.0-1.1","SS1612929941256","trial","","40","800","2927.215000000433","","","","","0","complex_similar","images/stimuli/spore_stims/complex_03_A_b.gif","middle","","","","",""
"","null","html-keyboard-response","12","131228","0.0-8.0-0.2","SS1612929941256","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1462.935000003199","sequential-stimulus-presentation","13","133564","0.0-8.0-1.2","SS1612929941256","trial","","40","800","2262.935000003199","","","","","0","complex_similar","images/stimuli/spore_stims/complex_03_A_b.gif","middle","","","","",""
"","null","html-keyboard-response","14","134387","0.0-8.0-0.3","SS1612929941256","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","4371.239999993122","sequential-stimulus-presentation","15","139955","0.0-8.0-1.3","SS1612929941256","trial","","40","800","5171.239999993122","","","","","0","complex_similar","images/stimuli/spore_stims/complex_03_A_b.gif","middle","","","","",""
