"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":29357.85999998916}]","29358.57500002021","instructions","0","29362","0.0-0.0","SS1612931382224","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8319.894999964163},{""page_index"":1,""viewing_time"":214093.31000002567}]","222414.28999998607","instructions","1","253780","0.0-1.0","SS1612931382224","instructions","","","","","","","","","","","","","","","","",""
"","3412.6699999906123","sequential-stimulus-presentation","2","257998","0.0-2.0","SS1612931382224","","","40","800","4212.669999990612","","","","","","","","","","","","",""
"","3687.065000005532","sequential-stimulus-presentation","3","262489","0.0-3.0","SS1612931382224","","","40","800","4487.065000005532","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":616333.3049999783}]","616333.6199999903","instructions","4","878823","0.0-4.0","SS1612931382224","instructions","","","","","","","","","","","","","","","","",""
"","9493.705000029877","html-keyboard-response","5","888324","0.0-5.0","SS1612931382224","instructions","","49","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","768.4299999964423","sequential-stimulus-presentation","6","889900","0.0-6.0","SS1612931382224","pref_reveal","","40","800","1568.4299999964423","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5382.675000000745},{""page_index"":1,""viewing_time"":3662.8799999598414},{""page_index"":2,""viewing_time"":865.2250000159256},{""page_index"":3,""viewing_time"":708.8400000357069}]","10619.86999999499","instructions","7","900521","0.0-7.0","SS1612931382224","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","901710","0.0-8.0-0.0","SS1612931382224","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2267.5949999829754","sequential-stimulus-presentation","9","904786","0.0-8.0-1.0","SS1612931382224","trial","","40","800","3067.5949999829754","","","","","0","simple_similar","images/stimuli/spore_stims/simple_14_A_d.gif","right","","","","",""
"","null","html-keyboard-response","10","905617","0.0-8.0-0.1","SS1612931382224","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1326.0899999877438","sequential-stimulus-presentation","11","907752","0.0-8.0-1.1","SS1612931382224","trial","","40","800","2126.089999987744","","","","","0","simple_similar","images/stimuli/spore_stims/simple_14_A_d.gif","right","","","","",""
"","null","html-keyboard-response","12","908923","0.0-8.0-0.2","SS1612931382224","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
