rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,subject,success,view_history,stimulus_type,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,exposure_type,forced_exposure_time,stimulus,block_number,block_type,stimulus_displayed,question_order,question_stimuli,block_index,stimulus_left,stimulus_right,math_correct_answer
1468.8999999761581,"{""Q0"":1}",survey-likert,116,162599,0.0-28.0,SS1630643047343,NA,NA,similarity_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,images/stimuli/complex_12_A_a.gif,images/stimuli/complex_10_A_a.gif,NA
940.7000000476837,"{""Q0"":2}",survey-likert,117,163543,0.0-29.0,SS1630643047343,NA,NA,similarity_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_02_A_a.gif,NA
1567.8999999761581,"{""Q0"":1}",survey-likert,118,165115,0.0-30.0,SS1630643047343,NA,NA,similarity_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,images/stimuli/simple_19_A_a.gif,images/stimuli/simple_05_A_a.gif,NA
1076.4000000953674,"{""Q0"":2}",survey-likert,119,166200,0.0-31.0,SS1630643047343,NA,NA,similarity_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,images/stimuli/simple_11_A_a.gif,images/stimuli/simple_14_A_a.gif,NA
1394.8999999761581,"{""Q0"":4}",survey-likert,120,167601,0.0-32.0,SS1630643047343,NA,NA,similarity_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,images/stimuli/simple_07_A_a.gif,images/stimuli/simple_09_A_a.gif,NA
969.5,NA,instructions,121,168575,0.0-33.0,SS1630643047343,NA,"[{""page_index"":0,""viewing_time"":969}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799.9000000953674,"{""Q0"":4}",survey-likert,122,170379,0.0-34.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_05_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
1448.3000000715256,"{""Q0"":2}",survey-likert,123,171835,0.0-35.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_13_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
1416.7000000476837,"{""Q0"":5}",survey-likert,124,173258,0.0-36.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_08_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
1697.8999999761581,"{""Q0"":6}",survey-likert,125,174962,0.0-37.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_12_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
2115.2000000476837,"{""Q0"":2}",survey-likert,126,177083,0.0-38.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_09_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
2456.6999999284744,"{""Q0"":1}",survey-likert,127,179546,0.0-39.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_19_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
1401.8000000715256,"{""Q0"":4}",survey-likert,128,180953,0.0-40.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_14_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
1502.8999999761581,"{""Q0"":5}",survey-likert,129,182463,0.0-41.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_04_A_a.gif,NA,NA,NA,[0],NA,NA,NA,NA,NA
NA,NA,fullscreen,130,183468,0.0-42.0,SS1630643047343,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153.1000000238419,NA,instructions,131,184626,0.0-43.0,SS1630643047343,NA,"[{""page_index"":0,""viewing_time"":1152.3999999761581}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3864,"{""age"":""20""}",demog-age,132,188498,0.0-44.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565.5,"{""ethnicity"":[""Hispanic or Latino""]}",demog-ethnic-US,133,190074,0.0-45.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,NA,NA,NA
2512.100000023842,"{""gender"":""Non-binary"",""education"":""High school diploma""}",demog-gender-and-education,134,192593,0.0-46.0,SS1630643047343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,NA,NA,NA,NA
1434.5,"{""Q0"":""2""}",survey-text,135,194034,0.0-47.0,SS1630643047343,NA,NA,feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338.2000000476837,NA,instructions,136,195377,0.0-48.0,SS1630643047343,NA,"[{""page_index"":0,""viewing_time"":1337.7000000476837}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3959.3000000715256,"{""p_id"":""5""}",survey-text,0,3964,0.0-0.0,SS1630643244267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,fullscreen,1,5643,0.0-1.0,SS1630643244267,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924.2999999523163,NA,instructions,2,7570,0.0-2.0,SS1630643244267,NA,"[{""page_index"":0,""viewing_time"":1923.7999999523163}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490.1000000238419,NA,instructions,3,11066,0.0-3.0,SS1630643244267,NA,"[{""page_index"":0,""viewing_time"":833.5},{""page_index"":1,""viewing_time"":656.1999999284744}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018.1000000238419,NA,stimuli-presentation,4,12588,0.0-4.0,SS1630643244267,NA,NA,NA,NA,40,500,1518.1000000238419,null,null,self_paced,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.60000002384186,NA,stimuli-presentation,5,13390,0.0-5.0,SS1630643244267,NA,NA,NA,NA,40,500,800.6000000238419,null,null,self_paced,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481.0999999046326,NA,instructions,6,14873,0.0-6.0,SS1630643244267,NA,"[{""page_index"":0,""viewing_time"":1480.7999999523163}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719.9000000953674,NA,instructions,7,17595,0.0-7.0,SS1630643244267,NA,"[{""page_index"":0,""viewing_time"":439.40000009536743},{""page_index"":1,""viewing_time"":592.5999999046326},{""page_index"":2,""viewing_time"":559.6000000238419},{""page_index"":3,""viewing_time"":656.2000000476837},{""page_index"":4,""viewing_time"":471.60000002384186}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,8,18757,0.0-8.0-0.0,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
247.39999997615814,NA,stimuli-presentation,9,19511,0.0-8.0-1.0,SS1630643244267,NA,NA,trial,NA,40,500,747.3999999761581,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,10,20763,0.0-8.0-0.1,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
410.10000002384186,NA,stimuli-presentation,11,21677,0.0-8.0-1.1,SS1630643244267,NA,NA,trial,NA,40,500,910.1000000238419,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,12,22616,0.0-8.0-0.2,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
205.29999995231628,NA,stimuli-presentation,13,23325,0.0-8.0-1.2,SS1630643244267,NA,NA,trial,NA,40,500,705.2999999523163,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,14,24400,0.0-8.0-0.3,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
53.40000009536743,NA,stimuli-presentation,15,24957,0.0-8.0-1.3,SS1630643244267,NA,NA,trial,NA,40,500,553.4000000953674,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,16,26233,0.0-8.0-0.4,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
80.89999997615814,NA,stimuli-presentation,17,26820,0.0-8.0-1.4,SS1630643244267,NA,NA,trial,NA,40,500,580.8999999761581,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,18,27707,0.0-8.0-0.5,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
51.799999952316284,NA,stimuli-presentation,19,28263,0.0-8.0-1.5,SS1630643244267,NA,NA,trial,NA,40,500,551.7999999523163,images/stimuli/complex_19_A_a.gif,images/stimuli/complex_02_A_a.gif,self_paced,250,NA,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,NA,NA,NA,NA,NA
5250,"{""Q0"":""16""}",survey-multi-choice,20,33515,0.0-9.0,SS1630643244267,NA,NA,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,NA,NA,16
null,NA,html-keyboard-response,21,34779,0.0-10.0-0.0,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
160.30000007152557,NA,stimuli-presentation,22,35445,0.0-10.0-1.0,SS1630643244267,NA,NA,trial,NA,40,500,660.3000000715256,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_10_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,23,36693,0.0-10.0-0.1,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,NA,stimuli-presentation,24,38644,0.0-10.0-1.1,SS1630643244267,NA,NA,trial,NA,40,500,1946,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_03_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,25,39684,0.0-10.0-0.2,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
151.80000007152557,NA,stimuli-presentation,26,40341,0.0-10.0-1.2,SS1630643244267,NA,NA,trial,NA,40,500,651.8000000715256,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_10_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,27,41339,0.0-10.0-0.3,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
83.29999995231628,NA,stimuli-presentation,28,41931,0.0-10.0-1.3,SS1630643244267,NA,NA,trial,NA,40,500,583.2999999523163,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_10_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,29,43057,0.0-10.0-0.4,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
2204.399999976158,NA,stimuli-presentation,30,45766,0.0-10.0-1.4,SS1630643244267,NA,NA,trial,NA,40,500,2704.399999976158,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_10_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,31,46616,0.0-10.0-0.5,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
898.1999999284744,NA,stimuli-presentation,32,48019,0.0-10.0-1.5,SS1630643244267,NA,NA,trial,NA,40,500,1398.1999999284744,images/stimuli/simple_03_A_a.gif,images/stimuli/simple_10_A_a.gif,self_paced,540,NA,1,simple_dissimilar,images/stimuli/simple_10_A_a.gif,NA,NA,NA,NA,NA,NA
2334.3000000715256,"{""Q0"":""12""}",survey-multi-choice,33,50356,0.0-11.0,SS1630643244267,NA,NA,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,NA,NA,12
null,NA,html-keyboard-response,34,51355,0.0-12.0-0.0,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
65.20000004768372,NA,stimuli-presentation,35,51925,0.0-12.0-1.0,SS1630643244267,NA,NA,trial,NA,40,500,565.2000000476837,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_09_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,36,53141,0.0-12.0-0.1,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
8.099999904632568,NA,stimuli-presentation,37,53657,0.0-12.0-1.1,SS1630643244267,NA,NA,trial,NA,40,500,508.09999990463257,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_09_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,38,54576,0.0-12.0-0.2,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
292.2999999523163,NA,stimuli-presentation,39,55370,0.0-12.0-1.2,SS1630643244267,NA,NA,trial,NA,40,500,792.2999999523163,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_09_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,40,56478,0.0-12.0-0.3,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
141.39999997615814,NA,stimuli-presentation,41,57124,0.0-12.0-1.3,SS1630643244267,NA,NA,trial,NA,40,500,641.3999999761581,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_09_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,42,58332,0.0-12.0-0.4,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
191.29999995231628,NA,stimuli-presentation,43,59028,0.0-12.0-1.4,SS1630643244267,NA,NA,trial,NA,40,500,691.2999999523163,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_09_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,44,60186,0.0-12.0-0.5,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
360.10000002384186,NA,stimuli-presentation,45,61051,0.0-12.0-1.5,SS1630643244267,NA,NA,trial,NA,40,500,860.1000000238419,images/stimuli/complex_04_A_a.gif,images/stimuli/complex_09_A_a.gif,self_paced,290,NA,2,complex_dissimilar,images/stimuli/complex_04_A_a.gif,NA,NA,NA,NA,NA,NA
2118.100000023842,"{""Q0"":""6""}",survey-multi-choice,46,63171,0.0-13.0,SS1630643244267,NA,NA,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,NA,NA,6
null,NA,html-keyboard-response,47,64295,0.0-14.0-0.0,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
142.30000007152557,NA,stimuli-presentation,48,64942,0.0-14.0-1.0,SS1630643244267,NA,NA,trial,NA,40,500,642.3000000715256,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,49,65762,0.0-14.0-0.1,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
247.19999992847443,NA,stimuli-presentation,50,66515,0.0-14.0-1.1,SS1630643244267,NA,NA,trial,NA,40,500,747.1999999284744,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,51,67534,0.0-14.0-0.2,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
432.3000000715256,NA,stimuli-presentation,52,68471,0.0-14.0-1.2,SS1630643244267,NA,NA,trial,NA,40,500,932.3000000715256,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,53,69724,0.0-14.0-0.3,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
147.10000002384186,NA,stimuli-presentation,54,70379,0.0-14.0-1.3,SS1630643244267,NA,NA,trial,NA,40,500,647.1000000238419,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,55,71589,0.0-14.0-0.4,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
341,NA,stimuli-presentation,56,72436,0.0-14.0-1.4,SS1630643244267,NA,NA,trial,NA,40,500,841,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,57,73543,0.0-14.0-0.5,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
139.70000004768372,NA,stimuli-presentation,58,74192,0.0-14.0-1.5,SS1630643244267,NA,NA,trial,NA,40,500,639.7000000476837,images/stimuli/simple_09_A_a.gif,images/stimuli/simple_06_A_a.gif,self_paced,770,NA,3,simple_dissimilar,images/stimuli/simple_06_A_a.gif,NA,NA,NA,NA,NA,NA
30385.5,"{""Q0"":""10""}",survey-multi-choice,59,104580,0.0-15.0,SS1630643244267,NA,NA,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],NA,NA,NA,NA,10
null,NA,html-keyboard-response,60,105666,0.0-16.0-0.0,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
1031.8000000715256,NA,stimuli-presentation,61,107204,0.0-16.0-1.0,SS1630643244267,NA,NA,trial,NA,40,500,1531.8000000715256,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_06_A_a.gif,self_paced,390,NA,4,complex_dissimilar,images/stimuli/complex_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,62,108167,0.0-16.0-0.1,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
319.7999999523163,NA,stimuli-presentation,63,108995,0.0-16.0-1.1,SS1630643244267,NA,NA,trial,NA,40,500,819.7999999523163,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_06_A_a.gif,self_paced,390,NA,4,complex_dissimilar,images/stimuli/complex_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,64,110199,0.0-16.0-0.2,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
179.89999997615814,NA,stimuli-presentation,65,110886,0.0-16.0-1.2,SS1630643244267,NA,NA,trial,NA,40,500,679.8999999761581,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_06_A_a.gif,self_paced,390,NA,4,complex_dissimilar,images/stimuli/complex_06_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,66,111922,0.0-16.0-0.3,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
1103.5999999046326,NA,stimuli-presentation,67,113533,0.0-16.0-1.3,SS1630643244267,NA,NA,trial,NA,40,500,1603.5999999046326,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_06_A_a.gif,self_paced,390,NA,4,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,NA,NA,NA,NA,NA
null,NA,html-keyboard-response,68,114642,0.0-16.0-0.4,SS1630643244267,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
367.39999997615814,NA,stimuli-presentation,69,115517,0.0-16.0-1.4,SS1630643244267,NA,NA,trial,NA,40,500,867.3999999761581,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_06_A_a.gif,self_paced,390,NA,4,complex_dissimilar,images/stimuli/complex_06_A_a.gif,NA,NA,NA,NA,NA,NA
