,prolific_id,trial_type,rt,background,deviant,block_type,trial_index,fam_trial,total_rt,response,question_order,rating_type,response
58,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,11,9.0,,,,,
59,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,12,9.0,,,,,
60,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,13,9.0,,,,,
61,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,14,9.0,,,,,
62,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,15,9.0,,,,,
63,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,16,9.0,,,,,
64,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,17,9.0,,,,,
65,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,18,9.0,,,,,
66,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,19,9.0,,,,,
67,,curtain-display,6462.0,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,20,9.0,6962.0,,,,
68,,survey-likert,3247.0,,,,21,,,{'Q0': 3},[0],background,{'Q0': 3}
69,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,22,1.0,,,,,
70,,preload,,,,,0,,,,,,
71,,preload,,,,,0,,,,,,
72,,preload,,,,,0,,,,,,
73,,preload,,,,,0,,,,,,
74,,preload,,,,,0,,,,,,
75,,preload,,,,,0,,,,,,
76,,preload,,,,,0,,,,,,
77,,preload,,,,,0,,,,,,
78,,preload,,,,,0,,,,,,
79,,preload,,,,,0,,,,,,
80,,fullscreen,,,,,1,,,,,,
81,,instructions,1195.0,,,,2,,,,,,
82,,curtain-display,,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,3,1.0,,,,,
83,,curtain-display,209.0,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,4,1.0,709.0,,,,
84,,survey-likert,2232.0,,,,5,,,{'Q0': 3},[0],background,{'Q0': 3}
85,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,6,3.0,,,,,
86,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,7,3.0,,,,,
87,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,8,3.0,,,,,
88,,curtain-display,221.0,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,9,3.0,721.0,,,,
89,,survey-likert,3765.0,,,,10,,,{'Q0': 1},[0],background,{'Q0': 1}
90,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,11,9.0,,,,,
91,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,12,9.0,,,,,
92,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,13,9.0,,,,,
93,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,14,9.0,,,,,
94,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,15,9.0,,,,,
95,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,16,9.0,,,,,
96,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,17,9.0,,,,,
97,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,18,9.0,,,,,
98,,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,19,9.0,,,,,
99,,curtain-display,22.0,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,20,9.0,522.0,,,,
100,,preload,,,,,0,,,,,,
101,,preload,,,,,0,,,,,,
102,,preload,,,,,0,,,,,,
103,,preload,,,,,0,,,,,,
104,,preload,,,,,0,,,,,,
105,,preload,,,,,0,,,,,,
106,,preload,,,,,0,,,,,,
107,,preload,,,,,0,,,,,,
108,,preload,,,,,0,,,,,,
109,,preload,,,,,0,,,,,,
110,,preload,,,,,0,,,,,,
111,,preload,,,,,0,,,,,,
112,,preload,,,,,0,,,,,,
113,,preload,,,,,0,,,,,,
114,,preload,,,,,0,,,,,,
115,,preload,,,,,0,,,,,,
116,,preload,,,,,0,,,,,,
117,,preload,,,,,0,,,,,,
118,,preload,,,,,0,,,,,,
119,,preload,,,,,0,,,,,,
120,,preload,,,,,0,,,,,,
121,,preload,,,,,0,,,,,,
122,,preload,,,,,0,,,,,,
123,,preload,,,,,0,,,,,,
124,,preload,,,,,0,,,,,,
125,,preload,,,,,0,,,,,,
126,,preload,,,,,0,,,,,,
127,,preload,,,,,0,,,,,,
128,,preload,,,,,0,,,,,,
129,,preload,,,,,0,,,,,,
130,,preload,,,,,0,,,,,,
131,,preload,,,,,0,,,,,,
132,,preload,,,,,0,,,,,,
133,,preload,,,,,0,,,,,,
134,,preload,,,,,0,,,,,,
135,,preload,,,,,0,,,,,,
136,,preload,,,,,0,,,,,,
137,,preload,,,,,0,,,,,,
138,,preload,,,,,0,,,,,,
139,,preload,,,,,0,,,,,,
140,,preload,,,,,0,,,,,,
141,,preload,,,,,0,,,,,,
142,,preload,,,,,0,,,,,,
143,,preload,,,,,0,,,,,,
144,,preload,,,,,0,,,,,,
145,,preload,,,,,0,,,,,,
146,,preload,,,,,0,,,,,,
147,,preload,,,,,0,,,,,,
148,,preload,,,,,0,,,,,,
149,,preload,,,,,0,,,,,,
150,,preload,,,,,0,,,,,,
151,,preload,,,,,0,,,,,,
152,,preload,,,,,0,,,,,,
153,,preload,,,,,0,,,,,,
154,,preload,,,,,0,,,,,,
155,,preload,,,,,0,,,,,,
156,,preload,,,,,0,,,,,,
157,,preload,,,,,0,,,,,,
158,,preload,,,,,0,,,,,,
159,,preload,,,,,0,,,,,,
160,,preload,,,,,0,,,,,,
161,,preload,,,,,0,,,,,,
162,,preload,,,,,0,,,,,,
163,,preload,,,,,0,,,,,,
164,,preload,,,,,0,,,,,,
165,,preload,,,,,0,,,,,,
166,,preload,,,,,0,,,,,,
167,,preload,,,,,0,,,,,,
168,,preload,,,,,0,,,,,,
169,,preload,,,,,0,,,,,,
170,,preload,,,,,0,,,,,,
171,,preload,,,,,0,,,,,,
172,,preload,,,,,0,,,,,,
173,,preload,,,,,0,,,,,,
174,,preload,,,,,0,,,,,,
175,,preload,,,,,0,,,,,,
176,,preload,,,,,0,,,,,,
177,,preload,,,,,0,,,,,,
178,,preload,,,,,0,,,,,,
179,,preload,,,,,0,,,,,,
180,,preload,,,,,0,,,,,,
181,,preload,,,,,0,,,,,,
182,,preload,,,,,0,,,,,,
183,,preload,,,,,0,,,,,,
184,,preload,,,,,0,,,,,,
185,,preload,,,,,0,,,,,,
186,,preload,,,,,0,,,,,,
187,,preload,,,,,0,,,,,,
188,,preload,,,,,0,,,,,,
189,,preload,,,,,0,,,,,,
190,,preload,,,,,0,,,,,,
191,,preload,,,,,0,,,,,,
192,,preload,,,,,0,,,,,,
193,,preload,,,,,0,,,,,,
194,,preload,,,,,0,,,,,,
195,,preload,,,,,0,,,,,,
196,,preload,,,,,0,,,,,,
197,,preload,,,,,0,,,,,,
198,,preload,,,,,0,,,,,,
199,,preload,,,,,0,,,,,,
200,,preload,,,,,0,,,,,,
201,,preload,,,,,0,,,,,,
202,,preload,,,,,0,,,,,,
203,,preload,,,,,0,,,,,,
204,,preload,,,,,0,,,,,,
205,,preload,,,,,0,,,,,,
206,,preload,,,,,0,,,,,,
207,,preload,,,,,0,,,,,,
208,,preload,,,,,0,,,,,,
209,,preload,,,,,0,,,,,,
210,,preload,,,,,0,,,,,,
211,,preload,,,,,0,,,,,,
212,,preload,,,,,0,,,,,,
213,,preload,,,,,0,,,,,,
214,,preload,,,,,0,,,,,,
215,,preload,,,,,0,,,,,,
216,,preload,,,,,0,,,,,,
217,,preload,,,,,0,,,,,,
218,,preload,,,,,0,,,,,,
219,,preload,,,,,0,,,,,,
220,,preload,,,,,0,,,,,,
221,,preload,,,,,0,,,,,,
222,,preload,,,,,0,,,,,,
223,,preload,,,,,0,,,,,,
224,,preload,,,,,0,,,,,,
225,,preload,,,,,0,,,,,,
226,,preload,,,,,0,,,,,,
227,,preload,,,,,0,,,,,,
228,,preload,,,,,0,,,,,,
229,,preload,,,,,0,,,,,,
230,,preload,,,,,0,,,,,,
231,,preload,,,,,0,,,,,,
232,,preload,,,,,0,,,,,,
233,,preload,,,,,0,,,,,,
234,,preload,,,,,0,,,,,,
235,,preload,,,,,0,,,,,,
236,,preload,,,,,0,,,,,,
237,,preload,,,,,0,,,,,,
238,,preload,,,,,0,,,,,,
239,,preload,,,,,0,,,,,,
240,,preload,,,,,0,,,,,,
241,,preload,,,,,0,,,,,,
242,,preload,,,,,0,,,,,,
243,,preload,,,,,0,,,,,,
244,,preload,,,,,0,,,,,,
245,,preload,,,,,0,,,,,,
246,,preload,,,,,0,,,,,,
247,,preload,,,,,0,,,,,,
248,,preload,,,,,0,,,,,,
249,,preload,,,,,0,,,,,,
250,,preload,,,,,0,,,,,,
251,,preload,,,,,0,,,,,,
252,,preload,,,,,0,,,,,,
253,,preload,,,,,0,,,,,,
254,,preload,,,,,0,,,,,,
255,,preload,,,,,0,,,,,,
256,,preload,,,,,0,,,,,,
257,,preload,,,,,0,,,,,,
258,,preload,,,,,0,,,,,,
259,,preload,,,,,0,,,,,,
260,,preload,,,,,0,,,,,,
261,,preload,,,,,0,,,,,,
262,,preload,,,,,0,,,,,,
263,,preload,,,,,0,,,,,,
264,,preload,,,,,0,,,,,,
265,,preload,,,,,0,,,,,,
266,,preload,,,,,0,,,,,,
267,,preload,,,,,0,,,,,,
268,,preload,,,,,0,,,,,,
269,,preload,,,,,0,,,,,,
270,,preload,,,,,0,,,,,,
271,,preload,,,,,0,,,,,,
272,,preload,,,,,0,,,,,,
273,,preload,,,,,0,,,,,,
274,,preload,,,,,0,,,,,,
275,,preload,,,,,0,,,,,,
276,,preload,,,,,0,,,,,,
277,,preload,,,,,0,,,,,,
278,,preload,,,,,0,,,,,,
279,,preload,,,,,0,,,,,,
280,,preload,,,,,0,,,,,,
281,,preload,,,,,0,,,,,,
282,,preload,,,,,0,,,,,,
283,,preload,,,,,0,,,,,,
284,,preload,,,,,0,,,,,,
285,,preload,,,,,0,,,,,,
286,,preload,,,,,0,,,,,,
287,,preload,,,,,0,,,,,,
288,,preload,,,,,0,,,,,,
289,,preload,,,,,0,,,,,,
290,,preload,,,,,0,,,,,,
291,,preload,,,,,0,,,,,,
292,,preload,,,,,0,,,,,,
293,,preload,,,,,0,,,,,,
294,,preload,,,,,0,,,,,,
295,,preload,,,,,0,,,,,,
296,,preload,,,,,0,,,,,,
297,,preload,,,,,0,,,,,,
298,,preload,,,,,0,,,,,,
299,,preload,,,,,0,,,,,,
300,,preload,,,,,0,,,,,,
301,,preload,,,,,0,,,,,,
302,,preload,,,,,0,,,,,,
303,,preload,,,,,0,,,,,,
304,,preload,,,,,0,,,,,,
305,,preload,,,,,0,,,,,,
306,,preload,,,,,0,,,,,,
307,,preload,,,,,0,,,,,,
308,,preload,,,,,0,,,,,,
309,,preload,,,,,0,,,,,,
310,,preload,,,,,0,,,,,,
311,,preload,,,,,0,,,,,,
312,,preload,,,,,0,,,,,,
313,,preload,,,,,0,,,,,,
314,,preload,,,,,0,,,,,,
315,,preload,,,,,0,,,,,,
316,,preload,,,,,0,,,,,,
317,,preload,,,,,0,,,,,,
318,,preload,,,,,0,,,,,,
319,,preload,,,,,0,,,,,,
320,,preload,,,,,0,,,,,,
321,,preload,,,,,0,,,,,,
322,,preload,,,,,0,,,,,,
323,,preload,,,,,0,,,,,,
324,,preload,,,,,0,,,,,,
325,,preload,,,,,0,,,,,,
326,,preload,,,,,0,,,,,,
327,,preload,,,,,0,,,,,,
328,,preload,,,,,0,,,,,,
329,,preload,,,,,0,,,,,,
330,,preload,,,,,0,,,,,,
331,,preload,,,,,0,,,,,,
332,,preload,,,,,0,,,,,,
333,,preload,,,,,0,,,,,,
334,,preload,,,,,0,,,,,,
335,,preload,,,,,0,,,,,,
336,,preload,,,,,0,,,,,,
337,,preload,,,,,0,,,,,,
338,,preload,,,,,0,,,,,,
339,,preload,,,,,0,,,,,,
340,,preload,,,,,0,,,,,,
341,,preload,,,,,0,,,,,,
342,,preload,,,,,0,,,,,,
343,,preload,,,,,0,,,,,,
344,,preload,,,,,0,,,,,,
345,,preload,,,,,0,,,,,,
346,,preload,,,,,0,,,,,,
347,,preload,,,,,0,,,,,,
348,,preload,,,,,0,,,,,,
349,,preload,,,,,0,,,,,,
350,,preload,,,,,0,,,,,,
351,,preload,,,,,0,,,,,,
352,,preload,,,,,0,,,,,,
353,,preload,,,,,0,,,,,,
354,,preload,,,,,0,,,,,,
355,,preload,,,,,0,,,,,,
356,,preload,,,,,0,,,,,,
357,,preload,,,,,0,,,,,,
358,,preload,,,,,0,,,,,,
359,,preload,,,,,0,,,,,,
360,,preload,,,,,0,,,,,,
361,,preload,,,,,0,,,,,,
362,,preload,,,,,0,,,,,,
363,,preload,,,,,0,,,,,,
364,,preload,,,,,0,,,,,,
365,,preload,,,,,0,,,,,,
366,,preload,,,,,0,,,,,,
367,,preload,,,,,0,,,,,,
368,,preload,,,,,0,,,,,,
369,,preload,,,,,0,,,,,,
370,,preload,,,,,0,,,,,,
371,,preload,,,,,0,,,,,,
372,,preload,,,,,0,,,,,,
373,,preload,,,,,0,,,,,,
374,,preload,,,,,0,,,,,,
375,,preload,,,,,0,,,,,,
376,,preload,,,,,0,,,,,,
377,,preload,,,,,0,,,,,,
378,,preload,,,,,0,,,,,,
379,,preload,,,,,0,,,,,,
380,,preload,,,,,0,,,,,,
381,,preload,,,,,0,,,,,,
382,,preload,,,,,0,,,,,,
383,,preload,,,,,0,,,,,,
384,,preload,,,,,0,,,,,,
385,,preload,,,,,0,,,,,,
386,,preload,,,,,0,,,,,,
387,,preload,,,,,0,,,,,,
388,,fullscreen,,,,,1,,,,,,
389,,instructions,684.0,,,,2,,,,,,
390,,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,3,1.0,,,,,
391,,preload,,,,,0,,,,,,
392,,preload,,,,,0,,,,,,
393,,fullscreen,,,,,1,,,,,,
394,,instructions,1680.0,,,,2,,,,,,
395,,instructions,1989.0,,,,3,,,,,,
396,,curtain-display,,,,,4,,,,,,
397,,curtain-display,,,,,5,,,,,,
398,,curtain-display,359.0,,,,6,,859.0,,,,
399,,instructions,4559.0,,,,7,,,,,,
400,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,8,1.0,,,,,
401,,curtain-display,464.0,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,9,1.0,964.0,,,,
402,,survey-likert,44243.0,,,,10,,,{'Q0': 3},[0],background,{'Q0': 3}
403,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,11,3.0,,,,,
404,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,12,3.0,,,,,
405,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,13,3.0,,,,,
406,,curtain-display,144.0,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,14,3.0,644.0,,,,
407,,survey-likert,5084.0,,,,15,,,{'Q0': 3},[0],background,{'Q0': 3}
408,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,16,9.0,,,,,
409,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,17,9.0,,,,,
410,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,18,9.0,,,,,
411,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,19,9.0,,,,,
412,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,20,9.0,,,,,
413,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,21,9.0,,,,,
414,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,22,9.0,,,,,
415,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,23,9.0,,,,,
416,,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,24,9.0,,,,,
417,,curtain-display,1841.0,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,all_background,25,9.0,2341.0,,,,
418,,survey-likert,1834.0,,,,26,,,{'Q0': 3},[0],background,{'Q0': 3}
419,,curtain-display,,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,27,1.0,,,,,
420,,curtain-display,132.0,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,28,1.0,632.0,,,,
421,,preload,,,,,0,,,,,,
422,,preload,,,,,0,,,,,,
423,,preload,,,,,0,,,,,,
424,,preload,,,,,0,,,,,,
425,,preload,,,,,0,,,,,,
426,,preload,,,,,0,,,,,,
427,,preload,,,,,0,,,,,,
428,,preload,,,,,0,,,,,,
429,,fullscreen,,,,,1,,,,,,
430,,instructions,2451.0,,,,2,,,,,,
431,,instructions,1357.0,,,,3,,,,,,
432,,curtain-display,,,,,4,,,,,,
433,,curtain-display,,,,,5,,,,,,
434,,curtain-display,203.0,,,,6,,703.0,,,,
435,,instructions,3194.0,,,,7,,,,,,
436,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,8,9.0,,,,,
437,,survey-likert,5021.0,,,,9,,,{'Q0': 2},[0],background,{'Q0': 2}
438,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,10,9.0,,,,,
439,,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,all_background,11,3.0,,,,,
440,,curtain-display,184.0,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,all_background,12,1.0,684.0,,,,
441,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,deviant,13,3.0,,,,,
442,,preload,,,,,0,,,,,,
443,,preload,,,,,0,,,,,,
444,,fullscreen,,,,,1,,,,,,
445,,instructions,1600.0,,,,2,,,,,,
446,,instructions,1923.0,,,,3,,,,,,
447,,curtain-display,,,,,4,,,,,,
448,,curtain-display,,,,,5,,,,,,
449,,curtain-display,597.0,,,,6,,1097.0,,,,
450,,preload,,,,,0,,,,,,
451,,preload,,,,,0,,,,,,
452,,fullscreen,,,,,1,,,,,,
453,,instructions,1168.0,,,,2,,,,,,
454,,instructions,1925.0,,,,3,,,,,,
455,,curtain-display,,,,,4,,,,,,
456,,curtain-display,,,,,5,,,,,,
457,,curtain-display,2275.0,,,,6,,2775.0,,,,
458,,preload,,,,,0,,,,,,
459,,preload,,,,,0,,,,,,
460,,fullscreen,,,,,1,,,,,,
461,,instructions,1269.0,,,,2,,,,,,
462,,instructions,1845.0,,,,3,,,,,,
463,,curtain-display,,,,,4,,,,,,
464,,curtain-display,,,,,5,,,,,,
465,,curtain-display,994.0,,,,6,,1494.0,,,,
466,,instructions,17117.0,,,,7,,,,,,
467,,preload,,,,,0,,,,,,
468,,preload,,,,,0,,,,,,
469,,fullscreen,,,,,1,,,,,,
470,,instructions,1369.0,,,,2,,,,,,
471,,instructions,1620.0,,,,3,,,,,,
472,,curtain-display,,,,,4,,,,,,
473,,curtain-display,,,,,5,,,,,,
474,,curtain-display,159.0,,,,6,,659.0,,,,
475,,instructions,3733.0,,,,7,,,,,,
476,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,8,3.0,,,,,
477,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,9,3.0,,,,,
478,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,10,3.0,,,,,
479,,curtain-display,367.0,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,11,3.0,867.0,,,,
480,,survey-likert,1730.0,,,,12,,,{'Q0': 3},[0],background,{'Q0': 3}
481,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,13,9.0,,,,,
482,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,14,9.0,,,,,
483,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,15,9.0,,,,,
484,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,16,9.0,,,,,
485,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,17,9.0,,,,,
486,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,18,9.0,,,,,
487,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,19,9.0,,,,,
488,,preload,,,,,0,,,,,,
489,,preload,,,,,0,,,,,,
490,,preload,,,,,0,,,,,,
491,,preload,,,,,0,,,,,,
492,,fullscreen,,,,,1,,,,,,
493,,instructions,870.0,,,,2,,,,,,
494,,instructions,1954.0,,,,3,,,,,,
495,,curtain-display,,,,,4,,,,,,
496,,curtain-display,,,,,5,,,,,,
497,,curtain-display,4798.0,,,,6,,5298.0,,,,
498,,preload,,,,,0,,,,,,
499,,preload,,,,,0,,,,,,
500,,fullscreen,,,,,1,,,,,,
501,,instructions,934.0,,,,2,,,,,,
502,,instructions,11279.0,,,,3,,,,,,
503,,curtain-display,,,,,4,,,,,,
504,,curtain-display,,,,,5,,,,,,
505,,preload,,,,,0,,,,,,
506,,preload,,,,,0,,,,,,
507,,fullscreen,,,,,1,,,,,,
508,,instructions,856.0,,,,2,,,,,,
509,,instructions,1509.0,,,,3,,,,,,
510,,curtain-display,,,,,4,,,,,,
511,,curtain-display,,,,,5,,,,,,
512,,preload,,,,,0,,,,,,
513,,preload,,,,,0,,,,,,
514,,fullscreen,,,,,1,,,,,,
515,,instructions,920.0,,,,2,,,,,,
