Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65243240dc4865f4b985156c,5f20983ec1b5461782ad7a61,APPROVED,2023-10-09T17:02:56.099000Z,2023-10-09T17:07:42.541000Z,2023-10-09T20:32:50.284000Z,2023-10-09T17:07:43.008169Z,287.0,3D699F4F,154,25,Female,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
65243242053d3ee0cdc20b86,5f0f29ae1eb21008501e6e2e,APPROVED,2023-10-09T17:03:12.071000Z,2023-10-09T17:10:18.750000Z,2023-10-09T22:26:03.391000Z,2023-10-09T17:10:57.626541Z,427.0,3D699F4F,104,40,Female,White,Greece,Greece,Greece,Greek,No,Part-Time
652432431254f076c51332a1,5b63eed95256470001bd3d8c,APPROVED,2023-10-09T17:03:03.592000Z,2023-10-09T17:08:07.160000Z,2023-10-09T20:33:00.205000Z,2023-10-09T17:08:13.246407Z,304.0,3D699F4F,199,26,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
65243246bc6912776a870109,616695954abbd951dd25d153,APPROVED,2023-10-09T17:03:06.756000Z,2023-10-09T17:10:52.524000Z,2023-10-09T20:32:51.911000Z,2023-10-09T17:13:06.534491Z,466.0,3D699F4F,121,32,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
652432e9703ca88509f3b403,60190c01c8f8bb0009098cda,APPROVED,2023-10-09T17:05:51.039000Z,2023-10-09T17:11:25.130000Z,2023-10-09T20:33:02.207000Z,2023-10-09T17:14:08.277565Z,335.0,3D699F4F,440,33,Male,White,Italy,Italy,Italy,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
652463a6f8d5170758175a08,5f452661c5a1b50a817ab094,APPROVED,2023-10-09T20:33:42.846000Z,2023-10-09T20:39:27.630000Z,2023-10-09T22:26:03.698000Z,2023-10-09T20:39:28.860659Z,345.0,3D699F4F,414,24,Male,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
652463a9a69c0124e2646d94,5e9cb069a763441d4c631680,APPROVED,2023-10-09T20:33:45.172000Z,2023-10-09T20:40:06.690000Z,2023-10-09T22:26:03.881000Z,2023-10-09T20:40:07.387673Z,382.0,3D699F4F,45,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
652463aa568da8e0ce6606cf,5e67a7d13413ff01776d1ed8,APPROVED,2023-10-09T20:33:47.863000Z,2023-10-09T20:42:03.566000Z,2023-10-09T22:26:04.456000Z,2023-10-09T20:42:04.289910Z,496.0,3D699F4F,96,22,Male,White,Poland,Poland,Poland,Polish,Yes,Other
652463aa40d984bd4650594c,5dfbefa35777b591c3999842,APPROVED,2023-10-09T20:33:46.353000Z,2023-10-09T20:42:07.304000Z,2023-10-09T22:26:04.250000Z,2023-10-09T20:42:08.522539Z,501.0,3D699F4F,464,46,Male,White,Spain,Spain,Spain,Spanish,No,Other
652463aab08a2a42999fdb5e,6171946a19f6673fb215c0c7,APPROVED,2023-10-09T20:41:38.371000Z,2023-10-09T20:49:24.977000Z,2023-10-09T22:26:04.646000Z,2023-10-09T20:49:25.499256Z,467.0,3D699F4F,244,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
652463aa1de45725efde2e17,614a65127dcd9777f0707cf4,APPROVED,2023-10-09T20:33:46.977000Z,2023-10-09T20:42:00.564000Z,2023-10-09T22:26:04.059000Z,2023-10-09T20:42:01.144237Z,494.0,3D699F4F,260,23,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time
652463abaac78e55d0d90e44,5ee1272794a7b01487d0d906,APPROVED,2023-10-09T20:33:47.408000Z,2023-10-09T20:48:24.463000Z,2023-10-09T22:26:04.834000Z,2023-10-09T20:48:24.936139Z,878.0,3D699F4F,405,26,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
652463ac504eae31e8c54d15,60bfd7f41bbb4ec7b94d0414,APPROVED,2023-10-09T20:33:48.213000Z,2023-10-09T20:40:45.999000Z,2023-10-09T22:26:05.023000Z,2023-10-09T20:40:46.947141Z,418.0,3D699F4F,280,21,Male,White,Poland,Poland,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
652463ae291669a04bcb1575,60e87324309700b7d549d491,APPROVED,2023-10-09T20:33:53.471000Z,2023-10-09T20:44:14.756000Z,2023-10-09T22:26:05.228000Z,2023-10-09T20:44:15.333542Z,622.0,NOCODE,113,24,Male,White,Chile,Chile,Chile,Spanish,Yes,Due to start a new job within the next month
652463ae40d984bd4650594f,5ee8b6dbac5fa1054ebd60a7,APPROVED,2023-10-09T20:33:50.311000Z,2023-10-09T20:41:17.530000Z,2023-10-09T22:26:05.408000Z,2023-10-09T20:41:17.997586Z,448.0,3D699F4F,272,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
652463ae62ab7bd0d9cd58bd,645aa9659a8d39a1ac7b451a,APPROVED,2023-10-09T20:34:10.177000Z,2023-10-09T20:54:37.028000Z,2023-10-09T22:26:05.591000Z,2023-10-09T20:54:38.213634Z,1227.0,3D699F4F,85,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
652463aee596327356c9ef59,5fc57392a614900c2bf80b5a,APPROVED,2023-10-09T20:33:50.860000Z,2023-10-09T20:40:37.793000Z,2023-10-09T22:26:05.775000Z,2023-10-09T20:40:38.325980Z,407.0,3D699F4F,212,29,Male,White,Norway,Norway,Norway,Norwegian,No,Part-Time
