experiment,subject_num,fam_duration,age,sex,SubjectInfo.sessionNumber,fam_or_test,test_type,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,LT,block_num,exclude,animal_pair,orientation,pair_counterbalancing,animal,age_category,log_LT
3,2,4,316,F,1,fam,nov,2,0.3891395191878395,19.999,False,,17.203999999999994,2,FALSE,5,Left,1,9,old,2.8451419149214896
3,2,4,316,F,1,test,nov,3,0.3496481242406735,40.238,False,,35.209,2,FALSE,5,Left,1,10,old,3.561301731741208
3,2,8,316,F,1,fam,fam,5,-0.3807802995045979,39.999,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),21.638,4,TRUE,2,Left,2,4,old,3.074451028265382
3,2,8,316,F,1,test,fam,6,0.8627871827299891,12.027,False,,4.5680000000000005,4,FALSE,2,Left,2,4,old,1.5190754723537092
3,2,8,316,F,1,fam,nov,8,0.3676139636042838,39.999,False,,28.233,6,FALSE,4,Right,2,8,old,3.3404915065447605
3,2,8,316,F,1,test,nov,9,0.44810475534573896,15.855,False,,7.990000000000002,6,FALSE,4,Right,2,7,old,2.0781907597781837
3,3,0,316,F,1,test,baseline,8,0.8624317959660577,14.215,False,,5.477,5,FALSE,6,Left,1,11,old,1.7005575058015843
3,3,0,316,F,1,test,baseline,9,0.6693594541400671,18.793,False,,7.876999999999992,6,FALSE,1,Right,2,2,old,2.063947120721186
3,3,4,316,F,1,fam,nov,0,0.7623989482353755,19.999,False,,19.96,1,FALSE,3,Right,2,6,old,2.993730270883318
3,3,4,316,F,1,test,nov,1,0.8664949136474501,22.039,False,,16.10299999999999,1,FALSE,3,Right,2,5,old,2.7790055900358586
3,3,4,316,F,1,fam,fam,4,0.7343039498130748,19.999,False,,19.362,3,FALSE,4,Right,1,7,old,2.9633123822978797
3,3,4,316,F,1,test,fam,5,0.7842542460855624,19.369,False,,6.689,3,FALSE,4,Right,1,7,old,1.9004643861362709
3,3,8,316,F,1,fam,fam,2,0.6639954941180471,39.999,False,,38.804,2,FALSE,5,Left,2,10,old,3.658523334099037
3,3,8,316,F,1,test,fam,3,-0.03367733710432708,11.252,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),7.0820000000000025,2,TRUE,5,Left,2,10,old,1.9575563536897123
3,3,8,316,F,1,fam,nov,6,0.74587961875225,39.999,False,,29.71,4,FALSE,2,Left,1,3,old,3.391483689474516
3,3,8,316,F,1,test,nov,7,0.482155591667092,16.090999999999998,False,,11.787,4,FALSE,2,Left,1,4,old,2.4669972292444324
3,5,0,275, M,1,test,baseline,2,0.7393719770008075,60,False,,58.00599999999999,2,FALSE,6,Right,1,11,young,4.060546453471877
3,5,0,275, M,1,test,baseline,5,0.8467271746277875,27.952,False,,8.904999999999996,4,FALSE,5,Right,2,10,young,2.1866129167416246
3,5,4,275, M,1,fam,nov,6,0.7253445548624624,19.999,False,,17.163999999999994,5,FALSE,2,Left,1,3,young,2.842814167129278
3,5,4,275, M,1,test,nov,7,0.6746840600503814,16.29,False,,15.691,5,FALSE,2,Left,1,4,young,2.753087299576931
3,5,4,275, M,1,fam,fam,8,0.695095977009165,19.999,False,,11.12999999999999,6,FALSE,3,Right,1,5,young,2.4096441652874527
3,5,4,275, M,1,test,fam,9,0.9274679671917186,17.916,False,,3.805,6,FALSE,3,Right,1,5,young,1.3363159913136493
3,5,8,275, M,1,fam,nov,0,0.7002079296451579,39.999,False,,39.999,1,FALSE,4,Left,2,8,young,3.688854453801431
3,5,8,275, M,1,test,nov,1,0.7784008424475154,60,False,,58.801,1,FALSE,4,Left,2,7,young,4.0741588615626885
3,5,8,275, M,1,fam,fam,3,0.8743481643451808,39.999,False,,39.12000000000001,3,FALSE,1,Left,2,2,young,3.6666338451666167
3,5,8,275, M,1,test,fam,4,0.8870796276953206,13.118,False,,11.123,3,FALSE,1,Left,2,2,young,2.409015036609892
3,6,0,275,F,1,test,baseline,2,0.6564910648845742,26.27,False,,23.317999999999994,2,FALSE,5,Right,1,9,young,3.1492255945110994
3,6,0,275,F,1,test,baseline,5,0.6700880752527526,17.759,False,,8.032999999999998,4,FALSE,2,Right,2,4,young,2.083558057191675
3,6,4,275,F,1,fam,nov,6,0.7368139339155622,16.993,False,,3.440999999999999,5,FALSE,6,Left,2,12,young,1.235762126815343
3,6,4,275,F,1,test,nov,7,NA,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0,5,TRUE,6,Left,2,11,young,-Inf
3,6,4,275,F,1,fam,fam,8,0.7284555906008233,19.999,False,,6.74,6,FALSE,1,Left,1,1,young,1.9080599249242156
3,6,4,275,F,1,test,fam,9,0.9669462740421296,12.865,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.2829999999999997,6,TRUE,1,Left,1,1,young,0.24920108563349913
3,6,8,275,F,1,fam,nov,0,0.8145800275093739,39.999,False,,35.24900000000001,1,FALSE,4,Left,2,8,young,3.56243716006155
3,6,8,275,F,1,test,nov,1,0.707009957639716,48.327,False,,44.20399999999999,1,FALSE,4,Left,2,7,young,3.7888152827265356
3,6,8,275,F,1,fam,fam,3,0.6622417917852301,39.999,False,,38.225,3,FALSE,3,Right,1,5,young,3.643489751815126
3,6,8,275,F,1,test,fam,4,0.8842891120735337,6.83,False,,2.4050000000000007,3,FALSE,3,Right,1,5,young,0.8775499035577248
3,7,0,320,M,1,test,baseline,2,0.8352211270193851,27.636,False,,22.259000000000004,2,FALSE,1,Right,1,1,old,3.102746421208473
3,7,0,320,M,1,test,baseline,5,0.7150594406593297,26.25800000000001,False,,7.359999999999998,4,FALSE,5,Left,2,10,old,1.9960599327407846
3,7,4,320,M,1,fam,nov,6,0.6844949626037866,19.999,False,,15.368,5,FALSE,6,Right,1,11,old,2.7322874254662555
3,7,4,320,M,1,test,nov,7,0.7058035461675554,9.884,False,,5.6430000000000025,5,FALSE,6,Right,1,12,old,1.7304158389870035
3,7,4,320,M,1,fam,fam,8,0.7929551604548608,19.999,False,,8.329999999999998,6,FALSE,4,Left,1,7,old,2.1198634561787513
3,7,4,320,M,1,test,fam,9,0.7941230064350173,12.51,False,,8.013,6,FALSE,4,Left,1,7,old,2.0810652227959334
3,7,8,320,M,1,fam,nov,0,0.8458228608510971,39.999,False,,38.00599999999999,1,FALSE,3,Right,2,6,old,3.6377440419991656
3,7,8,320,M,1,test,nov,1,0.8824032488372462,18.064,False,,15.07,1,FALSE,3,Right,2,5,old,2.712706012638404
3,7,8,320,M,1,fam,fam,3,0.8355534026002768,39.999,False,,23.63300000000001,3,FALSE,2,Left,2,4,old,3.1626440403981495
3,7,8,320,M,1,test,fam,4,0.7716800808906555,5.875,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.5940000000000007,3,TRUE,2,Left,2,4,old,-0.5208759596194908
3,8,0,273,M,1,test,baseline,0,0.6765267020352315,40.298,False,,33.64500000000001,1,FALSE,3,Right,1,5,young,3.5158644566402817
3,8,0,273,M,1,test,baseline,1,0.6421574971031601,31.975,False,,23.019,2,FALSE,1,Right,1,1,young,3.136319961863638
3,8,4,273,M,1,fam,fam,4,0.8874621446865294,19.999,False,,18.688999999999982,4,FALSE,6,Right,2,12,young,2.9279351154881645
3,8,4,273,M,1,test,fam,5,0.8167562010492678,40.26300000000001,False,,32.37399999999999,4,FALSE,6,Right,2,12,young,3.4773556315117684
3,8,4,273,M,1,fam,nov,8,0.6366525599644297,19.999,False,,10.433999999999992,6,FALSE,4,Left,2,8,young,2.3450697046002
3,8,4,273,M,1,test,nov,9,0.7225342734342958,18.576,False,,12.711999999999998,6,FALSE,4,Left,2,7,young,2.542546429234415
3,8,8,273,M,1,fam,nov,2,0.8224762789965004,39.999,False,,30.821999999999992,3,FALSE,5,Left,1,9,young,3.4282287207131854
3,8,8,273,M,1,test,nov,3,0.753823177238468,45.108,False,,38.00799999999997,3,FALSE,5,Left,1,10,young,3.6377966638846195
3,8,8,273,M,1,fam,fam,6,0.8613895892998217,39.999,False,,34.31999999999999,5,FALSE,2,Left,2,4,young,3.5357282746197614
3,8,8,273,M,1,test,fam,7,0.816586997122074,44.742,False,,40.44899999999999,5,FALSE,2,Left,2,4,young,3.700041921320047
3,9,0,283,M,1,test,baseline,0,0.7630890002575398,37.802,False,,26.73500000000001,1,FALSE,5,Right,1,9,old,3.285973568400695
3,9,0,283,M,1,test,baseline,3,0.8621117949979826,18.703,False,,9.628999999999994,3,FALSE,6,Left,2,12,old,2.2647793782581465
3,9,4,283,M,1,fam,fam,1,0.9325050983394167,19.999,False,,16.572,2,FALSE,4,Right,2,8,old,2.807714524215155
3,9,4,283,M,1,test,fam,2,0.832123129368172,11.999,False,,8.150000000000002,2,FALSE,4,Right,2,8,old,2.0980179272527715
3,9,4,283,M,1,fam,nov,4,0.8815758136517609,19.999,False,,12.938999999999984,4,FALSE,3,Right,2,6,old,2.5602460063338146
3,9,4,283,M,1,test,nov,5,0.8115265381736158,14.439,False,,4.66,4,FALSE,3,Right,2,5,old,1.5390154481375546
3,9,8,283,M,1,fam,nov,6,0.7521241457271097,39.999,False,,8.341999999999999,5,FALSE,2,Left,1,3,old,2.1213029957747533
3,9,8,283,M,1,test,nov,7,0.6972803045638841,9.969,False,,4.423000000000001,5,FALSE,2,Left,1,4,old,1.48681819888619
3,9,8,283,M,1,fam,fam,8,0.7415152156549781,39.999,False,,21.05000000000001,6,FALSE,1,Left,1,1,old,3.046900560128391
3,9,8,283,M,1,test,fam,9,0.7462690371606086,7.468,False,,3.885000000000002,6,FALSE,1,Left,1,1,old,1.3571229838196113
3,10,0,323,M,1,test,baseline,4,0.6253375627853052,23.836,False,,11.42,3,FALSE,1,Left,2,2,old,2.435366204227864
3,10,0,323,M,1,test,baseline,7,0.7027949035167694,17.727999999999994,False,,5.936,5,TRUE,6,Left,1,11,old,1.7810355058650793
3,10,4,323,M,1,fam,fam,0,0.6065464938391164,19.999,False,,19.403,1,FALSE,3,Right,2,6,old,2.9654276932891355
3,10,4,323,M,1,test,fam,1,0.7132346957700759,14.623,False,,9.157,1,FALSE,3,Right,2,6,old,2.2145186141255953
3,10,4,323,M,1,fam,nov,2,0.4868433753531877,19.999,False,,18.884,2,FALSE,4,Right,2,8,old,2.9383150026840403
3,10,4,323,M,1,test,nov,3,0.5511407405138016,21.487,False,,15.09999999999999,2,FALSE,4,Right,2,7,old,2.714694743820878
3,10,8,323,M,1,fam,fam,5,0.5978837001597626,35.886,False,,7.971999999999994,4,TRUE,2,Left,1,3,old,2.0759354023505474
3,10,8,323,M,1,test,fam,6,NA,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0,4,TRUE,2,Left,1,3,old,-Inf
3,10,8,323,M,1,fam,nov,8,0.5404138531355923,30.506,False,,6.569999999999979,6,TRUE,5,Right,1,9,old,1.882513832496516
3,10,8,323,M,1,test,nov,9,NA,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0,6,TRUE,5,Right,1,10,old,-Inf
3,11,0,274,F,1,test,baseline,8,0.4944329540678309,24.527,False,,23.253,5,FALSE,6,Right,2,12,young,3.146434155967484
3,11,0,274,F,1,test,baseline,9,0.6862169346478435,29.679,False,,22.518999999999995,6,FALSE,1,Left,1,1,young,3.1143593973122026
3,11,4,274,F,1,fam,nov,0,0.5030032846005923,19.999,False,,19.92,1,FALSE,2,Left,2,4,young,2.991724252156452
3,11,4,274,F,1,test,nov,1,0.426043900297462,33.902,False,,30.99799999999999,1,FALSE,2,Left,2,3,young,3.4339226862748586
3,11,4,274,F,1,fam,fam,4,0.8576865540495635,19.999,False,,18.087,3,FALSE,4,Left,1,7,young,2.895193448175378
3,11,4,274,F,1,test,fam,5,0.6768880706946686,60,False,,52.81499999999999,3,FALSE,4,Left,1,7,young,3.9667952412751255
3,11,8,274,F,1,fam,fam,2,0.7050246129171569,39.999,False,,35.892,2,FALSE,5,Right,1,9,young,3.5805144294358113
3,11,8,274,F,1,test,fam,3,0.6321899225869361,17.238,False,,14.290999999999991,2,FALSE,5,Right,1,9,young,2.659629968499657
3,11,8,274,F,1,fam,nov,6,0.666732799625896,39.999,False,,34.901,4,FALSE,3,Right,2,6,young,3.5525154820930127
3,11,8,274,F,1,test,nov,7,0.4290676280830597,25.659,False,,21.826,4,FALSE,3,Right,2,5,young,3.083101919690898
3,12,0,322,F,1,test,baseline,0,0.9089853475366324,23.968000000000004,False,,15.959999999999996,1,FALSE,1,Right,1,1,old,2.7700855920216623
3,12,0,322,F,1,test,baseline,1,0.9081645941648152,40.77,False,,34.55199999999999,2,FALSE,3,Right,2,6,old,3.5424654356584
3,12,4,322,F,1,fam,fam,4,0.7316492509521085,19.999,False,,8.250999999999996,4,FALSE,4,Left,2,8,old,2.1103344051222055
3,12,4,322,F,1,test,fam,5,0.8101739177227133,9.061,False,,7.463999999999999,4,FALSE,4,Left,2,8,old,2.0100914635450424
3,12,4,322,F,1,fam,nov,8,0.9152473539551452,19.999,False,,17.57099999999999,6,FALSE,5,Left,1,9,old,2.8662498157757543
3,12,4,322,F,1,test,nov,9,0.894522161611272,33.331,False,,18.927000000000007,6,FALSE,5,Left,1,10,old,2.9405894740567824
3,12,8,322,F,1,fam,nov,2,0.8005362935539037,39.999,False,,21.264000000000006,3,FALSE,6,Left,1,11,old,3.05701550197089
3,12,8,322,F,1,test,nov,3,0.7811901195725398,12.279000000000002,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.29800000000000004,3,TRUE,6,Left,1,12,old,-1.2106617924767324
3,12,8,322,F,1,fam,fam,6,0.8612607844799212,39.999,False,,20.326999999999988,5,FALSE,2,Right,2,4,old,3.0119500515768243
3,12,8,322,F,1,test,fam,7,0.9613198192564074,24.172,False,,22.457,5,FALSE,2,Right,2,4,old,3.1116023695964046
3,13,0,236,F,1,test,baseline,8,0.7187283939613408,15.609000000000002,False,,7.358,5,TRUE,6,Right,2,12,young,1.9957881566825826
3,13,0,236,F,1,test,baseline,9,0.5761829564968746,17.851,False,,2.241,6,TRUE,4,Right,1,7,young,0.80692219481879
3,13,4,236,F,1,fam,nov,0,0.6672759286353462,19.999,False,,19.999,1,TRUE,3,Left,2,6,young,2.995682272303949
3,13,4,236,F,1,test,nov,1,NA,10.105,False,,4.513,1,TRUE,3,Left,2,5,young,1.506962120844864
3,13,4,236,F,1,fam,fam,4,0.6557391643949918,19.999,False,,10.410000000000002,3,TRUE,2,Left,1,3,young,2.3427668826268775
3,13,4,236,F,1,test,fam,5,0.7932067753326822,60,False,,2.8819999999999983,3,TRUE,2,Left,1,3,young,1.0584844975773298
3,13,8,236,F,1,fam,fam,2,0.7210946926227596,39.999,False,,13.058999999999996,2,TRUE,1,Right,1,1,young,2.5694775512382697
3,13,8,236,F,1,test,fam,3,0.955342747069694,14.019,False,,3.4570000000000007,2,TRUE,1,Right,1,1,young,1.2404011609394876
3,13,8,236,F,1,fam,nov,6,0.7697881554792586,39.999,False,,21.925,4,TRUE,5,Left,2,10,young,3.0876275382582468
3,13,8,236,F,1,test,nov,7,0.8897588968276977,16.996,False,,3.480999999999998,4,TRUE,5,Left,2,9,young,1.2473196088293013
3,14,0,296,M,1,test,baseline,6,0.832406508533414,27.158,False,,17.305,4,FALSE,5,Right,2,10,old,2.8509954770873076
3,14,0,296,M,1,test,baseline,9,0.8559156486632907,18.636,False,,7.355999999999996,6,FALSE,1,Right,1,1,old,1.9955163067420743
3,14,4,296,M,1,fam,nov,4,0.8027446835991106,19.999,False,,16.070999999999998,3,FALSE,3,Left,1,5,old,2.7770164055669326
3,14,4,296,M,1,test,nov,5,0.7622585203498602,16.542,False,,6.7890000000000015,3,FALSE,3,Left,1,6,old,1.9153036553195102
3,14,4,296,M,1,fam,fam,7,0.9142296789669736,19.999,False,,15.818,5,FALSE,4,Right,2,8,old,2.7611485320972253
3,14,4,296,M,1,test,fam,8,0.9127781024345984,4.678,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.7229999999999996,5,TRUE,4,Right,2,8,old,0.5440669575457924
3,14,8,296,M,1,fam,fam,0,0.8834758120516257,39.999,False,,39.999,1,FALSE,6,Left,2,12,old,3.688854453801431
3,14,8,296,M,1,test,fam,1,0.8890316965499832,10.232,False,,7.991999999999999,1,FALSE,6,Left,2,12,old,2.0784410413462524
3,14,8,296,M,1,fam,nov,2,0.7295929942260077,39.999,False,,37.56499999999999,2,FALSE,2,Left,1,3,old,3.6260727658211236
3,14,8,296,M,1,test,nov,3,0.7633865754644761,27.45,False,,24.29,2,FALSE,2,Left,1,4,old,3.190064743014081
3,15,0,323,M,1,test,baseline,8,0.7439073915541808,60,False,,54.091,5,FALSE,4,Right,1,7,old,3.9906678134181157
3,15,0,323,M,1,test,baseline,9,0.6895784928682673,42.38399999999999,False,,8.759,6,FALSE,2,Left,2,4,old,2.170081743180952
3,15,4,323,M,1,fam,nov,0,0.720925907406843,19.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.04099999999999682,1,TRUE,1,Left,1,1,old,-3.194183212277907
3,15,4,323,M,1,test,nov,1,0.7402326094264214,26.23,False,,10.154,1,TRUE,1,Left,1,2,old,2.3178677165252024
3,15,4,323,M,1,fam,fam,4,0.845636104006097,19.999,False,,7.923999999999999,3,TRUE,5,Left,1,9,old,2.0698961288363042
3,15,4,323,M,1,test,fam,5,0.7876561436662041,46.562,False,,13.111999999999991,3,TRUE,5,Left,1,9,old,2.573527841441528
3,15,8,323,M,1,fam,fam,2,0.9408022339360448,39.999,False,,20.914,2,TRUE,3,Right,2,6,old,3.040418791176397
3,15,8,323,M,1,test,fam,3,0.8747345500185595,15.572,False,,4.594999999999999,2,TRUE,3,Right,2,6,old,1.5249687558076501
3,15,8,323,M,1,fam,nov,6,0.8735583446337766,39.999,False,,19.236999999999988,4,TRUE,6,Right,2,12,old,2.9568355079240436
3,15,8,323,M,1,test,nov,7,0.7858186939490489,60,False,,3.7310000000000016,4,TRUE,6,Right,2,11,old,1.3166762942390213
3,16,0,254,F,1,test,baseline,4,0.6592321638933921,60,False,,56.44799999999999,3,FALSE,2,Right,1,3,young,4.033319860384326
3,16,0,254,F,1,test,baseline,7,0.6817879572471686,58.924,False,,26.836,5,FALSE,3,Left,2,6,young,3.2897442697006416
3,16,4,254,F,1,fam,fam,0,0.8487678092565926,19.999,False,,19.4,1,FALSE,6,Left,1,11,young,2.9652730660692823
3,16,4,254,F,1,test,fam,1,0.7668994687197606,40.438,False,,33.92100000000001,1,FALSE,6,Left,1,11,young,3.524034291621218
3,16,4,254,F,1,fam,nov,2,0.910249908088934,19.999,False,,18.555,2,FALSE,5,Right,2,10,young,2.9207392945125608
3,16,4,254,F,1,test,nov,3,0.648532195220282,39.178,False,,2.6430000000000007,2,FALSE,5,Right,2,9,young,0.9719146356221524
3,16,8,254,F,1,fam,fam,5,0.7288771986055791,39.999,False,,6.788999999999998,4,FALSE,4,Left,2,8,young,1.9153036553195097
3,16,8,254,F,1,test,fam,6,0.65311796104597,37.056,False,,27.045,4,FALSE,4,Left,2,8,young,3.2975021453233904
3,16,8,254,F,1,fam,nov,8,0.8724182842388984,39.999,False,,39.721,6,FALSE,1,Right,1,1,young,3.6818800150936912
3,16,8,254,F,1,test,nov,9,0.799483497071629,36.935,False,,31.109000000000005,6,FALSE,1,Right,1,2,young,3.4374971663877734
3,17,0,334,F,1,test,baseline,0,0.7836067671128326,59.69,False,,44.78499999999998,1,FALSE,5,Right,2,10,old,3.8018732619271582
3,17,0,334,F,1,test,baseline,1,0.8484604527946416,29.466,False,,20.521000000000004,2,FALSE,3,Right,2,6,old,3.0214487520586273
3,17,4,334,F,1,fam,fam,4,0.7844237290808626,19.999,False,,16.695999999999998,4,FALSE,2,Right,2,4,old,2.8151691697748995
3,17,4,334,F,1,test,fam,5,0.8912504878442161,46.17100000000001,False,,20.943000000000005,4,FALSE,2,Right,2,4,old,3.0418044616563744
3,17,4,334,F,1,fam,nov,8,0.8411765587050388,19.999,False,,18.043,6,FALSE,4,Left,1,7,old,2.892757797926161
3,17,4,334,F,1,test,nov,9,0.8183918446309001,33.156,False,,22.696,6,FALSE,4,Left,1,8,old,3.1221886975065503
3,17,8,334,F,1,fam,nov,2,0.7526818586283376,39.999,False,,26.37400000000001,3,FALSE,1,Left,1,1,old,3.272378676385508
3,17,8,334,F,1,test,nov,3,0.7332728333970063,28.352,False,,13.905000000000005,3,FALSE,1,Left,1,2,old,2.6322484876859287
3,17,8,334,F,1,fam,fam,6,0.7240200875300979,39.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.7660000000000051,5,TRUE,6,Left,1,11,old,0.5687171021817712
3,17,8,334,F,1,test,fam,7,0.8392316104243469,13.043,False,,7.011999999999999,5,FALSE,6,Left,1,11,old,1.947622967058988
3,18,0,274,M,1,test,baseline,6,0.6326658301244396,53.511,False,,41.35899999999999,4,FALSE,2,Left,2,4,young,3.722290051958172
3,18,0,274,M,1,test,baseline,9,0.4394115209579468,20.697,False,,11.453,6,FALSE,6,Right,2,12,young,2.438251704415579
3,18,4,274,M,1,fam,nov,4,0.7621475481168896,19.999,False,,18.644,3,FALSE,3,Left,1,5,young,2.9255243785104943
3,18,4,274,M,1,test,nov,5,0.7210504974289375,30.238000000000003,False,,23.686,3,FALSE,3,Left,1,6,young,3.1648841562993035
3,18,4,274,M,1,fam,fam,7,0.863510056682255,19.999,False,,17.757,5,FALSE,4,Left,1,7,young,2.8767798043766977
3,18,4,274,M,1,test,fam,8,0.8100773172051299,55.584,False,,47.20700000000001,5,FALSE,4,Left,1,7,young,3.8545421866801437
3,18,8,274,M,1,fam,fam,0,0.7214005460341771,39.999,False,,36.525,1,FALSE,5,Right,2,10,young,3.597996957636763
3,18,8,274,M,1,test,fam,1,0.7487179163969371,23.129,False,,20.854000000000006,1,FALSE,5,Right,2,10,young,3.0375457763674016
3,18,8,274,M,1,fam,nov,2,0.4529627410192339,39.999,False,,9.736000000000004,2,FALSE,1,Right,1,1,young,2.2758303556852266
3,18,8,274,M,1,test,nov,3,0.7812092527039093,52.19300000000001,False,,15.732999999999995,2,FALSE,1,Right,1,2,young,2.755760417258286
3,19,0,336,F,1,test,baseline,6,-0.17665087718230027,30.102,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),19.143,4,TRUE,4,Left,2,8,old,2.9519371135543198
3,19,0,336,F,1,test,baseline,9,0.1986442804336548,19.31900000000001,False,,11.771,6,FALSE,3,Left,1,5,old,2.4656388794303434
3,19,4,336,F,1,fam,nov,4,0.6651326396214718,19.999,False,,18.831,3,FALSE,5,Right,2,10,old,2.9355044480035044
3,19,4,336,F,1,test,nov,5,0.6016250196226779,37.985,False,,14.076000000000002,3,FALSE,5,Right,2,9,old,2.644471219459339
3,19,4,336,F,1,fam,fam,7,-1,19.999,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),19.999,5,TRUE,1,Right,1,1,old,2.995682272303949
3,19,4,336,F,1,test,fam,8,-1,16.903,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),11.337999999999996,5,TRUE,1,Right,1,1,old,2.4281599159021114
3,19,8,336,F,1,fam,fam,0,0.5871320837682463,39.999,False,,33.34200000000001,1,FALSE,2,Right,2,4,old,3.5068178635258396
3,19,8,336,F,1,test,fam,1,0.6758173987991019,29.485,False,,11.115,1,FALSE,2,Right,2,4,old,2.40829554741616
3,19,8,336,F,1,fam,nov,2,0.6680199517918372,39.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.12300000000000463,2,TRUE,6,Left,1,11,old,-2.095570923609682
3,19,8,336,F,1,test,nov,3,0.826024179905653,18.128,False,,10.261999999999995,2,FALSE,6,Left,1,12,old,2.3284477525197724
3,20,0,310,M,1,test,baseline,4,0.8271243847273186,28.436,False,,14.034999999999998,3,FALSE,2,Right,1,3,old,2.6415542098138456
3,20,0,310,M,1,test,baseline,7,0.7345120926672708,24.002,False,,18.931,5,FALSE,5,Left,2,10,old,2.940800790027773
3,20,4,310,M,1,fam,fam,0,0.7988936437829549,19.999,False,,19.999,1,FALSE,4,Right,1,7,old,2.995682272303949
3,20,4,310,M,1,test,fam,1,0.7868639445669451,35.56,False,,27.884,1,FALSE,4,Right,1,7,old,3.3280530476241523
3,20,4,310,M,1,fam,nov,2,0.9086101987470352,19.999,False,,19.64,2,FALSE,3,Right,2,6,old,2.97756830292632
3,20,4,310,M,1,test,nov,3,0.7720633665451856,32.383,False,,27.692,2,FALSE,3,Right,2,5,old,3.321143562815779
3,20,8,310,M,1,fam,fam,5,0.6548162142895474,39.999,False,,34.606,4,FALSE,6,Left,1,11,old,3.544027077434457
3,20,8,310,M,1,test,fam,6,0.7005549804038471,14.733,False,,10.981,4,FALSE,6,Left,1,11,old,2.396166506615576
3,20,8,310,M,1,fam,nov,8,0.6980204528224203,39.999,False,,34.01399999999999,6,FALSE,1,Left,2,2,old,3.5267722045702214
3,20,8,310,M,1,test,nov,9,0.8260736368152287,13.723,False,,7.996,6,FALSE,1,Left,2,1,old,2.0789414166381537
3,21,0,308,F,1,test,baseline,0,0.6525265591772664,38.567,False,,12.809,1,FALSE,1,Right,2,2,old,2.550148048848999
3,21,0,308,F,1,test,baseline,1,0.7786973443412742,34.587,False,,23.978,2,TRUE,3,Right,2,6,old,3.177136743285462
3,21,4,308,F,1,fam,fam,4,0.7364360304389682,19.999,False,,8.137999999999998,4,FALSE,6,Left,1,11,old,2.096544449579498
3,21,4,308,F,1,test,fam,5,0.7989624888645023,29.896,False,,13.788999999999984,4,FALSE,6,Left,1,11,old,2.623871172859603
