"","experiment","fam_or_test","subject_num","block_num","test_type","fam_duration","LT","exclude","age","sex"
"484","B","test",16,4,"fam","3",12.634,FALSE,273,"F"
"485","B","fam",16,6,"nov","3",3.002,FALSE,273,"F"
"486","B","test",16,6,"nov","3",8.84,FALSE,273,"F"
"487","B","fam",16,3,"nov","9",5.242,FALSE,273,"F"
"488","B","test",16,3,"nov","9",6.154,FALSE,273,"F"
"489","B","fam",16,5,"fam","9",1.517,TRUE,273,"F"
"490","B","test",16,5,"fam","9",1.837,TRUE,273,"F"
"491","B","fam",17,4,"fam","1",4.322,FALSE,280,"F"
"492","B","test",17,4,"fam","1",1.284,TRUE,280,"F"
"493","B","fam",17,6,"nov","1",1.436,TRUE,280,"F"
"494","B","test",17,6,"nov","1",4.751,FALSE,280,"F"
"495","B","fam",17,3,"nov","3",7.378,FALSE,280,"F"
"496","B","test",17,3,"nov","3",15.187,FALSE,280,"F"
"497","B","fam",17,5,"fam","3",6.108,FALSE,280,"F"
"498","B","test",17,5,"fam","3",4.016,FALSE,280,"F"
"499","B","fam",17,1,"fam","9",17.575,FALSE,280,"F"
"500","B","test",17,1,"fam","9",8.89299999999999,FALSE,280,"F"
"501","B","fam",17,2,"nov","9",29.85,TRUE,280,"F"
"502","B","test",17,2,"nov","9",8.053,TRUE,280,"F"
"503","B","fam",18,4,"fam","1",3.384,FALSE,297,"F"
"504","B","test",18,4,"fam","1",6.14,FALSE,297,"F"
"505","B","fam",18,6,"nov","1",4.481,FALSE,297,"F"
"506","B","test",18,6,"nov","1",0.237,TRUE,297,"F"
"507","B","fam",18,3,"nov","3",13.004,TRUE,297,"F"
"508","B","test",18,3,"nov","3",0.566000000000001,TRUE,297,"F"
"509","B","fam",18,5,"fam","3",1.343,TRUE,297,"F"
"510","B","test",18,5,"fam","3",1.205,TRUE,297,"F"
"511","B","fam",18,1,"fam","9",17.575,FALSE,297,"F"
"512","B","test",18,1,"fam","9",4.564,FALSE,297,"F"
"513","B","fam",18,2,"nov","9",1.289,TRUE,297,"F"
"514","B","test",18,2,"nov","9",4.899,FALSE,297,"F"
"515","B","fam",19,1,"nov","1",4.999,FALSE,335,"M"
"516","B","test",19,1,"nov","1",33.832,FALSE,335,"M"
"517","B","fam",19,3,"fam","1",4.999,FALSE,335,"M"
"518","B","test",19,3,"fam","1",2.825,FALSE,335,"M"
"519","B","fam",19,2,"fam","3",14.999,FALSE,335,"M"
"520","B","test",19,2,"fam","3",7.353,FALSE,335,"M"
"521","B","fam",19,4,"nov","3",14.999,FALSE,335,"M"
"522","B","test",19,4,"nov","3",16.768,FALSE,335,"M"
"523","B","fam",19,5,"nov","9",17.521,FALSE,335,"M"
"524","B","test",19,5,"nov","9",23.34,FALSE,335,"M"
"525","B","fam",19,6,"fam","9",43.564,FALSE,335,"M"
"526","B","test",19,6,"fam","9",12.104,TRUE,335,"M"
"527","B","fam",20,3,"nov","1",4.999,FALSE,333,"M"
"528","B","test",20,3,"nov","1",55.368,FALSE,333,"M"
"529","B","fam",20,5,"fam","1",4.999,FALSE,333,"M"
"530","B","test",20,5,"fam","1",52.24,FALSE,333,"M"
"531","B","fam",20,1,"fam","3",14.999,FALSE,333,"M"
"532","B","test",20,1,"fam","3",59.202,FALSE,333,"M"
"533","B","fam",20,2,"nov","3",14.999,FALSE,333,"M"
"534","B","test",20,2,"nov","3",60,FALSE,333,"M"
"535","B","fam",20,4,"fam","9",42.071,FALSE,333,"M"
"536","B","test",20,4,"fam","9",6.686,FALSE,333,"M"
"537","B","fam",20,6,"nov","9",44.999,FALSE,333,"M"
"538","B","test",20,6,"nov","9",45.228,FALSE,333,"M"
"539","B","fam",21,5,"nov","1",4.999,FALSE,264,"M"
"540","B","test",21,5,"nov","1",10.319,FALSE,264,"M"
"541","B","fam",21,6,"fam","1",4.999,FALSE,264,"M"
"542","B","test",21,6,"fam","1",14.49,FALSE,264,"M"
"543","B","fam",21,1,"nov","3",14.999,FALSE,264,"M"
"544","B","test",21,1,"nov","3",30.468,FALSE,264,"M"
"545","B","fam",21,3,"fam","3",14.999,FALSE,264,"M"
"546","B","test",21,3,"fam","3",8.245,FALSE,264,"M"
"547","B","fam",21,2,"fam","9",17.227,FALSE,264,"M"
"548","B","test",21,2,"fam","9",4.135,FALSE,264,"M"
"549","B","fam",21,4,"nov","9",8.514,FALSE,264,"M"
"550","B","test",21,4,"nov","9",13.959,FALSE,264,"M"
"551","B","fam",22,1,"nov","1",4.999,FALSE,299,"M"
"552","B","test",22,1,"nov","1",16.737,FALSE,299,"M"
"553","B","fam",22,3,"fam","1",0.00999999999999846,TRUE,299,"M"
"554","B","test",22,3,"fam","1",5.681,FALSE,299,"M"
"555","B","fam",22,2,"fam","3",13.725,FALSE,299,"M"
"556","B","test",22,2,"fam","3",27.33,FALSE,299,"M"
"557","B","fam",22,4,"nov","3",13.321,FALSE,299,"M"
"558","B","test",22,4,"nov","3",0.492000000000001,TRUE,299,"M"
"559","B","fam",22,5,"nov","9",6.455,FALSE,299,"M"
"560","B","test",22,5,"nov","9",0.00300000000000011,TRUE,299,"M"
"561","B","fam",22,6,"fam","9",4.753,FALSE,299,"M"
"562","B","test",22,6,"fam","9",7.96,FALSE,299,"M"
"563","B","fam",23,4,"fam","1",4.64,TRUE,212,"M"
"564","B","test",23,4,"fam","1",8.756,TRUE,212,"M"
"565","B","fam",23,6,"nov","1",3.484,TRUE,212,"M"
"566","B","test",23,6,"nov","1",2.338,TRUE,212,"M"
"567","B","fam",23,3,"nov","3",11.615,TRUE,212,"M"
"568","B","test",23,3,"nov","3",3.236,TRUE,212,"M"
"569","B","fam",23,5,"fam","3",3.454,TRUE,212,"M"
"570","B","test",23,5,"fam","3",3.402,TRUE,212,"M"
"571","B","fam",23,1,"fam","9",8.83,TRUE,212,"M"
"572","B","test",23,1,"fam","9",7.205,TRUE,212,"M"
"573","B","fam",23,2,"nov","9",4.266,TRUE,212,"M"
"574","B","test",23,2,"nov","9",5.163,TRUE,212,"M"
"575","B","fam",24,4,"fam","1",4.999,FALSE,305,"M"
"576","B","test",24,4,"fam","1",28.625,FALSE,305,"M"
"577","B","fam",24,6,"nov","1",4.999,FALSE,305,"M"
"578","B","test",24,6,"nov","1",6.188,FALSE,305,"M"
"579","B","fam",24,3,"nov","3",14.999,FALSE,305,"M"
"580","B","test",24,3,"nov","3",8.091,FALSE,305,"M"
"581","B","fam",24,5,"fam","3",14.999,FALSE,305,"M"
"582","B","test",24,5,"fam","3",24.256,FALSE,305,"M"
"583","B","fam",24,1,"fam","9",44.999,FALSE,305,"M"
"584","B","test",24,1,"fam","9",22.717,FALSE,305,"M"
"585","B","fam",24,2,"nov","9",43.84,FALSE,305,"M"
"586","B","test",24,2,"nov","9",47.28,FALSE,305,"M"
"587","B","fam",25,2,"fam","1",4.567,TRUE,309,"M"
"588","B","test",25,2,"fam","1",2.042,TRUE,309,"M"
"589","B","fam",25,4,"nov","1",4.999,TRUE,309,"M"
"590","B","test",25,4,"nov","1",3.513,TRUE,309,"M"
"591","B","fam",25,5,"nov","3",12.283,TRUE,309,"M"
"592","B","test",25,5,"nov","3",3.133,TRUE,309,"M"
"593","B","fam",25,6,"fam","3",7.76,TRUE,309,"M"
"594","B","test",25,6,"fam","3",3.163,TRUE,309,"M"
"595","B","fam",25,1,"nov","9",9.04300000000001,TRUE,309,"M"
"596","B","test",25,1,"nov","9",4.631,TRUE,309,"M"
"597","B","fam",25,3,"fam","9",12.133,TRUE,309,"M"
"598","B","test",25,3,"fam","9",3.618,TRUE,309,"M"
"599","B","fam",26,1,"fam","1",4.999,FALSE,324,"M"
"600","B","test",26,1,"fam","1",13.588,FALSE,324,"M"
"601","B","fam",26,2,"nov","1",3.727,FALSE,324,"M"
"602","B","test",26,2,"nov","1",3.607,FALSE,324,"M"
"603","B","fam",26,4,"fam","3",13.762,FALSE,324,"M"
"604","B","test",26,4,"fam","3",2.464,FALSE,324,"M"
"605","B","fam",26,6,"nov","3",10.738,FALSE,324,"M"
"606","B","test",26,6,"nov","3",5.606,FALSE,324,"M"
"607","B","fam",26,3,"nov","9",20.533,FALSE,324,"M"
"608","B","test",26,3,"nov","9",16.351,FALSE,324,"M"
"609","B","fam",26,5,"fam","9",34.758,FALSE,324,"M"
"610","B","test",26,5,"fam","9",2.627,FALSE,324,"M"
"611","B","fam",27,4,"fam","1",4.999,FALSE,274,"F"
"612","B","test",27,4,"fam","1",33.96,FALSE,274,"F"
"613","B","fam",27,6,"nov","1",4.999,FALSE,274,"F"
"614","B","test",27,6,"nov","1",6.184,FALSE,274,"F"
"615","B","fam",27,3,"nov","3",13.96,FALSE,274,"F"
"616","B","test",27,3,"nov","3",29.922,FALSE,274,"F"
"617","B","fam",27,5,"fam","3",14.48,FALSE,274,"F"
"618","B","test",27,5,"fam","3",5.489,FALSE,274,"F"
"619","B","fam",27,1,"fam","9",44.201,FALSE,274,"F"
"620","B","test",27,1,"fam","9",48.407,FALSE,274,"F"
"621","B","fam",27,2,"nov","9",43.089,FALSE,274,"F"
"622","B","test",27,2,"nov","9",29.572,FALSE,274,"F"
"623","B","fam",28,1,"nov","1",4.999,FALSE,270,"F"
"624","B","test",28,1,"nov","1",7.991,FALSE,270,"F"
"625","B","fam",28,3,"fam","1",4.999,FALSE,270,"F"
"626","B","test",28,3,"fam","1",11.758,FALSE,270,"F"
"627","B","fam",28,2,"fam","3",13.075,FALSE,270,"F"
"628","B","test",28,2,"fam","3",6.131,FALSE,270,"F"
"629","B","fam",28,4,"nov","3",14.999,FALSE,270,"F"
"630","B","test",28,4,"nov","3",20.188,FALSE,270,"F"
"631","B","fam",28,5,"nov","9",25.65,TRUE,270,"F"
"632","B","test",28,5,"nov","9",1.364,TRUE,270,"F"
"633","B","fam",28,6,"fam","9",1.32,TRUE,270,"F"
"634","B","test",28,6,"fam","9",0,TRUE,270,"F"
"635","B","fam",29,5,"nov","1",4.999,FALSE,292,"F"
"636","B","test",29,5,"nov","1",2.988,FALSE,292,"F"
"637","B","fam",29,6,"fam","1",4.76,FALSE,292,"F"
"638","B","test",29,6,"fam","1",4.88,FALSE,292,"F"
"639","B","fam",29,1,"nov","3",10.084,FALSE,292,"F"
"640","B","test",29,1,"nov","3",22.643,FALSE,292,"F"
"641","B","fam",29,3,"fam","3",14.999,FALSE,292,"F"
"642","B","test",29,3,"fam","3",8.753,FALSE,292,"F"
"643","B","fam",29,2,"fam","9",16.466,FALSE,292,"F"
"644","B","test",29,2,"fam","9",15.036,FALSE,292,"F"
"645","B","fam",29,4,"nov","9",24.566,FALSE,292,"F"
"646","B","test",29,4,"nov","9",6.51,FALSE,292,"F"
"647","B","fam",30,4,"fam","1",4.999,FALSE,300,"M"
"648","B","test",30,4,"fam","1",9.819,FALSE,300,"M"
"649","B","fam",30,6,"nov","1",4.999,FALSE,300,"M"
"650","B","test",30,6,"nov","1",21.6,FALSE,300,"M"
"651","B","fam",30,3,"nov","3",14.44,FALSE,300,"M"
"652","B","test",30,3,"nov","3",8.742,FALSE,300,"M"
"653","B","fam",30,5,"fam","3",14.124,FALSE,300,"M"
"654","B","test",30,5,"fam","3",6.216,FALSE,300,"M"
"655","B","fam",30,1,"fam","9",38.299,FALSE,300,"M"
"656","B","test",30,1,"fam","9",18.478,FALSE,300,"M"
"657","B","fam",30,2,"nov","9",5.289,FALSE,300,"M"
"658","B","test",30,2,"nov","9",46.838,FALSE,300,"M"
"659","B","fam",31,2,"fam","1",4.999,FALSE,323,"M"
"660","B","test",31,2,"fam","1",32.423,FALSE,323,"M"
"661","B","fam",31,4,"nov","1",4.999,FALSE,323,"M"
"662","B","test",31,4,"nov","1",18.014,FALSE,323,"M"
"663","B","fam",31,5,"nov","3",14.999,FALSE,323,"M"
"664","B","test",31,5,"nov","3",10.922,FALSE,323,"M"
"665","B","fam",31,6,"fam","3",14.999,FALSE,323,"M"
"666","B","test",31,6,"fam","3",7.836,FALSE,323,"M"
"667","B","fam",31,1,"nov","9",44.999,FALSE,323,"M"
"668","B","test",31,1,"nov","9",26.993,FALSE,323,"M"
"669","B","fam",31,3,"fam","9",44.999,FALSE,323,"M"
"670","B","test",31,3,"fam","9",10.854,FALSE,323,"M"
"671","B","fam",32,3,"nov","1",4.999,FALSE,313,"M"
"672","B","test",32,3,"nov","1",16.185,FALSE,313,"M"
"673","B","fam",32,5,"fam","1",4.999,FALSE,313,"M"
"674","B","test",32,5,"fam","1",9.938,FALSE,313,"M"
"675","B","fam",32,1,"fam","3",14.16,FALSE,313,"M"
"676","B","test",32,1,"fam","3",45.975,FALSE,313,"M"
"677","B","fam",32,2,"nov","3",14.64,FALSE,313,"M"
"678","B","test",32,2,"nov","3",8.772,FALSE,313,"M"
"679","B","fam",32,4,"fam","9",37.178,FALSE,313,"M"
"680","B","test",32,4,"fam","9",4.406,FALSE,313,"M"
"681","B","fam",32,6,"nov","9",18.267,FALSE,313,"M"
"682","B","test",32,6,"nov","9",15.312,FALSE,313,"M"
"683","B","fam",33,2,"fam","1",4.999,FALSE,318,"M"
"684","B","test",33,2,"fam","1",56.012,FALSE,318,"M"
"685","B","fam",33,4,"nov","1",4.999,FALSE,318,"M"
"686","B","test",33,4,"nov","1",35.624,FALSE,318,"M"
"687","B","fam",33,5,"nov","3",14.999,FALSE,318,"M"
"688","B","test",33,5,"nov","3",26.233,FALSE,318,"M"
"689","B","fam",33,6,"fam","3",14.999,FALSE,318,"M"
"690","B","test",33,6,"fam","3",25.346,FALSE,318,"M"
"691","B","fam",33,1,"nov","9",43.922,FALSE,318,"M"
"692","B","test",33,1,"nov","9",55.213,FALSE,318,"M"
"693","B","fam",33,3,"fam","9",44.999,FALSE,318,"M"
"694","B","test",33,3,"fam","9",40.682,FALSE,318,"M"
"695","B","fam",34,1,"nov","1",4.999,FALSE,309,"M"
"696","B","test",34,1,"nov","1",49.135,FALSE,309,"M"
"697","B","fam",34,3,"fam","1",4.999,FALSE,309,"M"
"698","B","test",34,3,"fam","1",23.48,FALSE,309,"M"
"699","B","fam",34,2,"fam","3",14.76,FALSE,309,"M"
"700","B","test",34,2,"fam","3",7.738,FALSE,309,"M"
"701","B","fam",34,4,"nov","3",14.561,FALSE,309,"M"
"702","B","test",34,4,"nov","3",27.245,FALSE,309,"M"
"703","B","fam",34,5,"nov","9",40.535,FALSE,309,"M"
"704","B","test",34,5,"nov","9",19.882,FALSE,309,"M"
"705","B","fam",34,6,"fam","9",42.487,FALSE,309,"M"
"706","B","test",34,6,"fam","9",9.393,FALSE,309,"M"
"707","B","fam",35,2,"fam","1",3.122,FALSE,329,"M"
"708","B","test",35,2,"fam","1",12.501,FALSE,329,"M"
"709","B","fam",35,4,"nov","1",3.48,FALSE,329,"M"
"710","B","test",35,4,"nov","1",20.868,FALSE,329,"M"
"711","B","fam",35,5,"nov","3",14.999,FALSE,329,"M"
"712","B","test",35,5,"nov","3",5.214,FALSE,329,"M"
"713","B","fam",35,6,"fam","3",1.401,TRUE,329,"M"
"714","B","test",35,6,"fam","3",2.535,FALSE,329,"M"
"715","B","fam",35,1,"nov","9",41.246,FALSE,329,"M"
"716","B","test",35,1,"nov","9",23.596,FALSE,329,"M"
"717","B","fam",35,3,"fam","9",9.273,FALSE,329,"M"
"718","B","test",35,3,"fam","9",6.194,FALSE,329,"M"
"719","C","fam",1,1,"fam","2",9.999,FALSE,293,"F"
"720","C","test",1,1,"fam","2",15.704,FALSE,293,"F"
"721","C","fam",1,2,"nov","2",9.999,FALSE,293,"F"
"722","C","test",1,2,"nov","2",23.176,FALSE,293,"F"
"723","C","fam",1,4,"fam","4",18.68,FALSE,293,"F"
"724","C","test",1,4,"fam","4",18.341,FALSE,293,"F"
"725","C","fam",1,6,"nov","4",8.946,FALSE,293,"F"
"726","C","test",1,6,"nov","4",15.373,FALSE,293,"F"
"727","C","fam",1,3,"nov","6",27.482,FALSE,293,"F"
"728","C","test",1,3,"nov","6",24.176,FALSE,293,"F"
"729","C","fam",1,5,"fam","6",29.76,FALSE,293,"F"
"730","C","test",1,5,"fam","6",12.226,FALSE,293,"F"
"731","C","fam",2,1,"fam","2",9.999,FALSE,224,"M"
"732","C","test",2,1,"fam","2",59.121,FALSE,224,"M"
"733","C","fam",2,2,"nov","2",9.999,FALSE,224,"M"
"734","C","test",2,2,"nov","2",55.075,FALSE,224,"M"
"735","C","fam",2,4,"fam","4",19.8,FALSE,224,"M"
"736","C","test",2,4,"fam","4",4.988,FALSE,224,"M"
"737","C","fam",2,6,"nov","4",3.641,FALSE,224,"M"
"738","C","test",2,6,"nov","4",18.481,FALSE,224,"M"
"739","C","fam",2,3,"nov","6",29.999,FALSE,224,"M"
"740","C","test",2,3,"nov","6",24.269,FALSE,224,"M"
"741","C","fam",2,5,"fam","6",12.01,FALSE,224,"M"
"742","C","test",2,5,"fam","6",7.518,FALSE,224,"M"
"743","C","fam",3,1,"nov","2",9.999,FALSE,269,"F"
"744","C","test",3,1,"nov","2",57.483,FALSE,269,"F"
"745","C","fam",3,3,"fam","2",9.999,FALSE,269,"F"
"746","C","test",3,3,"fam","2",13.216,FALSE,269,"F"
"747","C","fam",3,2,"fam","4",19.999,FALSE,269,"F"
"748","C","test",3,2,"fam","4",54.628,FALSE,269,"F"
"749","C","fam",3,4,"nov","4",19.999,FALSE,269,"F"
"750","C","test",3,4,"nov","4",18.818,FALSE,269,"F"
"751","C","fam",3,5,"nov","6",22.963,FALSE,269,"F"
"752","C","test",3,5,"nov","6",15.124,FALSE,269,"F"
"753","C","fam",3,6,"fam","6",10.897,FALSE,269,"F"
"754","C","test",3,6,"fam","6",5.202,FALSE,269,"F"
"755","C","fam",4,4,"fam","2",6.284,FALSE,275,"F"
"756","C","test",4,4,"fam","2",7.004,FALSE,275,"F"
"757","C","fam",4,6,"nov","2",9.976,FALSE,275,"F"
"758","C","test",4,6,"nov","2",8.565,FALSE,275,"F"
"759","C","fam",4,3,"nov","4",10.097,FALSE,275,"F"
"760","C","test",4,3,"nov","4",2.124,FALSE,275,"F"
"761","C","fam",4,5,"fam","4",3.544,FALSE,275,"F"
"762","C","test",4,5,"fam","4",18.524,FALSE,275,"F"
"763","C","fam",4,1,"fam","6",12.55,FALSE,275,"F"
"764","C","test",4,1,"fam","6",27.113,FALSE,275,"F"
"765","C","fam",4,2,"nov","6",8.3,FALSE,275,"F"
"766","C","test",4,2,"nov","6",9.282,FALSE,275,"F"
"767","C","fam",5,3,"nov","2",9.439,FALSE,286,"F"
"768","C","test",5,3,"nov","2",19.762,FALSE,286,"F"
"769","C","fam",5,5,"fam","2",9.999,FALSE,286,"F"
"770","C","test",5,5,"fam","2",4.773,FALSE,286,"F"
"771","C","fam",5,1,"fam","4",19.92,FALSE,286,"F"
"772","C","test",5,1,"fam","4",25.432,FALSE,286,"F"
"773","C","fam",5,2,"nov","4",16.062,FALSE,286,"F"
"774","C","test",5,2,"nov","4",50.208,FALSE,286,"F"
"775","C","fam",5,4,"fam","6",22.022,FALSE,286,"F"
"776","C","test",5,4,"fam","6",2.821,FALSE,286,"F"
"777","C","fam",5,6,"nov","6",15.615,FALSE,286,"F"
"778","C","test",5,6,"nov","6",5.454,FALSE,286,"F"
"779","C","fam",6,2,"fam","2",9.999,FALSE,293,"M"
"780","C","test",6,2,"fam","2",19.379,FALSE,293,"M"
"781","C","fam",6,4,"nov","2",9.999,FALSE,293,"M"
"782","C","test",6,4,"nov","2",11.839,FALSE,293,"M"
"783","C","fam",6,5,"nov","4",15.802,FALSE,293,"M"
"784","C","test",6,5,"nov","4",3.121,FALSE,293,"M"
"785","C","fam",6,6,"fam","4",6.633,FALSE,293,"M"
"786","C","test",6,6,"fam","4",5.315,FALSE,293,"M"
"787","C","fam",6,1,"nov","6",29.282,FALSE,293,"M"
"788","C","test",6,1,"nov","6",24.435,FALSE,293,"M"
"789","C","fam",6,3,"fam","6",29.92,FALSE,293,"M"
"790","C","test",6,3,"fam","6",3.94,FALSE,293,"M"
"791","C","fam",7,3,"nov","2",9.999,FALSE,297,"F"
"792","C","test",7,3,"nov","2",0.533999999999999,TRUE,297,"F"
"793","C","fam",7,5,"fam","2",9.999,FALSE,297,"F"
"794","C","test",7,5,"fam","2",60,FALSE,297,"F"
"795","C","fam",7,1,"fam","4",19.999,FALSE,297,"F"
"796","C","test",7,1,"fam","4",9.311,FALSE,297,"F"
"797","C","fam",7,2,"nov","4",19.68,FALSE,297,"F"
"798","C","test",7,2,"nov","4",17.444,FALSE,297,"F"
"799","C","fam",7,4,"fam","6",29.56,FALSE,297,"F"
"800","C","test",7,4,"fam","6",14.2,FALSE,297,"F"
"801","C","fam",7,6,"nov","6",29.999,FALSE,297,"F"
"802","C","test",7,6,"nov","6",26.105,FALSE,297,"F"
"803","C","fam",8,5,"nov","2",9.2,FALSE,269,"M"
"804","C","test",8,5,"nov","2",5.774,FALSE,269,"M"
"805","C","fam",8,6,"fam","2",2.104,FALSE,269,"M"
"806","C","test",8,6,"fam","2",4.244,FALSE,269,"M"
"807","C","fam",8,1,"nov","4",19.999,FALSE,269,"M"
"808","C","test",8,1,"nov","4",13.033,FALSE,269,"M"
"809","C","fam",8,3,"fam","4",10.609,FALSE,269,"M"
"810","C","test",8,3,"fam","4",6.526,FALSE,269,"M"
"811","C","fam",8,2,"fam","6",12.491,FALSE,269,"M"
"812","C","test",8,2,"fam","6",4.802,FALSE,269,"M"
"813","C","fam",8,4,"nov","6",13.166,FALSE,269,"M"
"814","C","test",8,4,"nov","6",5.884,FALSE,269,"M"
"815","C","fam",9,4,"fam","2",4.213,FALSE,301,"F"
"816","C","test",9,4,"fam","2",6.978,FALSE,301,"F"
"817","C","fam",9,6,"nov","2",8.563,FALSE,301,"F"
"818","C","test",9,6,"nov","2",6.472,FALSE,301,"F"
"819","C","fam",9,3,"nov","4",16.693,FALSE,301,"F"
"820","C","test",9,3,"nov","4",8.843,FALSE,301,"F"
"821","C","fam",9,5,"fam","4",17.933,FALSE,301,"F"
"822","C","test",9,5,"fam","4",2.191,FALSE,301,"F"
"823","C","fam",9,1,"fam","6",11.114,FALSE,301,"F"
"824","C","test",9,1,"fam","6",3.35,FALSE,301,"F"
"825","C","fam",9,2,"nov","6",26.923,FALSE,301,"F"
"826","C","test",9,2,"nov","6",15.194,FALSE,301,"F"
"827","C","fam",10,2,"fam","2",0.9,TRUE,245,"F"
"828","C","test",10,2,"fam","2",10.38,FALSE,245,"F"
"829","C","fam",10,4,"nov","2",5.063,TRUE,245,"F"
"830","C","test",10,4,"nov","2",0,TRUE,245,"F"
"831","C","fam",10,5,"nov","4",14.266,FALSE,245,"F"
"832","C","test",10,5,"nov","4",12.364,FALSE,245,"F"
"833","C","fam",10,6,"fam","4",18.022,FALSE,245,"F"
"834","C","test",10,6,"fam","4",19.587,FALSE,245,"F"
"835","C","fam",10,1,"nov","6",4.481,FALSE,245,"F"
"836","C","test",10,1,"nov","6",8.459,FALSE,245,"F"
"837","C","fam",10,3,"fam","6",27.256,FALSE,245,"F"
"838","C","test",10,3,"fam","6",10.728,FALSE,245,"F"
"839","C","fam",11,1,"nov","2",9.999,FALSE,323,"M"
"840","C","test",11,1,"nov","2",22.673,FALSE,323,"M"
"841","C","fam",11,3,"fam","2",9.999,FALSE,323,"M"
"842","C","test",11,3,"fam","2",7.608,FALSE,323,"M"
"843","C","fam",11,2,"fam","4",19.999,FALSE,323,"M"
"844","C","test",11,2,"fam","4",10.34,FALSE,323,"M"
"845","C","fam",11,4,"nov","4",19.999,FALSE,323,"M"
"846","C","test",11,4,"nov","4",48.228,FALSE,323,"M"
"847","C","fam",11,5,"nov","6",29.999,FALSE,323,"M"
"848","C","test",11,5,"nov","6",12.868,FALSE,323,"M"
"849","C","fam",11,6,"fam","6",17.988,FALSE,323,"M"
"850","C","test",11,6,"fam","6",3.482,FALSE,323,"M"
"851","C","fam",12,1,"fam","2",9.999,FALSE,245,"F"
"852","C","test",12,1,"fam","2",56.324,FALSE,245,"F"
"853","C","fam",12,2,"nov","2",9.999,FALSE,245,"F"
"854","C","test",12,2,"nov","2",16.393,FALSE,245,"F"
"855","C","fam",12,4,"fam","4",17.883,FALSE,245,"F"
"856","C","test",12,4,"fam","4",7.767,FALSE,245,"F"
"857","C","fam",12,6,"nov","4",11.337,FALSE,245,"F"
"858","C","test",12,6,"nov","4",6.137,FALSE,245,"F"
"859","C","fam",12,3,"nov","6",26.485,FALSE,245,"F"
"860","C","test",12,3,"nov","6",22.527,FALSE,245,"F"
"861","C","fam",12,5,"fam","6",27.481,FALSE,245,"F"
"862","C","test",12,5,"fam","6",18.914,FALSE,245,"F"
"863","C","fam",13,5,"nov","2",9.999,TRUE,291,"M"
"864","C","test",13,5,"nov","2",8.527,TRUE,291,"M"
"865","C","fam",13,6,"fam","2",9.999,TRUE,291,"M"
"866","C","test",13,6,"fam","2",10.95,TRUE,291,"M"
"867","C","fam",13,1,"nov","4",19.999,TRUE,291,"M"
"868","C","test",13,1,"nov","4",58.883,TRUE,291,"M"
"869","C","fam",13,3,"fam","4",19.999,TRUE,291,"M"
"870","C","test",13,3,"fam","4",27.252,TRUE,291,"M"
"871","C","fam",13,2,"fam","6",29.999,TRUE,291,"M"
"872","C","test",13,2,"fam","6",37.846,TRUE,291,"M"
"873","C","fam",13,4,"nov","6",29.999,TRUE,291,"M"
"874","C","test",13,4,"nov","6",8.61,TRUE,291,"M"
"875","C","fam",14,4,"fam","2",9.08,FALSE,226,"F"
"876","C","test",14,4,"fam","2",5.153,FALSE,226,"F"
"877","C","fam",14,6,"nov","2",5.394,FALSE,226,"F"
"878","C","test",14,6,"nov","2",4.592,FALSE,226,"F"
"879","C","fam",14,3,"nov","4",16.146,FALSE,226,"F"
"880","C","test",14,3,"nov","4",3.783,FALSE,226,"F"
"881","C","fam",14,5,"fam","4",6.372,FALSE,226,"F"
"882","C","test",14,5,"fam","4",4.891,FALSE,226,"F"
"883","C","fam",14,1,"fam","6",27.594,FALSE,226,"F"
"884","C","test",14,1,"fam","6",20.922,FALSE,226,"F"
"885","C","fam",14,2,"nov","6",27.122,FALSE,226,"F"
"886","C","test",14,2,"nov","6",18.807,FALSE,226,"F"
"887","C","fam",15,2,"fam","2",9.999,FALSE,309,"F"
"888","C","test",15,2,"fam","2",8.356,FALSE,309,"F"
"889","C","fam",15,4,"nov","2",9.999,FALSE,309,"F"
"890","C","test",15,4,"nov","2",0.146000000000001,TRUE,309,"F"
"891","C","fam",15,5,"nov","4",18.124,FALSE,309,"F"
"892","C","test",15,5,"nov","4",3.241,FALSE,309,"F"
"893","C","fam",15,6,"fam","4",13.179,TRUE,309,"F"
"894","C","test",15,6,"fam","4",1.499,TRUE,309,"F"
"895","C","fam",15,1,"nov","6",19.431,TRUE,309,"F"
"896","C","test",15,1,"nov","6",6.271,TRUE,309,"F"
"897","C","fam",15,3,"fam","6",25.321,FALSE,309,"F"
"898","C","test",15,3,"fam","6",7.281,FALSE,309,"F"
"899","C","fam",16,3,"nov","2",3.958,FALSE,233,"M"
"900","C","test",16,3,"nov","2",1.798,TRUE,233,"M"
"901","C","fam",16,5,"fam","2",7.841,FALSE,233,"M"
"902","C","test",16,5,"fam","2",2.779,FALSE,233,"M"
"903","C","fam",16,1,"fam","4",18.192,FALSE,233,"M"
"904","C","test",16,1,"fam","4",9.562,FALSE,233,"M"
"905","C","fam",16,2,"nov","4",14.738,FALSE,233,"M"
"906","C","test",16,2,"nov","4",9.577,FALSE,233,"M"
"907","C","fam",16,4,"fam","6",3.677,FALSE,233,"M"
"908","C","test",16,4,"fam","6",1.843,TRUE,233,"M"
"909","C","fam",16,6,"nov","6",6.641,FALSE,233,"M"
"910","C","test",16,6,"nov","6",5.921,FALSE,233,"M"
"911","C","fam",17,1,"nov","2",9.999,FALSE,313,"F"
