"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":30986.1149999997}]","30987.209999999322","instructions","0","30989","0.0-0.0","SS1619205453897","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":26313.999999998487},{""page_index"":1,""viewing_time"":18790.094999996654}]","45105.539999996836","instructions","1","78098","0.0-1.0","SS1619205453897","instructions","","","","","","","","","","","","","","","",""
"","11761.314999996102","sequential-stimulus-presentation-old","2","90365","0.0-2.0","SS1619205453897","","","40","500","12261.314999996102","null","null","self_paced","","","","","","","","",""
"","5302.539999996952","sequential-stimulus-presentation-old","3","96170","0.0-3.0","SS1619205453897","","","40","500","5802.539999996952","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":13297.135000000708}]","13297.385000005306","instructions","4","109468","0.0-4.0","SS1619205453897","instructions","","","","","","","","","","","","","","","",""
"","1047.1449999968172","sequential-stimulus-presentation-old","5","120520","0.0-5.0","SS1619205453897","","","40","500","1547.1449999968172","null","null","forced_long","","","","","","","","",""
"","3376.2600000045495","sequential-stimulus-presentation-old","6","124002","0.0-6.0","SS1619205453897","","","40","500","3876.2600000045495","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4514.755000003788}]","4514.9900000033085","instructions","7","128518","0.0-7.0","SS1619205453897","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8603.99999999936},{""page_index"":1,""viewing_time"":10796.849999998813},{""page_index"":2,""viewing_time"":8415.010000004258},{""page_index"":3,""viewing_time"":1019.5000000021537},{""page_index"":4,""viewing_time"":1945.1199999966775}]","30781.04500000336","instructions","8","159299","0.0-8.0","SS1619205453897","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","160224","0.0-9.0-0.0","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","578.7799999961862","sequential-stimulus-presentation-old","10","161308","0.0-9.0-1.0","SS1619205453897","trial","","40","500","1078.7799999961862","images/stimuli/spore_stims/simple_19_A_a.gif","images/stimuli/spore_stims/simple_07_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_b.gif","","","","",""
"","null","html-keyboard-response","11","162528","0.0-9.0-0.1","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","210.85000000311993","sequential-stimulus-presentation-old","12","163243","0.0-9.0-1.1","SS1619205453897","trial","","40","500","710.8500000031199","images/stimuli/spore_stims/simple_19_A_a.gif","images/stimuli/spore_stims/simple_07_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_b.gif","","","","",""
"","null","html-keyboard-response","13","164531","0.0-9.0-0.2","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","627.9799999974784","sequential-stimulus-presentation-old","14","165662","0.0-9.0-1.2","SS1619205453897","trial","","40","500","1127.9799999974784","images/stimuli/spore_stims/simple_19_A_a.gif","images/stimuli/spore_stims/simple_07_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_b.gif","","","","",""
"","null","html-keyboard-response","15","166726","0.0-9.0-0.3","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","26.8800000048941","sequential-stimulus-presentation-old","16","167259","0.0-9.0-1.3","SS1619205453897","trial","","40","500","526.8800000048941","images/stimuli/spore_stims/simple_19_A_a.gif","images/stimuli/spore_stims/simple_07_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","","","",""
"","5810.1800000004005","survey-multi-choice","17","173073","0.0-10.0","SS1619205453897","math_question","","","","","","","","","","","","{""Q0"":""9""}","[0]","9","",""
"","null","html-keyboard-response","18","173920","0.0-11.0-0.0","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","950.619999995979","sequential-stimulus-presentation-old","19","174977","0.0-11.0-1.0","SS1619205453897","trial","","40","500","1450.619999995979","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_b.gif","","","","",""
"","null","html-keyboard-response","20","176169","0.0-11.0-0.1","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","682.9649999999674","sequential-stimulus-presentation-old","21","177358","0.0-11.0-1.1","SS1619205453897","trial","","40","500","1182.9649999999674","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_b.gif","","","","",""
"","null","html-keyboard-response","22","178658","0.0-11.0-0.2","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","165.17999999632593","sequential-stimulus-presentation-old","23","179330","0.0-11.0-1.2","SS1619205453897","trial","","40","500","665.1799999963259","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_a.gif","","","","",""
"","null","html-keyboard-response","24","180342","0.0-11.0-0.3","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","13.875000004190952","sequential-stimulus-presentation-old","25","180864","0.0-11.0-1.3","SS1619205453897","trial","","40","500","513.875000004191","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_b.gif","","","","",""
"","null","html-keyboard-response","26","181775","0.0-11.0-0.4","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4051.9750000021304","sequential-stimulus-presentation-old","27","186335","0.0-11.0-1.4","SS1619205453897","trial","","40","500","4551.97500000213","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_b.gif","","","","",""
"","null","html-keyboard-response","28","187262","0.0-11.0-0.5","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","102.85499999736203","sequential-stimulus-presentation-old","29","187871","0.0-11.0-1.5","SS1619205453897","trial","","40","500","602.854999997362","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_18_A_b.gif","forced_short","","1","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_a.gif","","","","",""
"","4230.615000000398","survey-multi-choice","30","192105","0.0-12.0","SS1619205453897","math_question","","","","","","","","","","","","{""Q0"":""8""}","[0]","8","",""
"","null","html-keyboard-response","31","193242","0.0-13.0-0.0","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","326.53999999456573","sequential-stimulus-presentation-old","32","194076","0.0-13.0-1.0","SS1619205453897","trial","","40","500","826.5399999945657","images/stimuli/spore_stims/simple_02_A_b.gif","images/stimuli/spore_stims/simple_07_A_a.gif","self_paced","","2","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_a.gif","","","","",""
"","null","html-keyboard-response","33","195059","0.0-13.0-0.1","SS1619205453897","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","392.8599999999278","sequential-stimulus-presentation-old","34","195956","0.0-13.0-1.1","SS1619205453897","trial","","40","500","892.8599999999278","images/stimuli/spore_stims/simple_02_A_b.gif","images/stimuli/spore_stims/simple_07_A_a.gif","self_paced","","2","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_a.gif","","","","",""
