prolific_id,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type,background_id,background_animacy,background_pose,background_number,deviant_id,deviant_animacy,deviant_pose,deviant_number,same_animacy,same_number,same_pose,same_id
605da94ba47f45380a1c7d57,1475,background_block,media/padded_stims/animate_010_right.png,,animate_single_right,,background,2,1,8,animate,single,right,background,010,animate,right,single,NA,animate,right,single,TRUE,TRUE,TRUE,NA
5b19a8072767e20001e4eaaf,3089,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/animate_012_left.png,animate_pair_left,animate_single_left,number,4,4,2,animate,pair,left,deviant,012,animate,left,pair,012,animate,left,single,TRUE,FALSE,TRUE,TRUE
65263de10f1e7475f5b1fc21,1455,background_block,media/padded_stims/animate_007_left.png,,animate_single_left,,background,4,1,7,animate,single,left,background,007,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
6595be0e8ac3f1327fec5bf8,3708,background_block,media/padded_stims/inanimate_001_right.png,,inanimate_single_right,,animacy,2,1,6,inanimate,single,right,background,001,inanimate,right,single,NA,animate,right,single,FALSE,TRUE,TRUE,NA
605da94ba47f45380a1c7d57,1389,background_block,media/padded_stims/animate_010_right.png,,animate_single_right,,background,2,2,8,animate,single,right,background,010,animate,right,single,NA,animate,right,single,TRUE,TRUE,TRUE,NA
65263de10f1e7475f5b1fc21,1037,background_block,media/padded_stims/animate_007_left.png,,animate_single_left,,background,4,2,7,animate,single,left,background,007,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
65263de10f1e7475f5b1fc21,1308,background_block,media/padded_stims/animate_007_left.png,,animate_single_left,,background,4,3,7,animate,single,left,background,007,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
6595be0e8ac3f1327fec5bf8,3274,background_block,media/padded_stims/inanimate_001_right.png,,inanimate_single_right,,animacy,2,2,6,inanimate,single,right,background,001,inanimate,right,single,NA,animate,right,single,FALSE,TRUE,TRUE,NA
65263de10f1e7475f5b1fc21,1187,background_block,media/padded_stims/animate_007_left.png,,animate_single_left,,background,4,4,7,animate,single,left,background,007,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
605da94ba47f45380a1c7d57,1326,background_block,media/padded_stims/animate_002_left.png,,animate_single_left,,background,6,1,9,animate,single,left,background,002,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
5b19a8072767e20001e4eaaf,2359,background_block,media/padded_stims/inanimate_010_right.png,,inanimate_pair_right,,background,4,1,3,inanimate,pair,right,background,010,inanimate,right,pair,NA,animate,right,single,FALSE,FALSE,TRUE,NA
605da94ba47f45380a1c7d57,2052,background_block,media/padded_stims/animate_002_left.png,,animate_single_left,,background,6,2,9,animate,single,left,background,002,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
605da94ba47f45380a1c7d57,1149,background_block,media/padded_stims/animate_002_left.png,,animate_single_left,,background,6,3,9,animate,single,left,background,002,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
5b19a8072767e20001e4eaaf,1673,background_block,media/padded_stims/inanimate_010_right.png,,inanimate_pair_right,,background,4,2,3,inanimate,pair,right,background,010,inanimate,right,pair,NA,animate,right,single,FALSE,FALSE,TRUE,NA
6595be0e8ac3f1327fec5bf8,3801,deviant_block,media/padded_stims/animate_010_left.png,media/padded_stims/animate_006_left.png,animate_pair_left,animate_pair_left,identity,6,1,7,animate,pair,left,background,010,animate,left,pair,006,animate,left,pair,TRUE,TRUE,TRUE,FALSE
65263de10f1e7475f5b1fc21,1933,background_block,media/padded_stims/animate_009_right.png,,animate_pair_right,,background,4,1,8,animate,pair,right,background,009,animate,right,pair,NA,animate,right,single,TRUE,FALSE,TRUE,NA
5b19a8072767e20001e4eaaf,1189,background_block,media/padded_stims/inanimate_010_right.png,,inanimate_pair_right,,background,4,3,3,inanimate,pair,right,background,010,inanimate,right,pair,NA,animate,right,single,FALSE,FALSE,TRUE,NA
65263de10f1e7475f5b1fc21,1179,background_block,media/padded_stims/animate_009_right.png,,animate_pair_right,,background,4,2,8,animate,pair,right,background,009,animate,right,pair,NA,animate,right,single,TRUE,FALSE,TRUE,NA
605da94ba47f45380a1c7d57,2762,background_block,media/padded_stims/animate_002_left.png,,animate_single_left,,background,6,4,9,animate,single,left,background,002,animate,left,single,NA,animate,right,single,TRUE,TRUE,FALSE,NA
5b19a8072767e20001e4eaaf,1349,background_block,media/padded_stims/inanimate_010_right.png,,inanimate_pair_right,,background,4,4,3,inanimate,pair,right,background,010,inanimate,right,pair,NA,animate,right,single,FALSE,FALSE,TRUE,NA
6595be0e8ac3f1327fec5bf8,3748,deviant_block,media/padded_stims/animate_010_left.png,media/padded_stims/animate_006_left.png,animate_pair_left,animate_pair_left,identity,6,2,7,animate,pair,left,background,010,animate,left,pair,006,animate,left,pair,TRUE,TRUE,TRUE,FALSE
