SubjectInfo.subjID,SubjectInfo.testAge,SubjectInfo.gender,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,Looks.duration_onLooks
PKBB_01,312.0,F,1,test-0-deviant,0,0.8433528197179189,27.617,False,,25.38
PKBB_01,312.0,F,1,fam-4-background,1,0.7514778085793049,19.999,False,,19.999
PKBB_01,312.0,F,1,test-4-background,2,0.7239282449294578,42.352,False,,36.593
PKBB_01,312.0,F,1,test-0-background,3,0.7465114686223066,36.237,False,,12.483999999999998
PKBB_01,312.0,F,1,fam-4-deviant,4,0.7968210808932781,19.999,False,,19.999
PKBB_01,312.0,F,1,test-4-deviant,5,0.8319625896604166,21.243,False,,9.134
PKBB_01,312.0,F,1,fam-8-deviant,6,0.8093894681220553,39.999,False,,23.95300000000001
PKBB_01,312.0,F,1,test-8-deviant,7,0.6706610769033432,9.798,False,,5.763999999999998
PKBB_01,312.0,F,1,fam-8-background,8,0.6841058789128783,31.876,False,,22.733
PKBB_01,312.0,F,1,test-8-background,9,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
PKBB_02,316.0,F,1,fam-4-background,0,0.6852924805727505,19.999000000000002,False,,18.68
PKBB_02,316.0,F,1,test-4-background,1,0.3475356621199815,40.341,False,,32.633
PKBB_02,316.0,F,1,fam-4-deviant,2,0.3891395191878395,19.999000000000002,False,,17.203999999999994
PKBB_02,316.0,F,1,test-4-deviant,3,0.3496481242406735,40.238,False,,35.209
PKBB_02,316.0,F,1,test-0-deviant,4,0.4418403258173138,48.236000000000004,False,,7.955999999999987
PKBB_02,316.0,F,1,fam-8-background,5,-0.3807802995045979,39.999,True,average on-look confidence of iCatcher for trial is below minimum (min_icatcher_confidence),21.638
PKBB_02,316.0,F,1,test-8-background,6,0.8627871827299891,12.027000000000001,False,,4.5680000000000005
PKBB_02,316.0,F,1,test-0-background,7,0.048125792708661824,30.955,False,,4.721
PKBB_02,316.0,F,1,fam-8-deviant,8,0.3676139636042838,39.999,False,,28.233
PKBB_02,316.0,F,1,test-8-deviant,9,0.44810475534573896,15.855,False,,7.990000000000002
PKBB_03,316.0,F,1,fam-4-deviant,0,0.7623989482353755,19.999,False,,19.96
