SubjectInfo.subjID,SubjectInfo.testAge,SubjectInfo.gender,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,Looks.duration_onLooks
PKBB_01,264.0,F,1,fam-1-deviant,0,0.98996381126184,4.999,False,,3.915000000000002
PKBB_01,264.0,F,1,test-1-deviant,1,0.7610487101279417,38.281,False,,27.74399999999999
PKBB_01,264.0,F,1,fam-9-deviant,2,0.9094158091772452,44.999,False,,21.61
PKBB_01,264.0,F,1,test-9-deviant,3,0.8492407166355704,30.567,False,,22.253
PKBB_01,264.0,F,1,fam-3-background,4,0.8371611550005547,14.999,False,,10.201
PKBB_01,264.0,F,1,test-3-background,5,0.7448971270411213,18.422,False,,7.815999999999994
PKBB_01,264.0,F,1,fam-9-background,6,0.7652557781998113,44.999,False,,14.652999999999999
PKBB_01,264.0,F,1,test-9-background,7,0.7193717790224381,10.82,False,,4.7280000000000015
PKBB_01,264.0,F,1,fam-3-deviant,8,0.8609220766528872,13.845999999999998,False,,6.324
PKBB_01,264.0,F,1,test-3-deviant,9,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.0
PKBB_02,330.0,F,1,fam-3-background,0,0.5306271548700515,14.999,False,,14.92
PKBB_02,330.0,F,1,test-3-background,1,,8.277999999999999,False,,3.87
PKBB_02,330.0,F,1,fam-1-background,2,0.6725251309974221,4.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.1509999999999998
PKBB_02,330.0,F,1,test-1-background,3,0.5241228819559229,18.288,False,,6.604000000000001
PKBB_02,330.0,F,1,fam-3-deviant,4,0.8370240281512535,14.999,False,,6.860000000000001
PKBB_02,330.0,F,1,test-3-deviant,5,0.5952839183167388,27.639,False,,3.600999999999998
PKBB_02,330.0,F,1,fam-9-deviant,6,0.7450195484183519,44.998999999999995,False,,13.205000000000005
PKBB_02,330.0,F,1,test-9-deviant,7,0.8164362081948624,15.269,False,,10.969000000000001
PKBB_02,330.0,F,1,fam-9-background,8,0.7062559859025853,44.998999999999995,False,,37.52200000000001
PKBB_02,330.0,F,1,test-9-background,9,0.8629995461745827,7.726,False,,4.113
PKBB_03,316.0,M,1,fam-3-background,0,0.9686782371195648,14.999,False,,14.2
PKBB_03,316.0,M,1,test-3-background,1,0.8283913842332538,60.032,False,,50.484
PKBB_03,316.0,M,1,fam-1-background,2,0.9773407766150768,4.999,False,,4.999
PKBB_03,316.0,M,1,test-1-background,3,0.7682367299329182,60.0,False,,53.92699999999999
PKBB_03,316.0,M,1,fam-3-deviant,4,0.8160511999704311,14.999,False,,14.999
PKBB_03,316.0,M,1,test-3-deviant,5,0.9320230249974693,52.929,False,,43.855
PKBB_03,316.0,M,1,fam-9-deviant,6,0.7925402795647181,44.999,False,,7.673999999999999
PKBB_03,316.0,M,1,test-9-deviant,7,0.758905672840774,14.816,False,,5.551
PKBB_03,316.0,M,1,fam-9-background,8,0.7038073360868693,44.999,False,,38.148
PKBB_03,316.0,M,1,test-9-background,9,0.7480963891673468,9.041,False,,4.2010000000000005
PKBB_04,333.0,F,1,fam-3-deviant,0,0.4673443734645844,14.999,False,,14.452
PKBB_04,333.0,F,1,test-3-deviant,1,0.6727443805028455,60.0,False,,11.591
PKBB_04,333.0,F,1,fam-1-deviant,2,,4.999,False,,4.999
PKBB_04,333.0,F,1,test-1-deviant,3,0.7005471857133634,52.897,False,,22.221
PKBB_04,333.0,F,1,fam-9-background,4,0.7436573581893804,44.998999999999995,False,,43.801
PKBB_04,333.0,F,1,test-9-background,5,0.6969492464314824,32.361999999999995,False,,11.922
PKBB_04,333.0,F,1,fam-1-background,6,0.9666794977690044,4.999,False,,4.999
PKBB_04,333.0,F,1,test-1-background,7,0.7630479251383374,44.03100000000001,False,,25.22
PKBB_04,333.0,F,1,fam-9-deviant,8,0.7845308639182115,44.998999999999995,False,,40.445
PKBB_04,333.0,F,1,test-9-deviant,9,0.8290699186537713,17.949,False,,12.8
PKBB_05,226.0,M,1,fam-9-background,0,0.8143340736809324,44.999,False,,35.473000000000006
PKBB_05,226.0,M,1,test-9-background,1,0.2656978968944814,9.677,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.4699999999999989
PKBB_05,226.0,M,1,fam-3-background,2,0.8659316689334944,14.999,False,,14.999
PKBB_05,226.0,M,1,test-3-background,3,,7.626,False,,3.3210000000000006
PKBB_05,226.0,M,1,fam-9-deviant,4,0.6752647352642956,44.999,False,,7.8640000000000025
PKBB_05,226.0,M,1,test-9-deviant,5,0.6677309274909988,16.445,False,,11.505999999999998
PKBB_05,226.0,M,1,fam-1-deviant,6,0.8413882553577423,4.999,False,,4.682
PKBB_05,226.0,M,1,test-1-deviant,7,0.4834861159324646,9.655,False,,5.31
PKBB_05,226.0,M,1,fam-1-background,8,0.7593067056602902,4.999,False,,4.0
PKBB_05,226.0,M,1,test-1-background,9,0.8080570656527468,22.109,False,,2.869000000000004
PKBB_06,278.0,F,1,fam-9-deviant,0,0.8331333494870016,44.998999999999995,False,,42.257
PKBB_06,278.0,F,1,test-9-deviant,1,0.7359884472528395,60.0,False,,53.41699999999998
PKBB_06,278.0,F,1,fam-3-deviant,2,0.8241682315257997,14.999,False,,14.482000000000001
PKBB_06,278.0,F,1,test-3-deviant,3,0.7710010204961145,57.722,False,,42.102
PKBB_06,278.0,F,1,fam-1-background,4,0.7976798093160327,4.999,False,,4.999
PKBB_06,278.0,F,1,test-1-background,5,0.8217174290867908,39.84,False,,27.318999999999992
PKBB_06,278.0,F,1,fam-3-background,6,,14.999,False,,14.999
PKBB_06,278.0,F,1,test-3-background,7,0.9830482039186688,21.623,False,,7.8820000000000014
PKBB_06,278.0,F,1,fam-1-deviant,8,0.9086512081119992,4.999,False,,4.999
PKBB_06,278.0,F,1,test-1-deviant,9,0.767355448900425,37.079,False,,11.683
PKBB_07,292.0,F,1,fam-9-deviant,0,0.8685689067030277,44.999,False,,10.353000000000002
PKBB_07,292.0,F,1,test-9-deviant,1,0.9057985729643828,23.414,False,,12.272
PKBB_07,292.0,F,1,fam-1-background,2,0.9711639231182242,4.999,False,,4.1610000000000005
PKBB_07,292.0,F,1,test-1-background,3,0.9559865418790487,23.866,False,,2.140000000000001
PKBB_07,292.0,F,1,fam-9-background,4,0.8389318427987756,44.999,False,,11.416000000000007
PKBB_07,292.0,F,1,test-9-background,5,,3.78,False,,3.78
PKBB_07,292.0,F,1,fam-1-deviant,6,0.9920146057834732,4.999,False,,4.613
PKBB_07,292.0,F,1,test-1-deviant,7,0.9048546358771552,23.917,False,,7.915999999999999
PKBB_07,292.0,F,1,fam-3-deviant,8,0.99653252492236,14.999,False,,14.999
PKBB_07,292.0,F,1,test-3-deviant,9,0.8181084678074936,53.69300000000001,False,,41.85899999999999
PKBB_07,292.0,F,1,fam-3-background,10,0.9237259181018328,14.999,False,,12.803999999999998
PKBB_07,292.0,F,1,test-3-background,11,0.9604789921543102,13.205,False,,8.256999999999998
PKBB_08,240.0,F,1,fam-1-background,0,0.949135031294812,4.999,False,,4.999
PKBB_08,240.0,F,1,test-1-background,1,0.7696703296556765,22.982,False,,18.225
PKBB_08,240.0,F,1,fam-1-deviant,2,0.947402444672702,4.999,False,,4.6099999999999985
PKBB_08,240.0,F,1,test-1-deviant,3,0.7423977601690207,34.579,False,,27.446
