"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","211011","0.0-0.0","SS1669994850934","","","","","","","","","","","","","",""
"","survey-text","1","216571","0.0-1.0","SS1669994850934","5557.899999976158","{""Age"":""239"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","225167","0.0-2.0","SS1669994850934","8595.5","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","228269","0.0-3.0","SS1669994850934","3101.599999964237","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","273549","0.0-4.0","SS1669994850934","45279.30000001192","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","290460","0.0-5.0","SS1669994850934","16911.399999976158","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","298012","0.0-6.0","SS1669994850934","7551.699999988079","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","310597","0.0-7.0","SS1669994850934","12584","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","311309","0.0-8.0","SS1669994850934","711.8000000119209","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","347573","0.0-9.0","SS1669994850934","36263.39999997616","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","348478","0.0-10.0","SS1669994850934","905.3000000119209","","","","[{""page_index"":0,""viewing_time"":905.1999999880791}]","","","","","","","","",""
"","video-keyboard-response","11","366671","0.0-11.0","SS1669994850934","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","371337","0.0-12.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","444181","0.0-13.0","SS1669994850934","72842.59999996424","","[""stimuli/images/unity_stims/unitystims_001_Left_3fam_background_1_new.mp4""]","40","","trial","10","3","1","background","3","stimuli/images/unity_stims/unitystims_001_Left_3fam_background_1_new.mp4","",""
"","html-keyboard-response","14","445189","0.0-14.0","SS1669994850934","1007.8000000119209","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","449804","0.0-15.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","523149","0.0-16.0","SS1669994850934","73340.69999998808","","[""stimuli/images/unity_stims/unitystims_003_Right_3fam_deviant_1_new.mp4""]","40","","trial","10","3","2","deviant","3","stimuli/images/unity_stims/unitystims_003_Right_3fam_deviant_1_new.mp4","",""
"","html-keyboard-response","17","523685","0.0-17.0","SS1669994850934","535","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","18","528303","0.0-18.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","581687","0.0-19.0","SS1669994850934","53382.80000001192","","[""stimuli/images/unity_stims/unitystims_006_Right_1fam_deviant_2_new.mp4""]","40","","trial","10","3","3","deviant","1","stimuli/images/unity_stims/unitystims_006_Right_1fam_deviant_2_new.mp4","",""
"","html-keyboard-response","20","582461","0.0-20.0","SS1669994850934","774.3000000119209","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","21","587102","0.0-21.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","641333","0.0-22.0","SS1669994850934","54230","","[""stimuli/images/unity_stims/unitystims_005_Left_9fam_background_1_new.mp4""]","40","","trial","10","3","4","background","9","stimuli/images/unity_stims/unitystims_005_Left_9fam_background_1_new.mp4","",""
"","html-keyboard-response","23","641964","0.0-23.0","SS1669994850934","631.1000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","24","646603","0.0-24.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","673812","0.0-25.0","SS1669994850934","27208.400000035763","","[""stimuli/images/unity_stims/unitystims_002_Right_1fam_background_2_new.mp4""]","40","","trial","10","3","5","background","1","stimuli/images/unity_stims/unitystims_002_Right_1fam_background_2_new.mp4","",""
"","html-keyboard-response","26","674660","0.0-26.0","SS1669994850934","848.3000000119209","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","27","679303","0.0-27.0","SS1669994850934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","28","740211","0.0-28.0","SS1669994850934","60907.30000001192","","[""stimuli/images/unity_stims/unitystims_004_Left_9fam_deviant_2_new.mp4""]","40","","trial","10","3","6","deviant","9","stimuli/images/unity_stims/unitystims_004_Left_9fam_deviant_2_new.mp4","",""
"","video-keyboard-response","29","763343","0.0-29.0","SS1669994850934","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","30","773388","0.0-30.0","SS1669994850934","10044.800000011921","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","31","792502","0.0-31.0","SS1669994850934","19113.299999952316","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
