"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","2025","0.0-0.0","SS1669993608829","","","","","","","","","","","","","",""
"","survey-text","1","6733","0.0-1.0","SS1669993608829","4705.5","{""Age"":""218"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","6999","0.0-2.0","SS1669993608829","265.69999998807907","","stimuli/audio/music_intro.wav","13","","","","","","","","","",""
"","html-keyboard-response","3","9686","0.0-3.0","SS1669993608829","2686.300000011921","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","94961","0.0-4.0","SS1669993608829","85277.39999997616","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","109572","0.0-5.0","SS1669993608829","14610.400000035763","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","110866","0.0-6.0","SS1669993608829","1293.7000000476837","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","131985","0.0-7.0","SS1669993608829","21118.899999976158","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","145032","0.0-8.0","SS1669993608829","13047.5","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","172842","0.0-9.0","SS1669993608829","27809.600000023842","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","276349","0.0-10.0","SS1669993608829","103509.69999998808","","","","[{""page_index"":0,""viewing_time"":103509.30000001192}]","","","","","","","","",""
"","video-keyboard-response","11","294546","0.0-11.0","SS1669993608829","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","299212","0.0-12.0","SS1669993608829","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","324487","0.0-13.0","SS1669993608829","25273.19999998808","","[""stimuli/images/unity_stims/unitystims_003_Left_1fam_deviant_2_new.mp4""]","40","","trial","9","2","1","deviant","1","stimuli/images/unity_stims/unitystims_003_Left_1fam_deviant_2_new.mp4","",""
"","html-keyboard-response","14","325404","0.0-14.0","SS1669993608829","916.3999999761581","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","330045","0.0-15.0","SS1669993608829","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","366197","0.0-16.0","SS1669993608829","36150.30000001192","","[""stimuli/images/unity_stims/unitystims_002_Left_3fam_background_2_new.mp4""]","40","","trial","9","2","2","background","3","stimuli/images/unity_stims/unitystims_002_Left_3fam_background_2_new.mp4","",""
