"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","559005","0.0-0.0","SS1670255712574","","","","","","","","","","","","","",""
"","survey-text","1","593023","0.0-1.0","SS1670255712574","34010.39999997616","{""Age"":""242"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","604094","0.0-2.0","SS1670255712574","11067.199999988079","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","609351","0.0-3.0","SS1670255712574","5255.400000035763","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","650636","0.0-4.0","SS1670255712574","41284.299999952316","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","664369","0.0-5.0","SS1670255712574","13732.699999988079","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","668036","0.0-6.0","SS1670255712574","3665.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","668524","0.0-7.0","SS1670255712574","487.30000001192093","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","670572","0.0-8.0","SS1670255712574","2047.8999999761581","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","705539","0.0-9.0","SS1670255712574","34966.799999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","721138","0.0-10.0","SS1670255712574","15597.099999964237","","","","[{""page_index"":0,""viewing_time"":15596.399999976158}]","","","","","","","","",""
"","video-keyboard-response","11","739427","0.0-11.0","SS1670255712574","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","744094","0.0-12.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","776980","0.0-13.0","SS1670255712574","32883.89999997616","","[""stimuli/images/unity_stims/unitystims_005_Right_3fam_deviant_2_new.mp4""]","40","","trial","11","4","1","deviant","3","stimuli/images/unity_stims/unitystims_005_Right_3fam_deviant_2_new.mp4","",""
"","html-keyboard-response","14","777876","0.0-14.0","SS1670255712574","895.6000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","782493","0.0-15.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","832553","0.0-16.0","SS1670255712574","50058.19999998808","","[""stimuli/images/unity_stims/unitystims_002_Left_9fam_background_2_new.mp4""]","40","","trial","11","4","2","background","9","stimuli/images/unity_stims/unitystims_002_Left_9fam_background_2_new.mp4","",""
"","html-keyboard-response","17","833268","0.0-17.0","SS1670255712574","713.9000000357628","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","18","837893","0.0-18.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","873886","0.0-19.0","SS1670255712574","35995.89999997616","","[""stimuli/images/unity_stims/unitystims_004_Left_3fam_background_1_new.mp4""]","40","","trial","11","4","3","background","3","stimuli/images/unity_stims/unitystims_004_Left_3fam_background_1_new.mp4","",""
"","html-keyboard-response","20","874810","0.0-20.0","SS1670255712574","923.9000000357628","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","21","879438","0.0-21.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","931541","0.0-22.0","SS1670255712574","52117.80000001192","","[""stimuli/images/unity_stims/unitystims_006_Left_9fam_deviant_2_new.mp4""]","40","","trial","11","4","4","deviant","9","stimuli/images/unity_stims/unitystims_006_Left_9fam_deviant_2_new.mp4","",""
"","html-keyboard-response","23","932261","0.0-23.0","SS1670255712574","719.9000000357628","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","24","936887","0.0-24.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","960320","0.0-25.0","SS1670255712574","23431.80000001192","","[""stimuli/images/unity_stims/unitystims_003_Right_1fam_deviant_1_new.mp4""]","40","","trial","11","4","5","deviant","1","stimuli/images/unity_stims/unitystims_003_Right_1fam_deviant_1_new.mp4","",""
"","html-keyboard-response","26","966843","0.0-26.0","SS1670255712574","6522.899999976158","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","27","971486","0.0-27.0","SS1670255712574","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","28","1006261","0.0-28.0","SS1670255712574","34774.30000001192","","[""stimuli/images/unity_stims/unitystims_001_Right_1fam_background_1_new.mp4""]","40","","trial","11","4","6","background","1","stimuli/images/unity_stims/unitystims_001_Right_1fam_background_1_new.mp4","",""
"","video-keyboard-response","29","1029387","0.0-29.0","SS1670255712574","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","30","1037768","0.0-30.0","SS1670255712574","8380.399999976158","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","31","1049295","0.0-31.0","SS1670255712574","11526.100000023842","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
