"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","1942408","0.0-0.0","SS1670181998274","","","","","","","","","","","","","",""
"","survey-text","1","1952160","0.0-1.0","SS1670181998274","9746.199999988079","{""Age"":""262"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","1977567","0.0-2.0","SS1670181998274","25405","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","1980008","0.0-3.0","SS1670181998274","2439.699999988079","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","2060157","0.0-4.0","SS1670181998274","80147.90000003576","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","2083749","0.0-5.0","SS1670181998274","23591.200000047684","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","2090405","0.0-6.0","SS1670181998274","6655.799999952316","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","2104414","0.0-7.0","SS1670181998274","14008.600000023842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","2105486","0.0-8.0","SS1670181998274","1071.199999988079","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","2123421","0.0-9.0","SS1670181998274","17934.30000001192","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","2149772","0.0-10.0","SS1670181998274","26350.19999998808","","","","[{""page_index"":0,""viewing_time"":26349.900000035763}]","","","","","","","","",""
"","video-keyboard-response","11","2167976","0.0-11.0","SS1670181998274","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","2172610","0.0-12.0","SS1670181998274","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","2206198","0.0-13.0","SS1670181998274","33586","","[""stimuli/images/unity_stims/unitystims_004_Left_3fam_deviant_1_new.mp4""]","40","","trial","11","4","1","deviant","3","stimuli/images/unity_stims/unitystims_004_Left_3fam_deviant_1_new.mp4","",""
"","html-keyboard-response","14","2206744","0.0-14.0","SS1670181998274","545.6999999880791","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","2211376","0.0-15.0","SS1670181998274","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","2263071","0.0-16.0","SS1670181998274","51692.09999996424","","[""stimuli/images/unity_stims/unitystims_002_Right_9fam_background_2_new.mp4""]","40","","trial","11","4","2","background","9","stimuli/images/unity_stims/unitystims_002_Right_9fam_background_2_new.mp4","",""
"","html-keyboard-response","17","2263734","0.0-17.0","SS1670181998274","662.1999999880791","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","18","2268344","0.0-18.0","SS1670181998274","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","2299392","0.0-19.0","SS1670181998274","31041.5","","[""stimuli/images/unity_stims/unitystims_003_Left_3fam_background_1_new.mp4""]","40","","trial","11","4","3","background","3","stimuli/images/unity_stims/unitystims_003_Left_3fam_background_1_new.mp4","",""
