"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":3053.4500000067055}]","3053.779999987455","instructions","0","3056","0.0-0.0","SS1617819916752","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10524.62499999092},{""page_index"":1,""viewing_time"":11142.389999993611}]","21667.264999996405","instructions","1","26725","0.0-1.0","SS1617819916752","instructions","","","","","","","","","","","","","","",""
"","6906.374999991385","sequential-stimulus-presentation-old","2","34236","0.0-2.0","SS1617819916752","","","40","600","7506.374999991385","null","null","","","","","","","","",""
"","4192.5849999825","sequential-stimulus-presentation-old","3","38932","0.0-3.0","SS1617819916752","","","40","500","4692.5849999825","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":24518.23499999591}]","24519.104999984847","instructions","4","63453","0.0-4.0","SS1617819916752","instructions","","","","","","","","","","","","","","",""
"","510.2400000032503","sequential-stimulus-presentation","5","64978","0.0-5.0","SS1617819916752","","","40","1000","1510.2400000032503","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5963.374999992084}]","5963.725000008708","instructions","6","70943","0.0-6.0","SS1617819916752","instructions","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9144.44000000367},{""page_index"":1,""viewing_time"":12411.009999981616},{""page_index"":2,""viewing_time"":5273.190000007162},{""page_index"":3,""viewing_time"":1746.725000004517},{""page_index"":4,""viewing_time"":1127.0999999833293}]","29702.7099999832","instructions","7","100647","0.0-7.0","SS1617819916752","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","101825","0.0-8.0-0.0","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","431.205000000773","sequential-stimulus-presentation","9","103270","0.0-8.0-1.0","SS1617819916752","trial","","40","1000","1431.205000000773","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","10","104354","0.0-8.0-0.1","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","331.29999999073334","sequential-stimulus-presentation","11","105689","0.0-8.0-1.1","SS1617819916752","trial","","40","1000","1331.2999999907333","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","12","106614","0.0-8.0-0.2","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","340.72000000742264","sequential-stimulus-presentation","13","107978","0.0-8.0-1.2","SS1617819916752","trial","","40","1000","1340.7200000074226","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","14","109043","0.0-8.0-0.3","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","328.3649999939371","sequential-stimulus-presentation","15","110383","0.0-8.0-1.3","SS1617819916752","trial","","40","1000","1328.364999993937","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","2849.435000010999","survey-multi-choice","16","113239","0.0-9.0","SS1617819916752","math_question","","","","","","","","","","","{""Q0"":""6""}","[0]","6","",""
"","null","html-keyboard-response","17","114387","0.0-10.0-0.0","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","334.9400000006426","sequential-stimulus-presentation","18","115729","0.0-10.0-1.0","SS1617819916752","trial","","40","1000","1334.9400000006426","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_18_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_a.gif","","","","",""
"","null","html-keyboard-response","19","116637","0.0-10.0-0.1","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","340.92499999678694","sequential-stimulus-presentation","20","117988","0.0-10.0-1.1","SS1617819916752","trial","","40","1000","1340.924999996787","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_18_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_15_A_b.gif","","","","",""
"","null","html-keyboard-response","21","119053","0.0-10.0-0.2","SS1617819916752","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","303.4449999977369","sequential-stimulus-presentation","22","120363","0.0-10.0-1.2","SS1617819916752","trial","","40","1000","1303.4449999977369","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_18_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_a.gif","","","","",""
