"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":9811}]","9813","instructions","0","9821","0.0-0.0","SS1617819312410",""
"[{""page_index"":0,""viewing_time"":19103},{""page_index"":1,""viewing_time"":4679}]","23783","instructions","1","35616","0.0-1.0","SS1617819312410","instructions"
