"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":12649.42499999961}]","12649.900000000343","instructions","0","12651","0.0-0.0","SS1617819409100","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2647.4699999998847},{""page_index"":1,""viewing_time"":16417.309999998906}]","19064.954999999827","instructions","1","33717","0.0-1.0","SS1617819409100","instructions","","","","","","","","","","","","","","",""
"","5223.524999999427","sequential-stimulus-presentation-old","2","39543","0.0-2.0","SS1617819409100","","","40","600","5823.524999999427","null","null","","","","","","","","",""
"","6773.534999998446","sequential-stimulus-presentation-old","3","46818","0.0-3.0","SS1617819409100","","","40","500","7273.534999998446","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":409621.11000000004}]","409621.35499999934","instructions","4","456441","0.0-4.0","SS1617819409100","instructions","","","","","","","","","","","","","","",""
"","2405.6700000001583","sequential-stimulus-presentation","5","459848","0.0-5.0","SS1617819409100","","","40","1000","3405.6700000001583","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4970.174999998533}]","4970.339999999851","instructions","6","464820","0.0-6.0","SS1617819409100","instructions","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4583.055000000983},{""page_index"":1,""viewing_time"":3807.3850000000675},{""page_index"":2,""viewing_time"":5152.990000000515},{""page_index"":3,""viewing_time"":1196.8349999987986},{""page_index"":4,""viewing_time"":1010.1549999999115}]","15750.660000001546","instructions","7","480571","0.0-7.0","SS1617819409100","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","481459","0.0-8.0-0.0","SS1617819409100","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","835.0949999985751","sequential-stimulus-presentation","9","483296","0.0-8.0-1.0","SS1617819409100","trial","","40","1000","1835.094999998575","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_09_A_b.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_b.gif","","","","",""
"","null","html-keyboard-response","10","484282","0.0-8.0-0.1","SS1617819409100","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","609.440000000177","sequential-stimulus-presentation","11","485893","0.0-8.0-1.1","SS1617819409100","trial","","40","1000","1609.440000000177","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_09_A_b.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_b.gif","","","","",""
"","null","html-keyboard-response","12","487019","0.0-8.0-0.2","SS1617819409100","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","518.420000000333","sequential-stimulus-presentation","13","488540","0.0-8.0-1.2","SS1617819409100","trial","","40","1000","1518.420000000333","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_09_A_b.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_b.gif","","","","",""
