"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":33646.50499999698}]","33647.31000000029","instructions","0","33651","0.0-0.0","SS1617819401748","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":22433.21499999729},{""page_index"":1,""viewing_time"":10709.940000000643}]","33143.4900000022","instructions","1","68801","0.0-1.0","SS1617819401748","instructions","","","","","","","","","","","","","","",""
"","11240.475000013248","sequential-stimulus-presentation-old","2","80646","0.0-2.0","SS1617819401748","","","40","600","11840.475000013248","null","null","","","","","","","","",""
"","17855.179999998654","sequential-stimulus-presentation-old","3","99006","0.0-3.0","SS1617819401748","","","40","500","18355.179999998654","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":24489.755000002333}]","24490.059999996447","instructions","4","123498","0.0-4.0","SS1617819401748","instructions","","","","","","","","","","","","","","",""
"","2757.5849999993807","sequential-stimulus-presentation","5","127265","0.0-5.0","SS1617819401748","","","40","1000","3757.5849999993807","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6645.805000007385}]","6646.17000000726","instructions","6","133913","0.0-6.0","SS1617819401748","instructions","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9288.670000009006},{""page_index"":1,""viewing_time"":18148.09499999683},{""page_index"":2,""viewing_time"":7485.950000002049},{""page_index"":3,""viewing_time"":3556.1799999995856},{""page_index"":4,""viewing_time"":1487.9050000017742}]","39967.16000000015","instructions","7","173881","0.0-7.0","SS1617819401748","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","174943","0.0-8.0-0.0","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5386.314999996102","sequential-stimulus-presentation","9","181348","0.0-8.0-1.0","SS1617819401748","trial","","40","1000","6386.314999996102","images/stimuli/spore_stims/simple_17_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","","","",""
"","null","html-keyboard-response","10","182522","0.0-8.0-0.1","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4258.960000006482","sequential-stimulus-presentation","11","187790","0.0-8.0-1.1","SS1617819401748","trial","","40","1000","5258.960000006482","images/stimuli/spore_stims/simple_17_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_a.gif","","","","",""
"","null","html-keyboard-response","12","188621","0.0-8.0-0.2","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2269.6799999976065","sequential-stimulus-presentation","13","191905","0.0-8.0-1.2","SS1617819401748","trial","","40","1000","3269.6799999976065","images/stimuli/spore_stims/simple_17_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","","","",""
"","null","html-keyboard-response","14","192965","0.0-8.0-0.3","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2254.335000005085","sequential-stimulus-presentation","15","196231","0.0-8.0-1.3","SS1617819401748","trial","","40","1000","3254.335000005085","images/stimuli/spore_stims/simple_17_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_a.gif","","","","",""
"","10192.410000003292","survey-multi-choice","16","206430","0.0-9.0","SS1617819401748","math_question","","","","","","","","","","","{""Q0"":""12""}","[0]","12","",""
"","null","html-keyboard-response","17","207246","0.0-10.0-0.0","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4134.969999999157","sequential-stimulus-presentation","18","212408","0.0-10.0-1.0","SS1617819401748","trial","","40","1000","5134.969999999157","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_16_A_b.gif","","","","",""
"","null","html-keyboard-response","19","213597","0.0-10.0-0.1","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5400.349999996251","sequential-stimulus-presentation","20","220023","0.0-10.0-1.1","SS1617819401748","trial","","40","1000","6400.349999996251","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_a.gif","","","","",""
"","null","html-keyboard-response","21","221141","0.0-10.0-0.2","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4237.065000008442","sequential-stimulus-presentation","22","226399","0.0-10.0-1.2","SS1617819401748","trial","","40","1000","5237.065000008442","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_16_A_b.gif","","","","",""
"","null","html-keyboard-response","23","227263","0.0-10.0-0.3","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3728.965000002063","sequential-stimulus-presentation","24","232001","0.0-10.0-1.3","SS1617819401748","trial","","40","1000","4728.965000002063","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_16_A_b.gif","","","","",""
"","null","html-keyboard-response","25","232828","0.0-10.0-0.4","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2801.2500000040745","sequential-stimulus-presentation","26","236638","0.0-10.0-1.4","SS1617819401748","trial","","40","1000","3801.2500000040745","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_16_A_b.gif","","","","",""
"","null","html-keyboard-response","27","237459","0.0-10.0-0.5","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2255.279999997583","sequential-stimulus-presentation","28","240736","0.0-10.0-1.5","SS1617819401748","trial","","40","1000","3255.279999997583","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_16_A_b.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_a.gif","","","","",""
"","5778.25999999186","survey-multi-choice","29","246518","0.0-11.0","SS1617819401748","math_question","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","30","247401","0.0-12.0-0.0","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3666.125000003376","sequential-stimulus-presentation","31","252079","0.0-12.0-1.0","SS1617819401748","trial","","40","1000","4666.125000003376","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_14_A_b.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","","","",""
"","null","html-keyboard-response","32","253059","0.0-12.0-0.1","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3601.3499999971827","sequential-stimulus-presentation","33","257672","0.0-12.0-1.1","SS1617819401748","trial","","40","1000","4601.349999997183","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_14_A_b.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","","","",""
"","null","html-keyboard-response","34","258981","0.0-12.0-0.2","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1822.5650000094902","sequential-stimulus-presentation","35","261817","0.0-12.0-1.2","SS1617819401748","trial","","40","1000","2822.56500000949","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_14_A_b.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","","","",""
"","null","html-keyboard-response","36","263052","0.0-12.0-0.3","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","876.5299999940908","sequential-stimulus-presentation","37","264941","0.0-12.0-1.3","SS1617819401748","trial","","40","1000","1876.5299999940908","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_14_A_b.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","","","",""
"","null","html-keyboard-response","38","265762","0.0-12.0-0.4","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1027.314999999362","sequential-stimulus-presentation","39","267800","0.0-12.0-1.4","SS1617819401748","trial","","40","1000","2027.314999999362","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_14_A_b.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","","","",""
"","3520.7399999926565","survey-multi-choice","40","271324","0.0-13.0","SS1617819401748","math_question","","","","","","","","","","","{""Q0"":""10""}","[0]","10","",""
"","null","html-keyboard-response","41","272284","0.0-14.0-0.0","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3289.535000003525","sequential-stimulus-presentation","42","276586","0.0-14.0-1.0","SS1617819401748","trial","","40","1000","4289.535000003525","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","43","277664","0.0-14.0-0.1","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4545.499999992899","sequential-stimulus-presentation","44","283226","0.0-14.0-1.1","SS1617819401748","trial","","40","1000","5545.499999992899","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","45","284231","0.0-14.0-0.2","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3974.629999996978","sequential-stimulus-presentation","46","289228","0.0-14.0-1.2","SS1617819401748","trial","","40","1000","4974.629999996978","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","47","290487","0.0-14.0-0.3","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1372.0699999976205","sequential-stimulus-presentation","48","292870","0.0-14.0-1.3","SS1617819401748","trial","","40","1000","2372.0699999976205","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","49","294022","0.0-14.0-0.4","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","8281.110000010813","sequential-stimulus-presentation","50","303317","0.0-14.0-1.4","SS1617819401748","trial","","40","1000","9281.110000010813","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","51","304533","0.0-14.0-0.5","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4193.3699999935925","sequential-stimulus-presentation","52","309742","0.0-14.0-1.5","SS1617819401748","trial","","40","1000","5193.3699999935925","images/stimuli/spore_stims/complex_15_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","","3","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","3945.6549999886192","survey-multi-choice","53","313692","0.0-15.0","SS1617819401748","math_question","","","","","","","","","","","{""Q0"":""14""}","[0]","14","",""
"","null","html-keyboard-response","54","314929","0.0-16.0-0.0","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3411.2699999968754","sequential-stimulus-presentation","55","319359","0.0-16.0-1.0","SS1617819401748","trial","","40","1000","4411.269999996875","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_20_A_b.gif","","4","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_b.gif","","","","",""
"","null","html-keyboard-response","56","320548","0.0-16.0-0.1","SS1617819401748","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3007.710000005318","sequential-stimulus-presentation","57","324565","0.0-16.0-1.1","SS1617819401748","trial","","40","1000","4007.710000005318","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_20_A_b.gif","","4","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_b.gif","","","","",""
