"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":4922.334999995655}]","4922.839999999269","instructions","0","4924","0.0-0.0","SS1617819464244","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":17589.540000000852},{""page_index"":1,""viewing_time"":6792.27499999979}]","24382.029999993392","instructions","1","31308","0.0-1.0","SS1617819464244","instructions","","","","","","","","","","","","","","",""
"","6883.250000013504","sequential-stimulus-presentation-old","2","38795","0.0-2.0","SS1617819464244","","","40","600","7483.250000013504","null","null","","","","","","","","",""
"","2456.8550000112737","sequential-stimulus-presentation-old","3","41754","0.0-3.0","SS1617819464244","","","40","500","2956.8550000112737","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":15376.540000012028}]","15376.805000007153","instructions","4","57132","0.0-4.0","SS1617819464244","instructions","","","","","","","","","","","","","","",""
"","1539.8450000066077","sequential-stimulus-presentation","5","59674","0.0-5.0","SS1617819464244","","","40","1000","2539.8450000066077","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5728.440000006231}]","5728.595000007772","instructions","6","65403","0.0-6.0","SS1617819464244","instructions","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8871.415000001434},{""page_index"":1,""viewing_time"":11591.245000003255},{""page_index"":2,""viewing_time"":7256.374999997206},{""page_index"":3,""viewing_time"":1255.7500000111759},{""page_index"":4,""viewing_time"":1056.3049999909708}]","30031.295000007958","instructions","7","95435","0.0-7.0","SS1617819464244","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","96257","0.0-8.0-0.0","SS1617819464244","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4165.7150000100955","sequential-stimulus-presentation","9","101426","0.0-8.0-1.0","SS1617819464244","trial","","40","1000","5165.7150000100955","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_04_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_04_A_b.gif","","","","",""
"","null","html-keyboard-response","10","102405","0.0-8.0-0.1","SS1617819464244","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3857.850000000326","sequential-stimulus-presentation","11","107265","0.0-8.0-1.1","SS1617819464244","trial","","40","1000","4857.850000000326","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_04_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_04_A_b.gif","","","","",""
"","null","html-keyboard-response","12","108101","0.0-8.0-0.2","SS1617819464244","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2585.465000011027","sequential-stimulus-presentation","13","111690","0.0-8.0-1.2","SS1617819464244","trial","","40","1000","3585.465000011027","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_04_A_b.gif","","0","simple_dissimilar","images/stimuli/spore_stims/simple_04_A_b.gif","","","","",""
