"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":34698}]","34699","instructions","0","34702","0.0-0.0","SS1617819361017",""
"[{""page_index"":0,""viewing_time"":9367},{""page_index"":1,""viewing_time"":5206}]","14573","instructions","1","51283","0.0-1.0","SS1617819361017","instructions"
