"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"","783.9549999989686","sequential-stimulus-presentation","11","295582","0.0-8.0-1.1","SS1617819306516","trial","","40","1000","1783.9549999989686","images/stimuli/spore_stims/complex_15_A_b.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_a.gif","","","","",""
"","null","html-keyboard-response","12","296474","0.0-8.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1136.1649999998626","sequential-stimulus-presentation","13","298613","0.0-8.0-1.2","SS1617819306516","trial","","40","1000","2136.1649999998626","images/stimuli/spore_stims/complex_15_A_b.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","","","",""
"","null","html-keyboard-response","14","299732","0.0-8.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","816.3600000006845","sequential-stimulus-presentation","15","301557","0.0-8.0-1.3","SS1617819306516","trial","","40","1000","1816.3600000006845","images/stimuli/spore_stims/complex_15_A_b.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","0","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_a.gif","","","","",""
"","4033.180000002205","survey-multi-choice","16","305594","0.0-9.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""9""}","[0]","9","",""
"","null","html-keyboard-response","17","306477","0.0-10.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2717.5050000005285","sequential-stimulus-presentation","18","310198","0.0-10.0-1.0","SS1617819306516","trial","","40","1000","3717.5050000005285","images/stimuli/spore_stims/simple_20_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","","","",""
"","null","html-keyboard-response","19","311483","0.0-10.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","675.1399999993155","sequential-stimulus-presentation","20","313166","0.0-10.0-1.1","SS1617819306516","trial","","40","1000","1675.1399999993155","images/stimuli/spore_stims/simple_20_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","","","",""
"","null","html-keyboard-response","21","314009","0.0-10.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","352.98499999777414","sequential-stimulus-presentation","22","315366","0.0-10.0-1.2","SS1617819306516","trial","","40","1000","1352.9849999977741","images/stimuli/spore_stims/simple_20_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","","","",""
"","null","html-keyboard-response","23","316392","0.0-10.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","586.0150000007125","sequential-stimulus-presentation","24","317982","0.0-10.0-1.3","SS1617819306516","trial","","40","1000","1586.0150000007125","images/stimuli/spore_stims/simple_20_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_b.gif","","","","",""
"","null","html-keyboard-response","25","318994","0.0-10.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","386.11999999923864","sequential-stimulus-presentation","26","320390","0.0-10.0-1.4","SS1617819306516","trial","","40","1000","1386.1199999992386","images/stimuli/spore_stims/simple_20_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","","1","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_b.gif","","","","",""
"","3635.6049999995157","survey-multi-choice","27","324027","0.0-11.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","28","324846","0.0-12.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","356.4599999990314","sequential-stimulus-presentation","29","326206","0.0-12.0-1.0","SS1617819306516","trial","","40","1000","1356.4599999990314","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_20_A_a.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_a.gif","","","","",""
"","null","html-keyboard-response","30","327322","0.0-12.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","503.75999999960186","sequential-stimulus-presentation","31","328830","0.0-12.0-1.1","SS1617819306516","trial","","40","1000","1503.7599999996019","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_20_A_a.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_a.gif","","","","",""
"","null","html-keyboard-response","32","329675","0.0-12.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","327.78999999933876","sequential-stimulus-presentation","33","331006","0.0-12.0-1.2","SS1617819306516","trial","","40","1000","1327.7899999993388","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_20_A_a.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_15_A_b.gif","","","","",""
"","null","html-keyboard-response","34","332284","0.0-12.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","261.6999999991385","sequential-stimulus-presentation","35","333550","0.0-12.0-1.3","SS1617819306516","trial","","40","1000","1261.6999999991385","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_20_A_a.gif","","2","simple_dissimilar","images/stimuli/spore_stims/simple_15_A_b.gif","","","","",""
"","2539.6099999998114","survey-multi-choice","36","336091","0.0-13.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""7""}","[0]","7","",""
"","null","html-keyboard-response","37","337019","0.0-14.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","398.75000000029104","sequential-stimulus-presentation","38","338422","0.0-14.0-1.0","SS1617819306516","trial","","40","1000","1398.750000000291","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","","","",""
"","null","html-keyboard-response","39","339504","0.0-14.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","386.46499999955995","sequential-stimulus-presentation","40","340894","0.0-14.0-1.1","SS1617819306516","trial","","40","1000","1386.46499999956","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","","","",""
"","null","html-keyboard-response","41","341983","0.0-14.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","319.86999999929685","sequential-stimulus-presentation","42","343310","0.0-14.0-1.2","SS1617819306516","trial","","40","1000","1319.8699999992969","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","","","",""
"","null","html-keyboard-response","43","344457","0.0-14.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","432.94500000047265","sequential-stimulus-presentation","44","345894","0.0-14.0-1.3","SS1617819306516","trial","","40","1000","1432.9450000004726","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","","","",""
"","null","html-keyboard-response","45","346751","0.0-14.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","495.0699999972712","sequential-stimulus-presentation","46","348254","0.0-14.0-1.4","SS1617819306516","trial","","40","1000","1495.0699999972712","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_a.gif","","","","",""
"","null","html-keyboard-response","47","349523","0.0-14.0-0.5","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","494.56999999890104","sequential-stimulus-presentation","48","351022","0.0-14.0-1.5","SS1617819306516","trial","","40","1000","1494.569999998901","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","","3","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","","","",""
"","4198.4100000008475","survey-multi-choice","49","355222","0.0-15.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""13""}","[0]","13","",""
"","null","html-keyboard-response","50","356472","0.0-16.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2622.670000000624","sequential-stimulus-presentation","51","360102","0.0-16.0-1.0","SS1617819306516","trial","","40","1000","3622.670000000624","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","","4","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","52","361017","0.0-16.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","968.769999999553","sequential-stimulus-presentation","53","362990","0.0-16.0-1.1","SS1617819306516","trial","","40","1000","1968.769999999553","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","","4","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","54","364057","0.0-16.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","353.93000000109896","sequential-stimulus-presentation","55","365422","0.0-16.0-1.2","SS1617819306516","trial","","40","1000","1353.930000001099","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","","4","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","56","366367","0.0-16.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","675.4550000005402","sequential-stimulus-presentation","57","368046","0.0-16.0-1.3","SS1617819306516","trial","","40","1000","1675.4550000005402","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","","4","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","58","369246","0.0-16.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","438.6950000007637","sequential-stimulus-presentation","59","370694","0.0-16.0-1.4","SS1617819306516","trial","","40","1000","1438.6950000007637","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","","4","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","3073.2950000019628","survey-multi-choice","60","373769","0.0-17.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""12""}","[0]","12","",""
"","null","html-keyboard-response","61","375043","0.0-18.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1455.6850000008708","sequential-stimulus-presentation","62","377502","0.0-18.0-1.0","SS1617819306516","trial","","40","1000","2455.685000000871","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","","5","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","63","378389","0.0-18.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","451.9749999999767","sequential-stimulus-presentation","64","379846","0.0-18.0-1.1","SS1617819306516","trial","","40","1000","1451.9749999999767","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","","5","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","65","380964","0.0-18.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","401.669999999227","sequential-stimulus-presentation","66","382374","0.0-18.0-1.2","SS1617819306516","trial","","40","1000","1401.669999999227","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","","5","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","67","383307","0.0-18.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","494.07499999867287","sequential-stimulus-presentation","68","384806","0.0-18.0-1.3","SS1617819306516","trial","","40","1000","1494.0749999986729","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","","5","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","69","385649","0.0-18.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1983.8000000017928","sequential-stimulus-presentation","70","388638","0.0-18.0-1.4","SS1617819306516","trial","","40","1000","2983.800000001793","images/stimuli/spore_stims/complex_11_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","","5","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","2796.105000001262","survey-multi-choice","71","391436","0.0-19.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""8""}","[0]","8","",""
"","null","html-keyboard-response","72","392287","0.0-20.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1193.9500000007683","sequential-stimulus-presentation","73","394485","0.0-20.0-1.0","SS1617819306516","trial","","40","1000","2193.9500000007683","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","","","","",""
"","null","html-keyboard-response","74","395333","0.0-20.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","835.9450000025681","sequential-stimulus-presentation","75","397174","0.0-20.0-1.1","SS1617819306516","trial","","40","1000","1835.9450000025681","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","","","","",""
"","null","html-keyboard-response","76","398479","0.0-20.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","563.1700000012643","sequential-stimulus-presentation","77","400046","0.0-20.0-1.2","SS1617819306516","trial","","40","1000","1563.1700000012643","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","","","","",""
"","null","html-keyboard-response","78","400967","0.0-20.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1044.754999998957","sequential-stimulus-presentation","79","403022","0.0-20.0-1.3","SS1617819306516","trial","","40","1000","2044.754999998957","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","80","404059","0.0-20.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","741.8699999980163","sequential-stimulus-presentation","81","405806","0.0-20.0-1.4","SS1617819306516","trial","","40","1000","1741.8699999980163","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","","","","",""
"","null","html-keyboard-response","82","406902","0.0-20.0-0.5","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","530.2049999991432","sequential-stimulus-presentation","83","408438","0.0-20.0-1.5","SS1617819306516","trial","","40","1000","1530.2049999991432","images/stimuli/spore_stims/complex_16_A_b.gif","images/stimuli/spore_stims/complex_12_A_a.gif","","6","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","2437.1050000008545","survey-multi-choice","84","410877","0.0-21.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""5""}","[0]","5","",""
"","null","html-keyboard-response","85","412128","0.0-22.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","545.7999999998719","sequential-stimulus-presentation","86","413685","0.0-22.0-1.0","SS1617819306516","trial","","40","1000","1545.799999999872","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_a.gif","","","","",""
"","null","html-keyboard-response","87","414795","0.0-22.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","310.97500000032596","sequential-stimulus-presentation","88","416110","0.0-22.0-1.1","SS1617819306516","trial","","40","1000","1310.975000000326","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_a.gif","","","","",""
"","null","html-keyboard-response","89","417182","0.0-22.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","444.73999999900116","sequential-stimulus-presentation","90","418638","0.0-22.0-1.2","SS1617819306516","trial","","40","1000","1444.7399999990012","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_a.gif","","","","",""
"","null","html-keyboard-response","91","419886","0.0-22.0-0.3","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","211.77499999973224","sequential-stimulus-presentation","92","421102","0.0-22.0-1.3","SS1617819306516","trial","","40","1000","1211.7749999997322","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_a.gif","","","","",""
"","null","html-keyboard-response","93","422070","0.0-22.0-0.4","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","459.92000000120606","sequential-stimulus-presentation","94","423534","0.0-22.0-1.4","SS1617819306516","trial","","40","1000","1459.920000001206","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","95","424551","0.0-22.0-0.5","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","427.62500000029104","sequential-stimulus-presentation","96","425982","0.0-22.0-1.5","SS1617819306516","trial","","40","1000","1427.625000000291","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_03_A_a.gif","","7","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_a.gif","","","","",""
"","2509.9000000008964","survey-multi-choice","97","428494","0.0-23.0","SS1617819306516","math_question","","","","","","","","","","","{""Q0"":""7""}","[0]","7","",""
"","null","html-keyboard-response","98","429715","0.0-24.0-0.0","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","297.25999999942724","sequential-stimulus-presentation","99","431022","0.0-24.0-1.0","SS1617819306516","trial","","40","1000","1297.2599999994272","images/stimuli/spore_stims/simple_03_A_b.gif","images/stimuli/spore_stims/simple_10_A_a.gif","","8","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_a.gif","","","","",""
"","null","html-keyboard-response","100","431867","0.0-24.0-0.1","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","294.69500000053085","sequential-stimulus-presentation","101","433166","0.0-24.0-1.1","SS1617819306516","trial","","40","1000","1294.6950000005309","images/stimuli/spore_stims/simple_03_A_b.gif","images/stimuli/spore_stims/simple_10_A_a.gif","","8","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","102","434393","0.0-24.0-0.2","SS1617819306516","","","null","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
