"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","365394","0.0-0.0","SS1631897817375","","","","","","","","","","","","","","","",""
"","survey-text","1","379685","0.0-1.0","SS1631897817375","14287.800000071526","{""Age"":""239"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","395994","0.0-2.0","SS1631897817375","16307.399999976158","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","400664","0.0-3.0","SS1631897817375","4668.699999928474","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","446930","0.0-4.0","SS1631897817375","46266.300000071526","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","5","483784","0.0-5.0","SS1631897817375","36854","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","492221","0.0-6.0","SS1631897817375","8436.299999952316","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","542128","0.0-7.0","SS1631897817375","49906.799999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","8","543257","0.0-8.0","SS1631897817375","1128.8000000715256","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","9","545614","0.0-9.0","SS1631897817375","2355.8000000715256","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","instructions","10","603506","0.0-10.0","SS1631897817375","57892.700000047684","","","","[{""page_index"":0,""viewing_time"":57892.200000047684}]","","","","","","","","","","",""
"","video-keyboard-response","11","608168","0.0-11.0","SS1631897817375","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","609845","0.0-12.0-0.0","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","615852","0.0-12.0-1.0","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","14","616709","0.0-12.0-0.1","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","622720","0.0-12.0-1.1","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","16","624352","0.0-12.0-0.2","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","630361","0.0-12.0-1.2","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","18","632273","0.0-12.0-0.3","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","19","638283","0.0-12.0-1.3","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","20","639771","0.0-12.0-0.4","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","21","645778","0.0-12.0-1.4","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","22","646714","0.0-12.0-0.5","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","23","652719","0.0-12.0-1.5","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","24","655102","0.0-12.0-0.6","SS1631897817375","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","25","661110","0.0-12.0-1.6","SS1631897817375","null","","","null","","trial","","1000","1000","17","0","Dev","stimuli/images/spore_stims/complex_01_A.gif","7","",""
"","html-keyboard-response","26","661843","0.0-12.0-0.7","SS1631897817375","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
