"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","281879","0.0-0.0","SS1632331702319","","","","","","","","","","","","","","","",""
"","survey-text","1","299264","0.0-1.0","SS1632331702319","17383","{""Age"":""329"",""Gender"":""M"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","323490","0.0-2.0","SS1632331702319","24224.600000023842","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","327404","0.0-3.0","SS1632331702319","3913.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","376653","0.0-4.0","SS1632331702319","49249","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","5","428424","0.0-5.0","SS1632331702319","51771.200000047684","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","435535","0.0-6.0","SS1632331702319","7109.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","37","","","","","","","","","","","",""
"","html-keyboard-response","7","445344","0.0-7.0","SS1632331702319","9809.199999928474","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","8","445614","0.0-8.0","SS1632331702319","268.6999999284744","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","9","462085","0.0-9.0","SS1632331702319","16471","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","instructions","10","526867","0.0-10.0","SS1632331702319","64781.89999997616","","","","[{""page_index"":0,""viewing_time"":64781.5}]","","","","","","","","","","",""
"","video-keyboard-response","11","531523","0.0-11.0","SS1632331702319","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","533072","0.0-12.0-0.0","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","539077","0.0-12.0-1.0","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","14","541495","0.0-12.0-0.1","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","547503","0.0-12.0-1.1","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","16","549187","0.0-12.0-0.2","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","555195","0.0-12.0-1.2","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","18","557056","0.0-12.0-0.3","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","19","563062","0.0-12.0-1.3","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","20","564081","0.0-12.0-0.4","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","21","570092","0.0-12.0-1.4","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","22","571408","0.0-12.0-0.5","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","23","577413","0.0-12.0-1.5","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","24","578281","0.0-12.0-0.6","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","25","584287","0.0-12.0-1.6","SS1632331702319","null","","","null","","trial","","1000","1000","29","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","26","585865","0.0-12.0-0.7","SS1632331702319","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","27","603045","0.0-12.0-1.7","SS1632331702319","68968.70000004768","","","40","","trial","","1000","69968.70000004768","29","0","Dev","stimuli/images/spore_stims/complex_04_A.gif","7","",""
"","html-keyboard-response","28","604662","0.0-13.0","SS1632331702319","1616.3999999761581","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""1200"" height = ""918"" ></p>","40","","between_block","","","","","","","","","",""
"","video-keyboard-response","29","609278","0.0-14.0","SS1632331702319","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","30","611595","0.0-15.0-0.0","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","31","617603","0.0-15.0-1.0","SS1632331702319","null","","","null","","trial","","1000","1000","29","1","Std","stimuli/images/spore_stims/complex_05_A.gif","3","",""
"","html-keyboard-response","32","618164","0.0-15.0-0.1","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","33","624170","0.0-15.0-1.1","SS1632331702319","null","","","null","","trial","","1000","1000","29","1","Std","stimuli/images/spore_stims/complex_05_A.gif","3","",""
"","html-keyboard-response","34","625788","0.0-15.0-0.2","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","35","631797","0.0-15.0-1.2","SS1632331702319","null","","","null","","trial","","1000","1000","29","1","Std","stimuli/images/spore_stims/complex_05_A.gif","3","",""
"","html-keyboard-response","36","633193","0.0-15.0-0.3","SS1632331702319","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","37","652766","0.0-15.0-1.3","SS1632331702319","40165.300000071526","","","40","","trial","","1000","41165.300000071526","29","1","Std","stimuli/images/spore_stims/complex_05_A.gif","3","",""
"","html-keyboard-response","38","667255","0.0-16.0","SS1632331702319","14488.399999976158","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""1200"" height = ""918"" ></p>","40","","between_block","","","","","","","","","",""
"","video-keyboard-response","39","671906","0.0-17.0","SS1632331702319","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","40","672655","0.0-18.0-0.0","SS1632331702319","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","41","678662","0.0-18.0-1.0","SS1632331702319","null","","","null","","trial","","1000","1000","29","2","Std","stimuli/images/spore_stims/complex_12_A.gif","7","",""
