"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","288589","0.0-0.0","SS1631222994426","","","","","","","","","","","","","","","",""
"","survey-text","1","291666","0.0-1.0","SS1631222994426","3074.100000023842","{""Age"":""217"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","312839","0.0-2.0","SS1631222994426","21171.699999928474","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","317565","0.0-3.0","SS1631222994426","4724.699999928474","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","404071","0.0-4.0","SS1631222994426","86505.19999992847","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","431813","0.0-5.0","SS1631222994426","27742.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","441622","0.0-6.0","SS1631222994426","9808","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","454538","0.0-7.0","SS1631222994426","12915.399999976158","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","8","454920","0.0-8.0","SS1631222994426","381.6999999284744","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","9","497420","0.0-9.0","SS1631222994426","42499.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","instructions","10","512244","0.0-10.0","SS1631222994426","14823.900000095367","","","","[{""page_index"":0,""viewing_time"":14823.5}]","","","","","","","","","","",""
"","video-keyboard-response","11","516914","0.0-11.0","SS1631222994426","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","517962","0.0-12.0-0.0","SS1631222994426","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
