"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","1808","0.0-0.0","SS1630682185201","","","","","","","","","","","","","","","",""
"","survey-text","1","4981","0.0-1.0","SS1630682185201","3169.900000035763","{""Age"":""216"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","5553","0.0-2.0","SS1630682185201","571.1999999880791","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","5778","0.0-3.0","SS1630682185201","223.69999998807907","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","5952","0.0-4.0","SS1630682185201","174","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","6277","0.0-5.0","SS1630682185201","324.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","6451","0.0-6.0","SS1630682185201","173.60000002384186","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","6627","0.0-7.0","SS1630682185201","174.89999997615814","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","8","6928","0.0-8.0","SS1630682185201","300.69999998807907","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","9","7426","0.0-9.0","SS1630682185201","497.5999999642372","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","instructions","10","41898","0.0-10.0","SS1630682185201","34471.10000002384","","","","[{""page_index"":0,""viewing_time"":34470.69999998808}]","","","","","","","","","","",""
"","video-keyboard-response","11","46550","0.0-11.0","SS1630682185201","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","47192","0.0-12.0-0.0","SS1630682185201","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","53199","0.0-12.0-1.0","SS1630682185201","null","","","null","","trial","","1000","1000","8","0","Std","stimuli/images/spore_stims/simple_12_A.gif","5","",""
"","html-keyboard-response","14","53822","0.0-12.0-0.1","SS1630682185201","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","59824","0.0-12.0-1.1","SS1630682185201","null","","","null","","trial","","1000","1000","8","0","Std","stimuli/images/spore_stims/simple_12_A.gif","5","",""
"","html-keyboard-response","16","61861","0.0-12.0-0.2","SS1630682185201","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
