"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","710111","0.0-0.0","SS1633038371007","","","","","","","","","","","","","","","",""
"","survey-text","1","738668","0.0-1.0","SS1633038371007","28552.700000047684","{""Age"":""242"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","744685","0.0-2.0","SS1633038371007","6012.5","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","751829","0.0-3.0","SS1633038371007","7141","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","796342","0.0-4.0","SS1633038371007","44512","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","814363","0.0-5.0","SS1633038371007","18020.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","827536","0.0-6.0","SS1633038371007","13172.399999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","857941","0.0-7.0","SS1633038371007","30404.100000023842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","8","859311","0.0-8.0","SS1633038371007","1370.0999999046326","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","9","863570","0.0-9.0","SS1633038371007","4258.100000023842","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","instructions","10","933834","0.0-10.0","SS1633038371007","70264","","","","[{""page_index"":0,""viewing_time"":70263.39999997616}]","","","","","","","","","","",""
"","video-keyboard-response","11","938539","0.0-11.0","SS1633038371007","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","939732","0.0-12.0-0.0","SS1633038371007","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""800"" height = ""800"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","945744","0.0-12.0-1.0","SS1633038371007","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","7","",""
