"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","2592","0.0-0.0","SS1630614573309","","","","","","","","","","","","","","","",""
"","survey-text","1","169266","0.0-1.0","SS1630614573309","166671.19999998808","{""Age"":""246"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","182744","0.0-2.0","SS1630614573309","13477.099999964237","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","187511","0.0-3.0","SS1630614573309","4765.900000035763","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","283471","0.0-4.0","SS1630614573309","95959.60000002384","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","5","313372","0.0-5.0","SS1630614573309","29901","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","323794","0.0-6.0","SS1630614573309","10421.100000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","335331","0.0-7.0","SS1630614573309","11537.099999964237","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","8","347390","0.0-8.0","SS1630614573309","12057.800000011921","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","9","362015","0.0-9.0","SS1630614573309","14624.400000035763","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","instructions","10","409379","0.0-10.0","SS1630614573309","47363.30000001192","","","","[{""page_index"":0,""viewing_time"":47362.700000047684}]","","","","","","","","","","",""
"","video-keyboard-response","11","414037","0.0-11.0","SS1630614573309","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","416139","0.0-12.0-0.0","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","422146","0.0-12.0-1.0","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","14","423262","0.0-12.0-0.1","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","429270","0.0-12.0-1.1","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","16","431594","0.0-12.0-0.2","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","437604","0.0-12.0-1.2","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","18","438654","0.0-12.0-0.3","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","19","444661","0.0-12.0-1.3","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","20","445620","0.0-12.0-0.4","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","21","451624","0.0-12.0-1.4","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","22","452625","0.0-12.0-0.5","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","23","458633","0.0-12.0-1.5","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","24","459663","0.0-12.0-0.6","SS1630614573309","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","25","465671","0.0-12.0-1.6","SS1630614573309","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/complex_03_A.gif","7","",""
"","html-keyboard-response","26","466383","0.0-12.0-0.7","SS1630614573309","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","27","527276","0.0-12.0-1.7","SS1630614573309","110133.30000001192","","","40","","trial","","1000","111133.30000001192","5","0","Dev","stimuli/images/spore_stims/complex_04_A.gif","7","",""
