"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","2894","0.0-0.0","SS1631217795342","","","","","","","","","","","","","","","",""
"","survey-text","1","7116","0.0-1.0","SS1631217795342","4219.399999976158","{""Age"":""272"",""Gender"":""M"",""Session"":""2""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","21090","0.0-2.0","SS1631217795342","13972.699999928474","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","24441","0.0-3.0","SS1631217795342","3350.3000000715256","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","47009","0.0-4.0","SS1631217795342","22567.5","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","56865","0.0-5.0","SS1631217795342","9855.399999976158","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","64244","0.0-6.0","SS1631217795342","7379.100000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","69935","0.0-7.0","SS1631217795342","5690.100000023842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","8","70474","0.0-8.0","SS1631217795342","538.3999999761581","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","9","91736","0.0-9.0","SS1631217795342","21261.300000071526","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","instructions","10","95445","0.0-10.0","SS1631217795342","3708.8000000715256","","","","[{""page_index"":0,""viewing_time"":3708.3000000715256}]","","","","","","","","","","",""
"","video-keyboard-response","11","100150","0.0-11.0","SS1631217795342","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","102424","0.0-12.0-0.0","SS1631217795342","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","108432","0.0-12.0-1.0","SS1631217795342","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/simple_07_A.gif","7","",""
"","html-keyboard-response","14","110221","0.0-12.0-0.1","SS1631217795342","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","116226","0.0-12.0-1.1","SS1631217795342","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/simple_07_A.gif","7","",""
"","html-keyboard-response","16","117117","0.0-12.0-0.2","SS1631217795342","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","123124","0.0-12.0-1.2","SS1631217795342","null","","","null","","trial","","1000","1000","5","0","Dev","stimuli/images/spore_stims/simple_07_A.gif","7","",""
