"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","question_order","question_stimuli","block_index","stimulus_left","stimulus_right"
"null","","html-keyboard-response","18","25596","0.0-8.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"208.89999997615814","","stimuli-presentation","19","26309","0.0-8.0-1.5","SS1630643047343","","","trial","","40","500","708.8999999761581","images/stimuli/simple_08_A_a.gif","images/stimuli/simple_20_A_a.gif","self_paced","510","","0","simple_dissimilar","images/stimuli/simple_20_A_a.gif","","","","",""
"2231.5999999046326","{""Q0"":""Yes""}","survey-multi-choice","20","28542","0.0-9.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/simple_20_A_a.gif","0","",""
"null","","html-keyboard-response","21","29541","0.0-10.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"494.2000000476837","","stimuli-presentation","22","30539","0.0-10.0-1.0","SS1630643047343","","","trial","","40","500","994.2000000476837","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_13_A_a.gif","","","","",""
"null","","html-keyboard-response","23","31678","0.0-10.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"280.3000000715256","","stimuli-presentation","24","32466","0.0-10.0-1.1","SS1630643047343","","","trial","","40","500","780.3000000715256","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_13_A_a.gif","","","","",""
"null","","html-keyboard-response","25","33592","0.0-10.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"449.1999999284744","","stimuli-presentation","26","34546","0.0-10.0-1.2","SS1630643047343","","","trial","","40","500","949.1999999284744","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_13_A_a.gif","","","","",""
"null","","html-keyboard-response","27","35698","0.0-10.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"91.39999997615814","","stimuli-presentation","28","36294","0.0-10.0-1.3","SS1630643047343","","","trial","","40","500","591.3999999761581","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_06_A_a.gif","","","","",""
"null","","html-keyboard-response","29","37490","0.0-10.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"202.5","","stimuli-presentation","30","38202","0.0-10.0-1.4","SS1630643047343","","","trial","","40","500","702.5","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_13_A_a.gif","","","","",""
"null","","html-keyboard-response","31","39250","0.0-10.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"748.3999999761581","","stimuli-presentation","32","40504","0.0-10.0-1.5","SS1630643047343","","","trial","","40","500","1248.3999999761581","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_13_A_a.gif","self_paced","780","","1","complex_dissimilar","images/stimuli/complex_13_A_a.gif","","","","",""
"4422.199999928474","{""Q0"":""Yes""}","survey-multi-choice","33","44929","0.0-11.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/complex_13_A_a.gif","1","",""
"null","","html-keyboard-response","34","45939","0.0-12.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"88.30000007152557","","stimuli-presentation","35","46534","0.0-12.0-1.0","SS1630643047343","","","trial","","40","500","588.3000000715256","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_09_A_a.gif","","","","",""
"null","","html-keyboard-response","36","47438","0.0-12.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"46.300000071525574","","stimuli-presentation","37","47995","0.0-12.0-1.1","SS1630643047343","","","trial","","40","500","546.3000000715256","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_09_A_a.gif","","","","",""
"null","","html-keyboard-response","38","49006","0.0-12.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"331.8000000715256","","stimuli-presentation","39","49844","0.0-12.0-1.2","SS1630643047343","","","trial","","40","500","831.8000000715256","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_09_A_a.gif","","","","",""
"null","","html-keyboard-response","40","50732","0.0-12.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"97.39999997615814","","stimuli-presentation","41","51334","0.0-12.0-1.3","SS1630643047343","","","trial","","40","500","597.3999999761581","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_07_A_a.gif","","","","",""
"null","","html-keyboard-response","42","52193","0.0-12.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"298.3000000715256","","stimuli-presentation","43","52997","0.0-12.0-1.4","SS1630643047343","","","trial","","40","500","798.3000000715256","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_09_A_a.gif","","","","",""
"null","","html-keyboard-response","44","54218","0.0-12.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"190.5","","stimuli-presentation","45","54913","0.0-12.0-1.5","SS1630643047343","","","trial","","40","500","690.5","images/stimuli/simple_07_A_a.gif","images/stimuli/simple_09_A_a.gif","self_paced","730","","2","simple_dissimilar","images/stimuli/simple_09_A_a.gif","","","","",""
"2388.600000023842","{""Q0"":""Yes""}","survey-multi-choice","46","57304","0.0-13.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/simple_04_A_a.gif","2","",""
"null","","html-keyboard-response","47","58507","0.0-14.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"1001","","stimuli-presentation","48","60015","0.0-14.0-1.0","SS1630643047343","","","trial","","40","500","1501","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_05_A_a.gif","","","","",""
"null","","html-keyboard-response","49","60979","0.0-14.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"246.79999995231628","","stimuli-presentation","50","61731","0.0-14.0-1.1","SS1630643047343","","","trial","","40","500","746.7999999523163","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_05_A_a.gif","","","","",""
"null","","html-keyboard-response","51","62814","0.0-14.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"489.60000002384186","","stimuli-presentation","52","63809","0.0-14.0-1.2","SS1630643047343","","","trial","","40","500","989.6000000238419","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_05_A_a.gif","","","","",""
"null","","html-keyboard-response","53","64823","0.0-14.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"75.29999995231628","","stimuli-presentation","54","65406","0.0-14.0-1.3","SS1630643047343","","","trial","","40","500","575.2999999523163","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_05_A_a.gif","","","","",""
"null","","html-keyboard-response","55","66259","0.0-14.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"191.89999997615814","","stimuli-presentation","56","66959","0.0-14.0-1.4","SS1630643047343","","","trial","","40","500","691.8999999761581","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_05_A_a.gif","","","","",""
"null","","html-keyboard-response","57","67962","0.0-14.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"65.70000004768372","","stimuli-presentation","58","68533","0.0-14.0-1.5","SS1630643047343","","","trial","","40","500","565.7000000476837","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_05_A_a.gif","self_paced","440","","3","simple_dissimilar","images/stimuli/simple_19_A_a.gif","","","","",""
"2566.5","{""Q0"":""Yes""}","survey-multi-choice","59","71102","0.0-15.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/simple_05_A_a.gif","3","",""
"null","","html-keyboard-response","60","71977","0.0-16.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"3.600000023841858","","stimuli-presentation","61","72488","0.0-16.0-1.0","SS1630643047343","","","trial","","40","500","503.60000002384186","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_12_A_a.gif","","","","",""
"null","","html-keyboard-response","62","73406","0.0-16.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"24802.399999976158","","stimuli-presentation","63","98716","0.0-16.0-1.1","SS1630643047343","","","trial","","40","500","25302.399999976158","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_10_A_a.gif","","","","",""
"null","","html-keyboard-response","64","99999","0.0-16.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"6240.899999976158","","stimuli-presentation","65","106745","0.0-16.0-1.2","SS1630643047343","","","trial","","40","500","6740.899999976158","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_12_A_a.gif","","","","",""
"null","","html-keyboard-response","66","107656","0.0-16.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"846","","stimuli-presentation","67","109007","0.0-16.0-1.3","SS1630643047343","","","trial","","40","500","1346","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_12_A_a.gif","","","","",""
"null","","html-keyboard-response","68","110010","0.0-16.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"76.89999997615814","","stimuli-presentation","69","110595","0.0-16.0-1.4","SS1630643047343","","","trial","","40","500","576.8999999761581","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_12_A_a.gif","","","","",""
"null","","html-keyboard-response","70","111429","0.0-16.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"353.09999990463257","","stimuli-presentation","71","112290","0.0-16.0-1.5","SS1630643047343","","","trial","","40","500","853.0999999046326","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_12_A_a.gif","self_paced","860","","4","complex_dissimilar","images/stimuli/complex_12_A_a.gif","","","","",""
"3421.1999999284744","{""Q0"":""Yes""}","survey-multi-choice","72","115714","0.0-17.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/complex_12_A_a.gif","4","",""
"null","","html-keyboard-response","73","116668","0.0-18.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"462.89999997615814","","stimuli-presentation","74","117638","0.0-18.0-1.0","SS1630643047343","","","trial","","40","500","962.8999999761581","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_11_A_a.gif","","","","",""
"null","","html-keyboard-response","75","118755","0.0-18.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"198.5","","stimuli-presentation","76","119459","0.0-18.0-1.1","SS1630643047343","","","trial","","40","500","698.5","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_14_A_a.gif","","","","",""
"null","","html-keyboard-response","77","120276","0.0-18.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"392.5","","stimuli-presentation","78","121174","0.0-18.0-1.2","SS1630643047343","","","trial","","40","500","892.5","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_11_A_a.gif","","","","",""
"null","","html-keyboard-response","79","122204","0.0-18.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"132.10000002384186","","stimuli-presentation","80","122846","0.0-18.0-1.3","SS1630643047343","","","trial","","40","500","632.1000000238419","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_11_A_a.gif","","","","",""
"null","","html-keyboard-response","81","123703","0.0-18.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"81.69999992847443","","stimuli-presentation","82","124291","0.0-18.0-1.4","SS1630643047343","","","trial","","40","500","581.6999999284744","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_11_A_a.gif","","","","",""
"null","","html-keyboard-response","83","125349","0.0-18.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"28.200000047683716","","stimuli-presentation","84","125883","0.0-18.0-1.5","SS1630643047343","","","trial","","40","500","528.2000000476837","images/stimuli/simple_14_A_a.gif","images/stimuli/simple_11_A_a.gif","self_paced","170","","5","simple_dissimilar","images/stimuli/simple_11_A_a.gif","","","","",""
"2386.7000000476837","{""Q0"":""Yes""}","survey-multi-choice","85","128273","0.0-19.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/simple_11_A_a.gif","5","",""
"null","","html-keyboard-response","86","129331","0.0-20.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"63.199999928474426","","stimuli-presentation","87","129901","0.0-20.0-1.0","SS1630643047343","","","trial","","40","500","563.1999999284744","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"null","","html-keyboard-response","88","131186","0.0-20.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"10","","stimuli-presentation","89","131707","0.0-20.0-1.1","SS1630643047343","","","trial","","40","500","510","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"null","","html-keyboard-response","90","132743","0.0-20.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"360.2000000476837","","stimuli-presentation","91","133608","0.0-20.0-1.2","SS1630643047343","","","trial","","40","500","860.2000000476837","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"null","","html-keyboard-response","92","134752","0.0-20.0-0.3","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"296.2000000476837","","stimuli-presentation","93","135556","0.0-20.0-1.3","SS1630643047343","","","trial","","40","500","796.2000000476837","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"null","","html-keyboard-response","94","136811","0.0-20.0-0.4","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"50.299999952316284","","stimuli-presentation","95","137364","0.0-20.0-1.4","SS1630643047343","","","trial","","40","500","550.2999999523163","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"null","","html-keyboard-response","96","138648","0.0-20.0-0.5","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"981.7999999523163","","stimuli-presentation","97","140141","0.0-20.0-1.5","SS1630643047343","","","trial","","40","500","1481.7999999523163","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_19_A_a.gif","self_paced","810","","6","complex_dissimilar","images/stimuli/complex_19_A_a.gif","","","","",""
"2047.2000000476837","{""Q0"":""Yes""}","survey-multi-choice","98","142190","0.0-21.0","SS1630643047343","","","memory_test","","","","","","","","","","","","","[0]","images/stimuli/complex_11_A_a.gif","6","",""
"null","","html-keyboard-response","99","143154","0.0-22.0-0.0","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"497.89999997615814","","stimuli-presentation","100","144158","0.0-22.0-1.0","SS1630643047343","","","trial","","40","500","997.8999999761581","images/stimuli/complex_02_A_a.gif","images/stimuli/complex_04_A_a.gif","self_paced","770","","7","complex_dissimilar","images/stimuli/complex_04_A_a.gif","","","","",""
"null","","html-keyboard-response","101","145155","0.0-22.0-0.1","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"541.8000000715256","","stimuli-presentation","102","146206","0.0-22.0-1.1","SS1630643047343","","","trial","","40","500","1041.8000000715256","images/stimuli/complex_02_A_a.gif","images/stimuli/complex_04_A_a.gif","self_paced","770","","7","complex_dissimilar","images/stimuli/complex_04_A_a.gif","","","","",""
"null","","html-keyboard-response","103","147049","0.0-22.0-0.2","SS1630643047343","","","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"629","","stimuli-presentation","104","148186","0.0-22.0-1.2","SS1630643047343","","","trial","","40","500","1129","images/stimuli/complex_02_A_a.gif","images/stimuli/complex_04_A_a.gif","self_paced","770","","7","complex_dissimilar","images/stimuli/complex_04_A_a.gif","","","","",""
