"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","1779","0.0-0.0","SS1626813166285","","","","","","","","","","","","","",""
"","survey-text","1","5099","0.0-1.0","SS1626813166285","3317.4000000953674","{""Age"":""243"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","11240","0.0-2.0","SS1626813166285","6139.899999856949","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","16686","0.0-3.0","SS1626813166285","5444.100000143051","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","82452","0.0-4.0","SS1626813166285","65765.70000004768","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","107962","0.0-5.0","SS1626813166285","25508.699999809265","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","116787","0.0-6.0","SS1626813166285","8824.200000047684","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","152292","0.0-7.0","SS1626813166285","35504.59999990463","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","152806","0.0-8.0","SS1626813166285","513","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","153191","0.0-9.0","SS1626813166285","383.7999999523163","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","153774","0.0-10.0","SS1626813166285","582.8000001907349","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","192009","0.0-11.0","SS1626813166285","38234.200000047684","","","","[{""page_index"":0,""viewing_time"":38233.5}]","","","","","","","","",""
"","video-keyboard-response","12","196698","0.0-12.0","SS1626813166285","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","198340","0.0-13.0-0.0","SS1626813166285","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","204345","0.0-13.0-1.0","SS1626813166285","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","left"
"","html-keyboard-response","15","206751","0.0-13.0-0.1","SS1626813166285","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","212758","0.0-13.0-1.1","SS1626813166285","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","left"
