"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","110318","0.0-0.0","SS1619963970445","","","","","","","","","","","","","",""
"","survey-text","1","120073","0.0-1.0","SS1619963970445","9750.619999991613","{""Age"":""297"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","138203","0.0-2.0","SS1619963970445","18128.364999996847","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","142771","0.0-3.0","SS1619963970445","4566.88500000746","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","281636","0.0-4.0","SS1619963970445","138865.53500000446","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","311177","0.0-5.0","SS1619963970445","29541.305000006105","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","322676","0.0-6.0","SS1619963970445","11497.690000003786","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","358900","0.0-7.0","SS1619963970445","36223.63999999652","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","359551","0.0-8.0","SS1619963970445","650.4999999888241","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","360476","0.0-9.0","SS1619963970445","924.2599999997765","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","361239","0.0-10.0","SS1619963970445","762.2899999987567","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","442227","0.0-11.0","SS1619963970445","80987.54499999632","","","","[{""page_index"":0,""viewing_time"":80987.28499999561}]","","","","","","","","",""
"","video-keyboard-response","12","446866","0.0-12.0","SS1619963970445","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","449000","0.0-13.0-0.0","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","455006","0.0-13.0-1.0","SS1619963970445","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","15","455587","0.0-13.0-0.1","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","461594","0.0-13.0-1.1","SS1619963970445","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","17","463830","0.0-13.0-0.2","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","469837","0.0-13.0-1.2","SS1619963970445","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","19","470436","0.0-13.0-0.3","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","20","476443","0.0-13.0-1.3","SS1619963970445","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","21","477837","0.0-13.0-0.4","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","22","483844","0.0-13.0-1.4","SS1619963970445","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","23","484897","0.0-13.0-0.5","SS1619963970445","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","24","507711","0.0-13.0-1.5","SS1619963970445","57708.66499999829","","","40","","trial","","1000","58708.66499999829","3","0","Std","stimuli/images/spore_stims/simple_07_A.gif","right"
"","html-keyboard-response","25","508860","0.0-14.0","SS1619963970445","1147.2450000001118","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","26","513502","0.0-15.0","SS1619963970445","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","27","514630","0.0-16.0-0.0","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","28","520647","0.0-16.0-1.0","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","29","521375","0.0-16.0-0.1","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","30","527386","0.0-16.0-1.1","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","31","527921","0.0-16.0-0.2","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","32","533934","0.0-16.0-1.2","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","33","535502","0.0-16.0-0.3","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","34","541508","0.0-16.0-1.3","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","35","543599","0.0-16.0-0.4","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","36","549608","0.0-16.0-1.4","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","37","551263","0.0-16.0-0.5","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","38","557271","0.0-16.0-1.5","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","39","559506","0.0-16.0-0.6","SS1619963970445","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","40","565512","0.0-16.0-1.6","SS1619963970445","null","","","null","","trial","","1000","1000","3","1","Std","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","41","567865","0.0-16.0-0.7","SS1619963970445","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
