"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","3246","0.0-0.0","SS1627326535278","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","15971","0.0-1.0","SS1627326535278","[{""page_index"":0,""viewing_time"":12722}]","12723","","","","","","","","","","","","","","","","","","",""
"","instructions","2","30988","0.0-2.0","SS1627326535278","[{""page_index"":0,""viewing_time"":7543},{""page_index"":1,""viewing_time"":5471.000000000007}]","13015","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","42404","0.0-3.0","SS1627326535278","","10909.999999999993","","","40","500","11409.999999999993","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","52631","0.0-4.0","SS1627326535278","[{""page_index"":0,""viewing_time"":10226}]","10226","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","76202","0.0-5.0","SS1627326535278","","23068","","","40","500","23568","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","78696","0.0-6.0","SS1627326535278","","1987","","","40","500","2487","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","88623","0.0-7.0","SS1627326535278","[{""page_index"":0,""viewing_time"":9925}]","9925","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","93081","0.0-8.0","SS1627326535278","","4454","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","96565","0.0-9.0","SS1627326535278","","3481","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","109788","0.0-10.0","SS1627326535278","[{""page_index"":0,""viewing_time"":11800},{""page_index"":1,""viewing_time"":1420.0000000000146}]","13220.000000000015","instructions","","","","","","","","","","","","","","","","","",""
