"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2329","0.0-0.0","SS1627326879965","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","3854","0.0-1.0","SS1627326879965","[{""page_index"":0,""viewing_time"":1523}]","1523","","","","","","","","","","","","","","","","","","",""
"","instructions","2","8383","0.0-2.0","SS1627326879965","[{""page_index"":0,""viewing_time"":1248.0000000000018},{""page_index"":1,""viewing_time"":1279.9999999999982}]","2528","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","13889","0.0-3.0","SS1627326879965","","5003","","","40","500","5503","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","23286","0.0-4.0","SS1627326879965","[{""page_index"":0,""viewing_time"":9396}]","9396","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","43986","0.0-5.0","SS1627326879965","","20198","","","40","500","20698","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","46264","0.0-6.0","SS1627326879965","","1773","","","40","500","2273","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","52039","0.0-7.0","SS1627326879965","[{""page_index"":0,""viewing_time"":5773}]","5773","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","55392","0.0-8.0","SS1627326879965","","3350","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","60217","0.0-9.0","SS1627326879965","","4822.999999999993","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","69707","0.0-10.0","SS1627326879965","[{""page_index"":0,""viewing_time"":8021.999999999993},{""page_index"":1,""viewing_time"":1467}]","9488.999999999993","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","70684","0.0-11.0-0.0","SS1627326879965","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","73349","0.0-11.0-1.0","SS1627326879965","","1783","trial","","40","500","2283","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_b.gif","forced_short","880","","","","","","0","complex_dissimilar","images/stimuli/complex_05_A_b.gif","",""
"","html-keyboard-response","13","74153","0.0-11.0-0.1","SS1627326879965","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","92788","0.0-11.0-1.1","SS1627326879965","","18132","trial","","40","500","18632","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_b.gif","forced_short","880","","","","","","0","complex_dissimilar","images/stimuli/complex_05_A_b.gif","",""
"","html-keyboard-response","15","94054","0.0-11.0-0.2","SS1627326879965","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","105745","0.0-11.0-1.2","SS1627326879965","","11186","trial","","40","500","11686","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_b.gif","forced_short","880","","","","","","0","complex_dissimilar","images/stimuli/complex_05_A_b.gif","",""
"","html-keyboard-response","17","106914","0.0-11.0-0.3","SS1627326879965","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","122348","0.0-11.0-1.3","SS1627326879965","","14932","trial","","40","500","15432","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_b.gif","forced_short","880","","","","","","0","complex_dissimilar","images/stimuli/complex_05_A_b.gif","",""
