"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2297","0.0-0.0","SS1627326727628","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","4131","0.0-1.0","SS1627326727628","[{""page_index"":0,""viewing_time"":1830}]","1831","","","","","","","","","","","","","","","","","","",""
"","instructions","2","10679","0.0-2.0","SS1627326727628","[{""page_index"":0,""viewing_time"":2159},{""page_index"":1,""viewing_time"":2385}]","4545.000000000004","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","17297","0.0-3.0","SS1627326727628","","6112","","","40","500","6612","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","23615","0.0-4.0","SS1627326727628","[{""page_index"":0,""viewing_time"":6316}]","6316","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","26946","0.0-5.0","SS1627326727628","","2826","","","40","500","3326","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","28668","0.0-6.0","SS1627326727628","","1217","","","40","500","1717","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","30030","0.0-7.0","SS1627326727628","[{""page_index"":0,""viewing_time"":1359}]","1359","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","33035","0.0-8.0","SS1627326727628","","3001","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","35244","0.0-9.0","SS1627326727628","","2207","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","39267","0.0-10.0","SS1627326727628","[{""page_index"":0,""viewing_time"":3092},{""page_index"":1,""viewing_time"":929}]","4021","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","40371","0.0-11.0-0.0","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","41548","0.0-11.0-1.0","SS1627326727628","","990","trial","","40","500","1490","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","13","42526","0.0-11.0-0.1","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","46644","0.0-11.0-1.1","SS1627326727628","","3611","trial","","40","500","4111","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","15","47829","0.0-11.0-0.2","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","53713","0.0-11.0-1.2","SS1627326727628","","5378","trial","","40","500","5878","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","17","54868","0.0-11.0-0.3","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","58027","0.0-11.0-1.3","SS1627326727628","","2653.0000000000073","trial","","40","500","3153.0000000000073","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","19","59170","0.0-11.0-0.4","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","64421","0.0-11.0-1.4","SS1627326727628","","4745","trial","","40","500","5245","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","21","65512","0.0-11.0-0.5","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","70500","0.0-11.0-1.5","SS1627326727628","","4482","trial","","40","500","4982","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_17_A_a.gif","",""
"","html-keyboard-response","23","71753","0.0-11.0-0.6","SS1627326727628","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","75010","0.0-11.0-1.6","SS1627326727628","","2752","trial","","40","500","3252","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_17_A_a.gif","forced_short","180","","","","","","0","complex_dissimilar","images/stimuli/complex_16_A_b.gif","",""
