"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","4050","0.0-0.0","SS1627326946925","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","21271","0.0-1.0","SS1627326946925","[{""page_index"":0,""viewing_time"":17216.299999998882}]","17217.099999999627","","","","","","","","","","","","","","","","","","",""
"","instructions","2","41005","0.0-2.0","SS1627326946925","[{""page_index"":0,""viewing_time"":14161.5},{""page_index"":1,""viewing_time"":3563.2000000011176}]","17725","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","53748","0.0-3.0","SS1627326946925","","12234.599999999627","","","40","500","12734.599999999627","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","67793","0.0-4.0","SS1627326946925","[{""page_index"":0,""viewing_time"":14043.39999999851}]","14043.799999998882","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","72181","0.0-5.0","SS1627326946925","","3885.5","","","40","500","4385.5","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","74587","0.0-6.0","SS1627326946925","","1901.2999999988824","","","40","500","2401.2999999988824","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","83241","0.0-7.0","SS1627326946925","[{""page_index"":0,""viewing_time"":8651.60000000149}]","8652","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","86682","0.0-8.0","SS1627326946925","","3438","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","89012","0.0-9.0","SS1627326946925","","2327.9000000003725","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","116885","0.0-10.0","SS1627326946925","[{""page_index"":0,""viewing_time"":10576.700000001118},{""page_index"":1,""viewing_time"":17295.099999999627}]","27872.10000000149","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","118134","0.0-11.0-0.0","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","123989","0.0-11.0-1.0","SS1627326946925","","5524.9000000003725","trial","","40","500","6024.9000000003725","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","13","125288","0.0-11.0-0.1","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","135791","0.0-11.0-1.1","SS1627326946925","","9993","trial","","40","500","10493","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","15","136966","0.0-11.0-0.2","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","143486","0.0-11.0-1.2","SS1627326946925","","6003.300000000745","trial","","40","500","6503.300000000745","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","17","144683","0.0-11.0-0.3","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","153099","0.0-11.0-1.3","SS1627326946925","","7905.300000000745","trial","","40","500","8405.300000000745","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","19","154037","0.0-11.0-0.4","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","163029","0.0-11.0-1.4","SS1627326946925","","8482.5","trial","","40","500","8982.5","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","21","164247","0.0-11.0-0.5","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","171006","0.0-11.0-1.5","SS1627326946925","","6251.300000000745","trial","","40","500","6751.300000000745","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","23","171850","0.0-11.0-0.6","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","178387","0.0-11.0-1.6","SS1627326946925","","6030.200000001118","trial","","40","500","6530.200000001118","images/stimuli/complex_15_A_b.gif","images/stimuli/complex_13_A_b.gif","forced_short","320","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","survey-multi-choice","25","181896","0.0-12.0","SS1627326946925","","3505.7000000011176","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_17_A_a.gif","0","","","","","",""
"","survey-multi-choice","26","184794","0.0-13.0","SS1627326946925","","2893.5999999996275","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_13_A_b.gif","0","","","","","",""
"","html-keyboard-response","27","185868","0.0-14.0-0.0","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","28","190115","0.0-14.0-1.0","SS1627326946925","","3552.39999999851","trial","","40","500","4052.39999999851","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","29","191007","0.0-14.0-0.1","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","30","196183","0.0-14.0-1.1","SS1627326946925","","4661.4000000003725","trial","","40","500","5161.4000000003725","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","31","197317","0.0-14.0-0.2","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","32","202109","0.0-14.0-1.2","SS1627326946925","","4280.799999998882","trial","","40","500","4780.799999998882","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","33","203307","0.0-14.0-0.3","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","34","209168","0.0-14.0-1.3","SS1627326946925","","5344","trial","","40","500","5844","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_01_A_a.gif","",""
"","html-keyboard-response","35","210113","0.0-14.0-0.4","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","36","215633","0.0-14.0-1.4","SS1627326946925","","5005.5","trial","","40","500","5505.5","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","37","216655","0.0-14.0-0.5","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","38","220823","0.0-14.0-1.5","SS1627326946925","","3654.800000000745","trial","","40","500","4154.800000000745","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","39","222055","0.0-14.0-0.6","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","40","226342","0.0-14.0-1.6","SS1627326946925","","3767.5","trial","","40","500","4267.5","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","html-keyboard-response","41","227422","0.0-14.0-0.7","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","42","231112","0.0-14.0-1.7","SS1627326946925","","3178.800000000745","trial","","40","500","3678.800000000745","images/stimuli/complex_01_A_a.gif","images/stimuli/complex_10_A_a.gif","forced_short","680","","","","","","1","complex_dissimilar","images/stimuli/complex_10_A_a.gif","",""
"","survey-multi-choice","43","234258","0.0-15.0","SS1627326946925","","3142.199999999255","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_01_A_a.gif","1","","","","","",""
"","survey-multi-choice","44","236739","0.0-16.0","SS1627326946925","","2476.9000000003725","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_19_A_b.gif","1","","","","","",""
"","html-keyboard-response","45","238049","0.0-17.0-0.0","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","46","240973","0.0-17.0-1.0","SS1627326946925","","2374.2000000011176","trial","","40","500","2874.2000000011176","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_06_A_b.gif","",""
"","html-keyboard-response","47","241791","0.0-17.0-0.1","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","48","246089","0.0-17.0-1.1","SS1627326946925","","3791.199999999255","trial","","40","500","4291.199999999255","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_06_A_b.gif","",""
"","html-keyboard-response","49","247317","0.0-17.0-0.2","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","50","249905","0.0-17.0-1.2","SS1627326946925","","2069","trial","","40","500","2569","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_06_A_b.gif","",""
"","html-keyboard-response","51","250954","0.0-17.0-0.3","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","52","252519","0.0-17.0-1.3","SS1627326946925","","1055.800000000745","trial","","40","500","1555.800000000745","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_06_A_b.gif","",""
"","html-keyboard-response","53","253555","0.0-17.0-0.4","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","54","257237","0.0-17.0-1.4","SS1627326946925","","3169","trial","","40","500","3669","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_22_A_a.gif","",""
"","html-keyboard-response","55","258432","0.0-17.0-0.5","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","56","261234","0.0-17.0-1.5","SS1627326946925","","2287","trial","","40","500","2787","images/stimuli/complex_22_A_a.gif","images/stimuli/complex_06_A_b.gif","forced_short","540","","","","","","2","complex_dissimilar","images/stimuli/complex_06_A_b.gif","",""
"","html-keyboard-response","57","262417","0.0-17.0-0.6","SS1627326946925","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
