"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2867","0.0-0.0","SS1627326630212","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","11787","0.0-1.0","SS1627326630212","[{""page_index"":0,""viewing_time"":8916.799999999814}]","8917.799999999814","","","","","","","","","","","","","","","","","","",""
"","instructions","2","21408","0.0-2.0","SS1627326630212","[{""page_index"":0,""viewing_time"":5448.299999999814},{""page_index"":1,""viewing_time"":2165.9000000001397}]","7614.399999999907","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","25668","0.0-3.0","SS1627326630212","","3757.5999999998603","","","40","500","4257.59999999986","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","31351","0.0-4.0","SS1627326630212","[{""page_index"":0,""viewing_time"":5681.199999999953}]","5681.399999999907","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","41535","0.0-5.0","SS1627326630212","","9678.899999999907","","","40","500","10178.899999999907","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","44173","0.0-6.0","SS1627326630212","","2133.899999999907","","","40","500","2633.899999999907","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","49257","0.0-7.0","SS1627326630212","[{""page_index"":0,""viewing_time"":5082.100000000093}]","5082.40000000014","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","51245","0.0-8.0","SS1627326630212","","1984.0999999998603","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","52886","0.0-9.0","SS1627326630212","","1638.4000000001397","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","61929","0.0-10.0","SS1627326630212","[{""page_index"":0,""viewing_time"":8100.399999999907},{""page_index"":1,""viewing_time"":940.3000000000466}]","9041","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","63034","0.0-11.0-0.0","SS1627326630212","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","65578","0.0-11.0-1.0","SS1627326630212","","2075.3000000000466","trial","","40","500","2575.3000000000466","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_04_A_a.gif","forced_short","460","","","","","","0","complex_dissimilar","images/stimuli/complex_04_A_a.gif","",""
"","html-keyboard-response","13","66618","0.0-11.0-0.1","SS1627326630212","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","77756","0.0-11.0-1.1","SS1627326630212","","10625.299999999814","trial","","40","500","11125.299999999814","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_04_A_a.gif","forced_short","460","","","","","","0","complex_dissimilar","images/stimuli/complex_04_A_a.gif","",""
"","html-keyboard-response","15","78635","0.0-11.0-0.2","SS1627326630212","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","87043","0.0-11.0-1.2","SS1627326630212","","7902.5","trial","","40","500","8402.5","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_04_A_a.gif","forced_short","460","","","","","","0","complex_dissimilar","images/stimuli/complex_06_A_a.gif","",""
"","html-keyboard-response","17","88233","0.0-11.0-0.3","SS1627326630212","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","93139","0.0-11.0-1.3","SS1627326630212","","4401.5","trial","","40","500","4901.5","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_04_A_a.gif","forced_short","460","","","","","","0","complex_dissimilar","images/stimuli/complex_04_A_a.gif","",""
"","html-keyboard-response","19","94222","0.0-11.0-0.4","SS1627326630212","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","101402","0.0-11.0-1.4","SS1627326630212","","6672.100000000093","trial","","40","500","7172.100000000093","images/stimuli/complex_06_A_a.gif","images/stimuli/complex_04_A_a.gif","forced_short","460","","","","","","0","complex_dissimilar","images/stimuli/complex_04_A_a.gif","",""
