"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","6712","0.0-0.0","SS1627326765948","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","30746","0.0-1.0","SS1627326765948","[{""page_index"":0,""viewing_time"":24029.90000000596}]","24030.80000001192","","","","","","","","","","","","","","","","","","",""
"","instructions","2","50749","0.0-2.0","SS1627326765948","[{""page_index"":0,""viewing_time"":14309.300000011921},{""page_index"":1,""viewing_time"":3691}]","18000.69999998808","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","66571","0.0-3.0","SS1627326765948","","15317.700000017881","","","40","500","15817.700000017881","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","79368","0.0-4.0","SS1627326765948","[{""page_index"":0,""viewing_time"":12793.5}]","12793.800000011921","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","84072","0.0-5.0","SS1627326765948","","4189.5","","","40","500","4689.5","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","89603","0.0-6.0","SS1627326765948","","5027.399999976158","","","40","500","5527.399999976158","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","99186","0.0-7.0","SS1627326765948","[{""page_index"":0,""viewing_time"":9580.300000011921}]","9580.59999999404","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","102982","0.0-8.0","SS1627326765948","","3788.9000000059605","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","106624","0.0-9.0","SS1627326765948","","3639.699999988079","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","121897","0.0-10.0","SS1627326765948","[{""page_index"":0,""viewing_time"":13700.59999999404},{""page_index"":1,""viewing_time"":1569.9000000059605}]","15271","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","123073","0.0-11.0-0.0","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","126563","0.0-11.0-1.0","SS1627326765948","","2731.9000000059605","trial","","40","500","3231.9000000059605","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","13","127779","0.0-11.0-0.1","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","133695","0.0-11.0-1.1","SS1627326765948","","5410.5999999940395","trial","","40","500","5910.5999999940395","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","15","134730","0.0-11.0-0.2","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","139558","0.0-11.0-1.2","SS1627326765948","","4320.399999976158","trial","","40","500","4820.399999976158","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","17","140608","0.0-11.0-0.3","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","143615","0.0-11.0-1.3","SS1627326765948","","2501.199999988079","trial","","40","500","3001.199999988079","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","19","144506","0.0-11.0-0.4","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","149323","0.0-11.0-1.4","SS1627326765948","","4306.5","trial","","40","500","4806.5","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","21","150234","0.0-11.0-0.5","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","154542","0.0-11.0-1.5","SS1627326765948","","3802.2000000178814","trial","","40","500","4302.200000017881","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","23","155491","0.0-11.0-0.6","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","158898","0.0-11.0-1.6","SS1627326765948","","2901.5999999940395","trial","","40","500","3401.5999999940395","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","html-keyboard-response","25","160068","0.0-11.0-0.7","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","26","163130","0.0-11.0-1.7","SS1627326765948","","2556.0999999940395","trial","","40","500","3056.0999999940395","images/stimuli/complex_06_A_b.gif","images/stimuli/complex_19_A_a.gif","forced_short","750","","","","","","0","complex_dissimilar","images/stimuli/complex_19_A_a.gif","",""
"","survey-multi-choice","27","167801","0.0-12.0","SS1627326765948","","4668.5","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_18_A_b.gif","0","","","","","",""
"","survey-multi-choice","28","170449","0.0-13.0","SS1627326765948","","2645.600000023842","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_19_A_a.gif","0","","","","","",""
"","html-keyboard-response","29","171600","0.0-14.0-0.0","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","30","176302","0.0-14.0-1.0","SS1627326765948","","4086.5999999940395","trial","","40","500","4586.5999999940395","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","31","177581","0.0-14.0-0.1","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","32","185162","0.0-14.0-1.1","SS1627326765948","","7075.5","trial","","40","500","7575.5","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","33","186082","0.0-14.0-0.2","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","34","188769","0.0-14.0-1.2","SS1627326765948","","2180.300000011921","trial","","40","500","2680.300000011921","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","35","189856","0.0-14.0-0.3","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","36","196100","0.0-14.0-1.3","SS1627326765948","","5736.799999982119","trial","","40","500","6236.799999982119","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","37","197325","0.0-14.0-0.4","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","38","199971","0.0-14.0-1.4","SS1627326765948","","2139.5999999940395","trial","","40","500","2639.5999999940395","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","39","200820","0.0-14.0-0.5","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","40","204083","0.0-14.0-1.5","SS1627326765948","","2757.5","trial","","40","500","3257.5","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","41","205197","0.0-14.0-0.6","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","42","208132","0.0-14.0-1.6","SS1627326765948","","2429.2000000178814","trial","","40","500","2929.2000000178814","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","43","209059","0.0-14.0-0.7","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","44","210059","0.0-14.0-1.7","SS1627326765948","","493.89999997615814","trial","","40","500","993.8999999761581","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_09_A_b.gif","forced_short","610","","","","","","1","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","survey-multi-choice","45","213100","0.0-15.0","SS1627326765948","","3036.199999988079","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_12_A_a.gif","1","","","","","",""
"","survey-multi-choice","46","217449","0.0-16.0","SS1627326765948","","4346.4000000059605","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_17_A_a.gif","1","","","","","",""
"","html-keyboard-response","47","218548","0.0-17.0-0.0","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","48","220995","0.0-17.0-1.0","SS1627326765948","","2011.5999999940395","trial","","40","500","2511.5999999940395","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_13_A_b.gif","forced_short","430","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","49","222048","0.0-17.0-0.1","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","50","225212","0.0-17.0-1.1","SS1627326765948","","2658.699999988079","trial","","40","500","3158.699999988079","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_13_A_b.gif","forced_short","430","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","51","226035","0.0-17.0-0.2","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","52","227261","0.0-17.0-1.2","SS1627326765948","","717","trial","","40","500","1217","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_13_A_b.gif","forced_short","430","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","53","228521","0.0-17.0-0.3","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","54","233273","0.0-17.0-1.3","SS1627326765948","","4246","trial","","40","500","4746","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_13_A_b.gif","forced_short","430","","","","","","2","complex_dissimilar","images/stimuli/complex_16_A_a.gif","",""
"","html-keyboard-response","55","234260","0.0-17.0-0.4","SS1627326765948","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","56","241079","0.0-17.0-1.4","SS1627326765948","","6312.0999999940395","trial","","40","500","6812.0999999940395","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_13_A_b.gif","forced_short","430","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
