"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","4458","0.0-0.0","SS1627326541124","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","14890","0.0-1.0","SS1627326541124","[{""page_index"":0,""viewing_time"":10429.000000000004}]","10429.000000000004","","","","","","","","","","","","","","","","","","",""
"","instructions","2","26028","0.0-2.0","SS1627326541124","[{""page_index"":0,""viewing_time"":6009},{""page_index"":1,""viewing_time"":3127}]","9137","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","34742","0.0-3.0","SS1627326541124","","8210","","","40","500","8710","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","43819","0.0-4.0","SS1627326541124","[{""page_index"":0,""viewing_time"":9075}]","9075","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","47873","0.0-5.0","SS1627326541124","","3551","","","40","500","4051","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","50757","0.0-6.0","SS1627326541124","","2382","","","40","500","2882","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","53515","0.0-7.0","SS1627326541124","[{""page_index"":0,""viewing_time"":2757}]","2757","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","58070","0.0-8.0","SS1627326541124","","4553","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","60656","0.0-9.0","SS1627326541124","","2584","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","67032","0.0-10.0","SS1627326541124","[{""page_index"":0,""viewing_time"":5455.999999999993},{""page_index"":1,""viewing_time"":918}]","6374.999999999993","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","68125","0.0-11.0-0.0","SS1627326541124","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
