"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","8269","0.0-0.0","SS1627326901725","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","45751","0.0-1.0","SS1627326901725","[{""page_index"":0,""viewing_time"":37473}]","37473","","","","","","","","","","","","","","","","","","",""
"","instructions","2","82930","0.0-2.0","SS1627326901725","[{""page_index"":0,""viewing_time"":23984},{""page_index"":1,""viewing_time"":11190}]","35174","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","101901","0.0-3.0","SS1627326901725","","18465","","","40","500","18965","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","140138","0.0-4.0","SS1627326901725","[{""page_index"":0,""viewing_time"":38235}]","38235","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","187524","0.0-5.0","SS1627326901725","","46880","","","40","500","47380","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","189157","0.0-6.0","SS1627326901725","","1127","","","40","500","1627","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","206591","0.0-7.0","SS1627326901725","[{""page_index"":0,""viewing_time"":17432}]","17432","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","215788","0.0-8.0","SS1627326901725","","9195","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","220335","0.0-9.0","SS1627326901725","","4542","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","244031","0.0-10.0","SS1627326901725","[{""page_index"":0,""viewing_time"":21352},{""page_index"":1,""viewing_time"":2342}]","23694","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","245072","0.0-11.0-0.0","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","249398","0.0-11.0-1.0","SS1627326901725","","3998","trial","","40","500","4498","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","html-keyboard-response","13","250396","0.0-11.0-0.1","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","286580","0.0-11.0-1.1","SS1627326901725","","35674","trial","","40","500","36174","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","html-keyboard-response","15","287814","0.0-11.0-0.2","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","294425","0.0-11.0-1.2","SS1627326901725","","6100","trial","","40","500","6600","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","html-keyboard-response","17","295659","0.0-11.0-0.3","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","307451","0.0-11.0-1.3","SS1627326901725","","11285","trial","","40","500","11785","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_09_A_b.gif","",""
"","html-keyboard-response","19","308725","0.0-11.0-0.4","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","323115","0.0-11.0-1.4","SS1627326901725","","13881","trial","","40","500","14381","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","html-keyboard-response","21","324077","0.0-11.0-0.5","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","330147","0.0-11.0-1.5","SS1627326901725","","5564","trial","","40","500","6064","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","html-keyboard-response","23","330999","0.0-11.0-0.6","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","340899","0.0-11.0-1.6","SS1627326901725","","9385","trial","","40","500","9885","images/stimuli/complex_09_A_b.gif","images/stimuli/complex_08_A_a.gif","forced_short","310","","","","","","0","complex_dissimilar","images/stimuli/complex_08_A_a.gif","",""
"","survey-multi-choice","25","345282","0.0-12.0","SS1627326901725","","4380","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_08_A_a.gif","0","","","","","",""
"","survey-multi-choice","26","350722","0.0-13.0","SS1627326901725","","5436","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_16_A_a.gif","0","","","","","",""
"","html-keyboard-response","27","351801","0.0-14.0-0.0","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","28","357054","0.0-14.0-1.0","SS1627326901725","","4617","trial","","40","500","5117","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_06_A_a.gif","forced_short","620","","","","","","1","complex_dissimilar","images/stimuli/complex_06_A_a.gif","",""
"","html-keyboard-response","29","358297","0.0-14.0-0.1","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","30","365631","0.0-14.0-1.1","SS1627326901725","","6823","trial","","40","500","7323","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_06_A_a.gif","forced_short","620","","","","","","1","complex_dissimilar","images/stimuli/complex_06_A_a.gif","",""
"","html-keyboard-response","31","366635","0.0-14.0-0.2","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","32","373166","0.0-14.0-1.2","SS1627326901725","","6019","trial","","40","500","6519","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_06_A_a.gif","forced_short","620","","","","","","1","complex_dissimilar","images/stimuli/complex_06_A_a.gif","",""
"","html-keyboard-response","33","374383","0.0-14.0-0.3","SS1627326901725","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
