"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","4770","0.0-0.0","SS1627327142652","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","20647","0.0-1.0","SS1627327142652","[{""page_index"":0,""viewing_time"":15855.400000000023}]","15858.400000000023","","","","","","","","","","","","","","","","","","",""
"","instructions","2","39837","0.0-2.0","SS1627327142652","[{""page_index"":0,""viewing_time"":13256.899999999965},{""page_index"":1,""viewing_time"":3910.7000000000116}]","17168.79999999999","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","53548","0.0-3.0","SS1627327142652","","13202","","","40","500","13702","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","65833","0.0-4.0","SS1627327142652","[{""page_index"":0,""viewing_time"":12280.900000000023}]","12281.5","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","83436","0.0-5.0","SS1627327142652","","17090.29999999999","","","40","500","17590.29999999999","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","87449","0.0-6.0","SS1627327142652","","3507.899999999965","","","40","500","4007.899999999965","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","91284","0.0-7.0","SS1627327142652","[{""page_index"":0,""viewing_time"":3830.9000000000233}]","3832.2000000000116","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","95617","0.0-8.0","SS1627327142652","","4315.799999999988","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","101251","0.0-9.0","SS1627327142652","","5626","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","111174","0.0-10.0","SS1627327142652","[{""page_index"":0,""viewing_time"":7894.200000000012},{""page_index"":1,""viewing_time"":2023.2000000000116}]","9918","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","112427","0.0-11.0-0.0","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","114614","0.0-11.0-1.0","SS1627327142652","","2061.7999999999884","trial","","40","500","2561.7999999999884","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_18_A_b.gif","",""
"","html-keyboard-response","13","115889","0.0-11.0-0.1","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","189551","0.0-11.0-1.1","SS1627327142652","","73149.5","trial","","40","500","73649.5","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_18_A_b.gif","",""
"","html-keyboard-response","15","190608","0.0-11.0-0.2","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","193098","0.0-11.0-1.2","SS1627327142652","","1964.600000000035","trial","","40","500","2464.600000000035","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_18_A_b.gif","",""
"","html-keyboard-response","17","194128","0.0-11.0-0.3","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","195016","0.0-11.0-1.3","SS1627327142652","","380.0999999999767","trial","","40","500","880.0999999999767","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_18_A_b.gif","",""
"","html-keyboard-response","19","195849","0.0-11.0-0.4","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","201835","0.0-11.0-1.4","SS1627327142652","","5452.099999999977","trial","","40","500","5952.099999999977","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_16_A_a.gif","",""
"","html-keyboard-response","21","203009","0.0-11.0-0.5","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","203779","0.0-11.0-1.5","SS1627327142652","","250.20000000006985","trial","","40","500","750.2000000000698","images/stimuli/complex_16_A_a.gif","images/stimuli/complex_18_A_b.gif","forced_short","80","","","","","","0","complex_dissimilar","images/stimuli/complex_18_A_b.gif","",""
"","html-keyboard-response","23","204844","0.0-11.0-0.6","SS1627327142652","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
