"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2672","0.0-0.0","SS1627327162774","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","6273","0.0-1.0","SS1627327162774","[{""page_index"":0,""viewing_time"":3597.099999997765}]","3597.699999999255","","","","","","","","","","","","","","","","","","",""
"","instructions","2","13454","0.0-2.0","SS1627327162774","[{""page_index"":0,""viewing_time"":3892.39999999851},{""page_index"":1,""viewing_time"":1286}]","5178.89999999851","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","18161","0.0-3.0","SS1627327162774","","4202.400000002235","","","40","500","4702.400000002235","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","28269","0.0-4.0","SS1627327162774","[{""page_index"":0,""viewing_time"":10106.300000000745}]","10106.60000000149","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","30297","0.0-5.0","SS1627327162774","","1522.800000000745","","","40","500","2022.800000000745","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","32272","0.0-6.0","SS1627327162774","","1472.1000000014901","","","40","500","1972.1000000014901","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","36032","0.0-7.0","SS1627327162774","[{""page_index"":0,""viewing_time"":3757.60000000149}]","3758.10000000149","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","38348","0.0-8.0","SS1627327162774","","2310.7999999970198","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","40000","0.0-9.0","SS1627327162774","","1648.1000000014901","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","46274","0.0-10.0","SS1627327162774","[{""page_index"":0,""viewing_time"":5485.300000000745},{""page_index"":1,""viewing_time"":785.8999999985099}]","6271.599999997765","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","47357","0.0-11.0-0.0","SS1627327162774","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","50438","0.0-11.0-1.0","SS1627327162774","","2118.400000002235","trial","","40","500","2618.400000002235","images/stimuli/complex_13_A_a.gif","images/stimuli/complex_10_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_10_A_b.gif","",""
"","html-keyboard-response","13","51445","0.0-11.0-0.1","SS1627327162774","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","58568","0.0-11.0-1.1","SS1627327162774","","6616.300000000745","trial","","40","500","7116.300000000745","images/stimuli/complex_13_A_a.gif","images/stimuli/complex_10_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_13_A_a.gif","",""
"","html-keyboard-response","15","59714","0.0-11.0-0.2","SS1627327162774","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
