"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","3808","0.0-0.0","SS1627326535322","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","60674","0.0-1.0","SS1627326535322","[{""page_index"":0,""viewing_time"":56862.60000002384}]","56862.89999997616","","","","","","","","","","","","","","","","","","",""
"","instructions","2","104196","0.0-2.0","SS1627326535322","[{""page_index"":0,""viewing_time"":37263.10000002384},{""page_index"":1,""viewing_time"":4246}]","41509.199999928474","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","113355","0.0-3.0","SS1627326535322","","8648.799999952316","","","40","500","9148.799999952316","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","139916","0.0-4.0","SS1627326535322","[{""page_index"":0,""viewing_time"":26560.600000023842}]","26560.799999952316","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","149998","0.0-5.0","SS1627326535322","","9577.399999976158","","","40","500","10077.399999976158","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","152906","0.0-6.0","SS1627326535322","","2392","","","40","500","2892","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","167268","0.0-7.0","SS1627326535322","[{""page_index"":0,""viewing_time"":14360.099999904633}]","14360.199999928474","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","170193","0.0-8.0","SS1627326535322","","2922.399999976158","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","185002","0.0-9.0","SS1627326535322","","14808.199999928474","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","199414","0.0-10.0","SS1627326535322","[{""page_index"":0,""viewing_time"":13414.900000095367},{""page_index"":1,""viewing_time"":996}]","14411.100000023842","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","200577","0.0-11.0-0.0","SS1627326535322","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","204351","0.0-11.0-1.0","SS1627326535322","","3718","trial","","40","500","4218","images/stimuli/complex_01_A_b.gif","images/stimuli/complex_15_A_a.gif","forced_short","50","","","","","","0","complex_dissimilar","images/stimuli/complex_15_A_a.gif","",""
"","html-keyboard-response","13","205449","0.0-11.0-0.1","SS1627326535322","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","219348","0.0-11.0-1.1","SS1627326535322","","13395.399999976158","trial","","40","500","13895.399999976158","images/stimuli/complex_01_A_b.gif","images/stimuli/complex_15_A_a.gif","forced_short","50","","","","","","0","complex_dissimilar","images/stimuli/complex_15_A_a.gif","",""
"","html-keyboard-response","15","220642","0.0-11.0-0.2","SS1627326535322","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
