"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2653","0.0-0.0","SS1627326544454","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","4104","0.0-1.0","SS1627326544454","[{""page_index"":0,""viewing_time"":1448.2999999998137}]","1448.5999999996275","","","","","","","","","","","","","","","","","","",""
"","instructions","2","12261","0.0-2.0","SS1627326544454","[{""page_index"":0,""viewing_time"":2817.2999999998137},{""page_index"":1,""viewing_time"":3333.7000000001863}]","6151.299999999814","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","16891","0.0-3.0","SS1627326544454","","4124.5","","","40","500","4624.5","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","21561","0.0-4.0","SS1627326544454","[{""page_index"":0,""viewing_time"":4667.4000000003725}]","4667.800000000279","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","26175","0.0-5.0","SS1627326544454","","4109","","","40","500","4609","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","28389","0.0-6.0","SS1627326544454","","1710.5","","","40","500","2210.5","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","31418","0.0-7.0","SS1627326544454","[{""page_index"":0,""viewing_time"":3027.5}]","3027.7000000001863","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","34477","0.0-8.0","SS1627326544454","","3056","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","37906","0.0-9.0","SS1627326544454","","3421.600000000093","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","44223","0.0-10.0","SS1627326544454","[{""page_index"":0,""viewing_time"":5284.799999999814},{""page_index"":1,""viewing_time"":1026.4000000003725}]","6311.399999999907","instructions","","","","","","","","","","","","","","","","","",""
