"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","4111","0.0-0.0","SS1627326614012","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","11911","0.0-1.0","SS1627326614012","[{""page_index"":0,""viewing_time"":7796.5}]","7797.60000000149","","","","","","","","","","","","","","","","","","",""
"","instructions","2","27649","0.0-2.0","SS1627326614012","[{""page_index"":0,""viewing_time"":10221.79999999702},{""page_index"":1,""viewing_time"":3509.7000000029802}]","13731.79999999702","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","35835","0.0-3.0","SS1627326614012","","7680.9000000059605","","","40","500","8180.9000000059605","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","41663","0.0-4.0","SS1627326614012","[{""page_index"":0,""viewing_time"":5825.79999999702}]","5826.19999999553","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","44139","0.0-5.0","SS1627326614012","","1970.2999999970198","","","40","500","2470.2999999970198","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","47249","0.0-6.0","SS1627326614012","","2606.60000000149","","","40","500","3106.60000000149","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","66777","0.0-7.0","SS1627326614012","[{""page_index"":0,""viewing_time"":19527.5}]","19527.79999999702","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","69451","0.0-8.0","SS1627326614012","","2668.9000000059605","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","71600","0.0-9.0","SS1627326614012","","2145.8000000044703","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","109350","0.0-10.0","SS1627326614012","[{""page_index"":0,""viewing_time"":36336.10000000149},{""page_index"":1,""viewing_time"":1412.3999999985099}]","37748.89999999851","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","110248","0.0-11.0-0.0","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","115030","0.0-11.0-1.0","SS1627326614012","","3823.5","trial","","40","500","4323.5","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_14_A_b.gif","",""
"","html-keyboard-response","13","115881","0.0-11.0-0.1","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","122455","0.0-11.0-1.1","SS1627326614012","","6071.5","trial","","40","500","6571.5","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_14_A_b.gif","",""
"","html-keyboard-response","15","123515","0.0-11.0-0.2","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","129105","0.0-11.0-1.2","SS1627326614012","","5086","trial","","40","500","5586","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_14_A_b.gif","",""
"","html-keyboard-response","17","130110","0.0-11.0-0.3","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","135863","0.0-11.0-1.3","SS1627326614012","","5249.39999999851","trial","","40","500","5749.39999999851","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_20_A_b.gif","",""
"","html-keyboard-response","19","137087","0.0-11.0-0.4","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","142298","0.0-11.0-1.4","SS1627326614012","","4704.60000000149","trial","","40","500","5204.60000000149","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_14_A_b.gif","",""
"","html-keyboard-response","21","143311","0.0-11.0-0.5","SS1627326614012","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","146904","0.0-11.0-1.5","SS1627326614012","","3084","trial","","40","500","3584","images/stimuli/complex_20_A_b.gif","images/stimuli/complex_14_A_b.gif","forced_short","950","","","","","","0","complex_dissimilar","images/stimuli/complex_14_A_b.gif","",""
"","survey-multi-choice","23","149338","0.0-12.0","SS1627326614012","","2430.9000000059605","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_07_A_a.gif","0","","","","","",""
"","survey-multi-choice","24","151267","0.0-13.0","SS1627326614012","","1926.2999999970198","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_20_A_b.gif","0","","","","","",""
