"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","3640","0.0-0.0","SS1627326510942","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","34402","0.0-1.0","SS1627326510942","[{""page_index"":0,""viewing_time"":30757.200000047684}]","30758.80000001192","","","","","","","","","","","","","","","","","","",""
"","instructions","2","56245","0.0-2.0","SS1627326510942","[{""page_index"":0,""viewing_time"":12840.399999976158},{""page_index"":1,""viewing_time"":7000.699999988079}]","19841.69999998808","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","73189","0.0-3.0","SS1627326510942","","16438.599999964237","","","40","500","16938.599999964237","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","84775","0.0-4.0","SS1627326510942","[{""page_index"":0,""viewing_time"":11583.600000023842}]","11584.100000023842","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","91426","0.0-5.0","SS1627326510942","","6139","","","40","500","6639","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","95447","0.0-6.0","SS1627326510942","","3517","","","40","500","4017","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","103742","0.0-7.0","SS1627326510942","[{""page_index"":0,""viewing_time"":8294}]","8294.800000011921","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","107679","0.0-8.0","SS1627326510942","","3930.800000011921","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","111729","0.0-9.0","SS1627326510942","","4037.600000023842","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","308426","0.0-10.0","SS1627326510942","[{""page_index"":0,""viewing_time"":46833.200000047684},{""page_index"":1,""viewing_time"":149849}]","196682.80000001192","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","309571","0.0-11.0-0.0","SS1627326510942","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","313019","0.0-11.0-1.0","SS1627326510942","","2642.599999964237","trial","","40","500","3142.599999964237","images/stimuli/complex_21_A_a.gif","images/stimuli/complex_02_A_b.gif","forced_short","800","","","","","","0","complex_dissimilar","images/stimuli/complex_02_A_b.gif","",""
"","html-keyboard-response","13","313950","0.0-11.0-0.1","SS1627326510942","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","320660","0.0-11.0-1.1","SS1627326510942","","6199.100000023842","trial","","40","500","6699.100000023842","images/stimuli/complex_21_A_a.gif","images/stimuli/complex_02_A_b.gif","forced_short","800","","","","","","0","complex_dissimilar","images/stimuli/complex_02_A_b.gif","",""
"","html-keyboard-response","15","321544","0.0-11.0-0.2","SS1627326510942","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","327780","0.0-11.0-1.2","SS1627326510942","","5729.800000011921","trial","","40","500","6229.800000011921","images/stimuli/complex_21_A_a.gif","images/stimuli/complex_02_A_b.gif","forced_short","800","","","","","","0","complex_dissimilar","images/stimuli/complex_02_A_b.gif","",""
"","html-keyboard-response","17","329008","0.0-11.0-0.3","SS1627326510942","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
