"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","2967","0.0-0.0","SS1627326742856","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","4934","0.0-1.0","SS1627326742856","[{""page_index"":0,""viewing_time"":1964.7000000476837}]","1965.2000000476837","","","","","","","","","","","","","","","","","","",""
"","instructions","2","19069","0.0-2.0","SS1627326742856","[{""page_index"":0,""viewing_time"":8813.5},{""page_index"":1,""viewing_time"":3319.9000000953674}]","12133.600000143051","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","25164","0.0-3.0","SS1627326742856","","5592.599999904633","","","40","500","6092.599999904633","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","32580","0.0-4.0","SS1627326742856","[{""page_index"":0,""viewing_time"":7412.700000047684}]","7412.900000095367","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","35191","0.0-5.0","SS1627326742856","","2107.0999999046326","","","40","500","2607.0999999046326","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","36420","0.0-6.0","SS1627326742856","","725.4000000953674","","","40","500","1225.4000000953674","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","38188","0.0-7.0","SS1627326742856","[{""page_index"":0,""viewing_time"":1767.2000000476837}]","1767.4000000953674","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","41338","0.0-8.0","SS1627326742856","","3147.5999999046326","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","42990","0.0-9.0","SS1627326742856","","1650.2999999523163","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","45872","0.0-10.0","SS1627326742856","[{""page_index"":0,""viewing_time"":2050.5},{""page_index"":1,""viewing_time"":830.0999999046326}]","2880.7000000476837","instructions","","","","","","","","","","","","","","","","","",""
