"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","3452","0.0-0.0","SS1627326866941","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","8390","0.0-1.0","SS1627326866941","[{""page_index"":0,""viewing_time"":4934.399999976158}]","4935","","","","","","","","","","","","","","","","","","",""
"","instructions","2","20095","0.0-2.0","SS1627326866941","[{""page_index"":0,""viewing_time"":6403.5},{""page_index"":1,""viewing_time"":3297.7999999523163}]","9701.600000023842","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","25835","0.0-3.0","SS1627326866941","","5235.900000095367","","","40","500","5735.900000095367","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","31360","0.0-4.0","SS1627326866941","[{""page_index"":0,""viewing_time"":5523.599999904633}]","5523.899999976158","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","34799","0.0-5.0","SS1627326866941","","2933.100000023842","","","40","500","3433.100000023842","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","36358","0.0-6.0","SS1627326866941","","1055.2999999523163","","","40","500","1555.2999999523163","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","41108","0.0-7.0","SS1627326866941","[{""page_index"":0,""viewing_time"":4748.200000047684}]","4748.5","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","44175","0.0-8.0","SS1627326866941","","3061.5","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","46442","0.0-9.0","SS1627326866941","","2264.5","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","52161","0.0-10.0","SS1627326866941","[{""page_index"":0,""viewing_time"":4838.399999976158},{""page_index"":1,""viewing_time"":877.7000000476837}]","5716.5","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","53129","0.0-11.0-0.0","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","55386","0.0-11.0-1.0","SS1627326866941","","1867.6999999284744","trial","","40","500","2367.6999999284744","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","13","56287","0.0-11.0-0.1","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","58834","0.0-11.0-1.1","SS1627326866941","","2043","trial","","40","500","2543","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","15","59675","0.0-11.0-0.2","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","61034","0.0-11.0-1.2","SS1627326866941","","852.1000000238419","trial","","40","500","1352.1000000238419","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","17","62026","0.0-11.0-0.3","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","63248","0.0-11.0-1.3","SS1627326866941","","716.7000000476837","trial","","40","500","1216.7000000476837","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","19","64441","0.0-11.0-0.4","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","67314","0.0-11.0-1.4","SS1627326866941","","2361.9000000953674","trial","","40","500","2861.9000000953674","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","21","68325","0.0-11.0-0.5","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","69355","0.0-11.0-1.5","SS1627326866941","","526.2000000476837","trial","","40","500","1026.2000000476837","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","html-keyboard-response","23","70461","0.0-11.0-0.6","SS1627326866941","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","72799","0.0-11.0-1.6","SS1627326866941","","1834.8999999761581","trial","","40","500","2334.899999976158","images/stimuli/complex_19_A_a.gif","images/stimuli/complex_22_A_b.gif","forced_short","380","","","","","","0","complex_dissimilar","images/stimuli/complex_22_A_b.gif","",""
"","survey-multi-choice","25","75139","0.0-12.0","SS1627326866941","","2335.7999999523163","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_22_A_b.gif","0","","","","","",""
