"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":41377}]","41377","instructions","0","41378","0.0-0.0","SS1613098632464","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6345},{""page_index"":1,""viewing_time"":232528}]","238874","instructions","1","282265","0.0-1.0","SS1613098632464","instructions","","","","","","","","","","","","","","","","","","",""
"","63194","sequential-stimulus-presentation","2","346283","0.0-2.0","SS1613098632464","","","40","800","63994","null","null","","","","","","","","","","","","",""
"","1865","sequential-stimulus-presentation","3","348962","0.0-3.0","SS1613098632464","","","40","800","2665","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2975}]","2975","instructions","4","351937","0.0-4.0","SS1613098632464","instructions","","","","","","","","","","","","","","","","","","",""
"","6757","html-keyboard-response","5","358698","0.0-5.0","SS1613098632464","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","1019","sequential-stimulus-presentation","6","360529","0.0-6.0","SS1613098632464","pref_reveal","","40","800","1819","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4399},{""page_index"":1,""viewing_time"":3112},{""page_index"":2,""viewing_time"":1456},{""page_index"":3,""viewing_time"":960}]","9927","instructions","7","370457","0.0-7.0","SS1613098632464","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","371367","0.0-8.0-0.0","SS1613098632464","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","7892","sequential-stimulus-presentation","9","380066","0.0-8.0-1.0","SS1613098632464","trial","","40","800","8692","images/stimuli/spore_stims/complex_18_A_c.gif","images/stimuli/spore_stims/complex_18_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_b.gif","left","","","","",""
