"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":2969.0000000118744}]","2970.000000001164","instructions","0","2977","0.0-0.0","SS1613104229016","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3983.9999999967404},{""page_index"":1,""viewing_time"":33584.00000000256}]","37567.9999999993","instructions","1","42551","0.0-1.0","SS1613104229016","instructions","","","","","","","","","","","","","","",""
"","22306.00000001141","sequential-stimulus-presentation","2","65885","0.0-2.0","SS1613104229016","","","40","800","23106.00000001141","null","null","","","","","","","","",""
"","10750","sequential-stimulus-presentation","3","77458","0.0-3.0","SS1613104229016","","","40","800","11550","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5823.999999993248}]","5823.999999993248","instructions","4","83286","0.0-4.0","SS1613104229016","instructions","","","","","","","","","","","","","","",""
"","41135.9999999986","html-keyboard-response","5","124434","0.0-5.0","SS1613104229016","instructions","","98","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","9766.99999999255","sequential-stimulus-presentation","6","135019","0.0-6.0","SS1613104229016","pref_reveal","","40","800","10566.99999999255","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1557.9999999899883},{""page_index"":1,""viewing_time"":1048.000000009779},{""page_index"":2,""viewing_time"":952.9999999795109},{""page_index"":3,""viewing_time"":2119.0000000060536}]","5678.9999999746215","instructions","7","140703","0.0-7.0","SS1613104229016","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","141840","0.0-8.0-0.0","SS1613104229016","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","38869.99999999534","sequential-stimulus-presentation","9","181529","0.0-8.0-1.0","SS1613104229016","trial","","40","800","39669.99999999534","images/stimuli/spore_stims/complex_19_A_c.gif","images/stimuli/spore_stims/complex_19_B_c.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_19_B_c.gif","left",""
"","null","html-keyboard-response","10","182656","0.0-8.0-0.1","SS1613104229016","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3227.000000013504","sequential-stimulus-presentation","11","186696","0.0-8.0-1.1","SS1613104229016","trial","","40","800","4027.000000013504","images/stimuli/spore_stims/complex_19_A_c.gif","images/stimuli/spore_stims/complex_19_B_c.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_19_B_c.gif","left",""
"","null","html-keyboard-response","12","187690","0.0-8.0-0.2","SS1613104229016","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1358.0000000074506","sequential-stimulus-presentation","13","189880","0.0-8.0-1.2","SS1613104229016","trial","","40","800","2158.0000000074506","images/stimuli/spore_stims/complex_19_A_c.gif","images/stimuli/spore_stims/complex_19_B_c.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_19_B_c.gif","left",""
"","null","html-keyboard-response","14","190952","0.0-8.0-0.3","SS1613104229016","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
