"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":20816265.910000075}]","20816553.970000006","instructions","0","20817023","0.0-0.0","SS1613083671735"
