"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":1507251.009999949}]","1507253.0049999477","instructions","0","1507286","0.0-0.0","SS1613138453104"
