"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":44801}]","44801","instructions","0","44814","0.0-0.0","SS1613138988811","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7348},{""page_index"":1,""viewing_time"":27455}]","34804","instructions","1","81624","0.0-1.0","SS1613138988811","instructions","","","","","","","","","","","","","","",""
"","14678","sequential-stimulus-presentation","2","97123","0.0-2.0","SS1613138988811","","","40","800","15478","null","null","","","","","","","","",""
"","6121","sequential-stimulus-presentation","3","104049","0.0-3.0","SS1613138988811","","","40","800","6921","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10638}]","10639","instructions","4","114688","0.0-4.0","SS1613138988811","instructions","","","","","","","","","","","","","","",""
"","19875","html-keyboard-response","5","134568","0.0-5.0","SS1613138988811","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","3159","sequential-stimulus-presentation","6","138533","0.0-6.0","SS1613138988811","pref_reveal","","40","800","3959","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":21506},{""page_index"":1,""viewing_time"":6646},{""page_index"":2,""viewing_time"":2200},{""page_index"":3,""viewing_time"":1920}]","32272","instructions","7","170808","0.0-7.0","SS1613138988811","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","172084","0.0-8.0-0.0","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4734","sequential-stimulus-presentation","9","177623","0.0-8.0-1.0","SS1613138988811","trial","","40","800","5534","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","10","178603","0.0-8.0-0.1","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1776","sequential-stimulus-presentation","11","181185","0.0-8.0-1.1","SS1613138988811","trial","","40","800","2576","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","12","182384","0.0-8.0-0.2","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","12003","sequential-stimulus-presentation","13","195192","0.0-8.0-1.2","SS1613138988811","trial","","40","800","12803","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","14","196179","0.0-8.0-0.3","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","8762","sequential-stimulus-presentation","15","205746","0.0-8.0-1.3","SS1613138988811","trial","","40","800","9562","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_12_A_c.gif","left",""
"","null","html-keyboard-response","16","206744","0.0-8.0-0.4","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","7829","sequential-stimulus-presentation","17","215377","0.0-8.0-1.4","SS1613138988811","trial","","40","800","8629","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","18","216645","0.0-8.0-0.5","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","7832","sequential-stimulus-presentation","19","225281","0.0-8.0-1.5","SS1613138988811","trial","","40","800","8632","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","20","226095","0.0-8.0-0.6","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5292","sequential-stimulus-presentation","21","232191","0.0-8.0-1.6","SS1613138988811","trial","","40","800","6092","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","null","html-keyboard-response","22","233400","0.0-8.0-0.7","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3664","sequential-stimulus-presentation","23","237870","0.0-8.0-1.7","SS1613138988811","trial","","40","800","4464","images/stimuli/spore_stims/simple_12_A_c.gif","images/stimuli/spore_stims/simple_19_A_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_d.gif","middle",""
"","9513","html-keyboard-response","24","247387","0.0-9.0","SS1613138988811","pref_question","","51","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","3","right","66%","0","","","",""
"","6002","sequential-stimulus-presentation","25","254193","0.0-10.0","SS1613138988811","pref_reveal","","40","800","6802","null","null","","","","","0","","","","novel"
"","null","html-keyboard-response","26","255235","0.0-11.0-0.0","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","15522","sequential-stimulus-presentation","27","271562","0.0-11.0-1.0","SS1613138988811","trial","","40","800","16322","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_07_A_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_c.gif","middle",""
"","null","html-keyboard-response","28","272585","0.0-11.0-0.1","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3597","sequential-stimulus-presentation","29","276985","0.0-11.0-1.1","SS1613138988811","trial","","40","800","4397","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_07_A_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_c.gif","middle",""
"","null","html-keyboard-response","30","278037","0.0-11.0-0.2","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","14550","sequential-stimulus-presentation","31","293392","0.0-11.0-1.2","SS1613138988811","trial","","40","800","15350","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_07_A_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_c.gif","middle",""
"","null","html-keyboard-response","32","294531","0.0-11.0-0.3","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3761","sequential-stimulus-presentation","33","299097","0.0-11.0-1.3","SS1613138988811","trial","","40","800","4561","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_07_A_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_c.gif","right",""
"","null","html-keyboard-response","34","300051","0.0-11.0-0.4","SS1613138988811","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
