"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected"
"","null","","html-keyboard-response","27","104886","0.0-10.0-0.1","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","17425.99000001792","trial","sequential-stimulus-presentation","28","123222","0.0-10.0-1.1","SS1611846940499","","40","900","18325.99000001792","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","null","","html-keyboard-response","29","124099","0.0-10.0-0.2","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","8314.77499997709","trial","sequential-stimulus-presentation","30","133325","0.0-10.0-1.2","SS1611846940499","","40","900","9214.77499997709","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","null","","html-keyboard-response","31","134473","0.0-10.0-0.3","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","7198.964999988675","trial","sequential-stimulus-presentation","32","142585","0.0-10.0-1.3","SS1611846940499","","40","900","8098.964999988675","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","null","","html-keyboard-response","33","143791","0.0-10.0-0.4","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","68404.97500007041","trial","sequential-stimulus-presentation","34","213109","0.0-10.0-1.4","SS1611846940499","","40","900","69304.97500007041","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","null","","html-keyboard-response","35","214210","0.0-10.0-0.5","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","49745.205000042915","trial","sequential-stimulus-presentation","36","264867","0.0-10.0-1.5","SS1611846940499","","40","900","50645.205000042915","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","null","","html-keyboard-response","37","265713","0.0-10.0-0.6","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2653.7249999819323","trial","sequential-stimulus-presentation","38","269281","0.0-10.0-1.6","SS1611846940499","","40","900","3553.7249999819323","","","","1","images/stimuli/spore_stims/simple_19_A_d.gif","left",""
"","null","","html-keyboard-response","39","270186","0.0-10.0-0.7","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2198.1000000378117","trial","sequential-stimulus-presentation","40","273297","0.0-10.0-1.7","SS1611846940499","","40","900","3098.1000000378117","","","","1","images/stimuli/spore_stims/simple_07_A_b.gif","middle",""
"","1608.5650000022724","pref_question","html-keyboard-response","41","274917","0.0-11.0","SS1611846940499","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","1","","",""
"","2084.954999969341","pref_reveal","sequential-stimulus-presentation","42","277916","0.0-12.0","SS1611846940499","","40","900","2984.954999969341","","","","1","","","background"
"","null","","html-keyboard-response","43","278897","0.0-13.0-0.0","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","3362.639999948442","trial","sequential-stimulus-presentation","44","283177","0.0-13.0-1.0","SS1611846940499","","40","900","4262.639999948442","","","","2","images/stimuli/spore_stims/complex_03_B_b.gif","right",""
"","null","","html-keyboard-response","45","284121","0.0-13.0-0.1","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","5010.645000031218","trial","sequential-stimulus-presentation","46","290047","0.0-13.0-1.1","SS1611846940499","","40","900","5910.645000031218","","","","2","images/stimuli/spore_stims/complex_03_B_b.gif","right",""
"","null","","html-keyboard-response","47","291335","0.0-13.0-0.2","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1462.0800000848249","trial","sequential-stimulus-presentation","48","293715","0.0-13.0-1.2","SS1611846940499","","40","900","2362.080000084825","","","","2","images/stimuli/spore_stims/complex_03_B_b.gif","right",""
"","null","","html-keyboard-response","49","294853","0.0-13.0-0.3","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1652.8549999929965","trial","sequential-stimulus-presentation","50","297419","0.0-13.0-1.3","SS1611846940499","","40","900","2552.8549999929965","","","","2","images/stimuli/spore_stims/complex_03_B_b.gif","right",""
"","null","","html-keyboard-response","51","298243","0.0-13.0-0.4","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","8929.84500003513","trial","sequential-stimulus-presentation","52","308087","0.0-13.0-1.4","SS1611846940499","","40","900","9829.84500003513","","","","2","images/stimuli/spore_stims/complex_03_B_b.gif","right",""
"","null","","html-keyboard-response","53","308958","0.0-13.0-0.5","SS1611846940499","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
