"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":91618.51500000921}]","91618.93000001146","instructions","0","91621","0.0-0.0","SS1613168970237","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5954.364999997779},{""page_index"":1,""viewing_time"":8073.515000010957}]","14028.115000008256","instructions","1","107660","0.0-1.0","SS1613168970237","instructions","","","","","","","","","","","","","","",""
"","9488.215000004857","sequential-stimulus-presentation","2","117958","0.0-2.0","SS1613168970237","","","40","800","10288.215000004857","null","null","","","","","","","","",""
"","3788.1649999908404","sequential-stimulus-presentation","3","122566","0.0-3.0","SS1613168970237","","","40","800","4588.16499999084","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3461.9349999993574}]","3462.165000004461","instructions","4","126031","0.0-4.0","SS1613168970237","instructions","","","","","","","","","","","","","","",""
"","11052.844999998342","html-keyboard-response","5","137089","0.0-5.0","SS1613168970237","instructions","","97","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","1185.5599999980768","sequential-stimulus-presentation","6","139092","0.0-6.0","SS1613168970237","pref_reveal","","40","800","1985.5599999980768","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":13344.745000009425},{""page_index"":1,""viewing_time"":7227.834999997867},{""page_index"":2,""viewing_time"":1273.7800000031712},{""page_index"":3,""viewing_time"":1418.389999991632}]","23264.9800000072","instructions","7","162359","0.0-7.0","SS1613168970237","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","163256","0.0-8.0-0.0","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2164.4599999999627","sequential-stimulus-presentation","9","166241","0.0-8.0-1.0","SS1613168970237","trial","","40","800","2964.4599999999627","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","html-keyboard-response","10","167110","0.0-8.0-0.1","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","155.045000006794","sequential-stimulus-presentation","11","168083","0.0-8.0-1.1","SS1613168970237","trial","","40","800","955.045000006794","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","html-keyboard-response","12","169058","0.0-8.0-0.2","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","15.889999995124526","sequential-stimulus-presentation","13","169892","0.0-8.0-1.2","SS1613168970237","trial","","40","800","815.8899999951245","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","html-keyboard-response","14","170802","0.0-8.0-0.3","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","278.9199999970151","sequential-stimulus-presentation","15","171897","0.0-8.0-1.3","SS1613168970237","trial","","40","800","1078.919999997015","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","html-keyboard-response","16","172731","0.0-8.0-0.4","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","530.415000001085","sequential-stimulus-presentation","17","174075","0.0-8.0-1.4","SS1613168970237","trial","","40","800","1330.415000001085","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_B_c.gif","left",""
"","null","html-keyboard-response","18","174899","0.0-8.0-0.5","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","616.2849999964237","sequential-stimulus-presentation","19","176327","0.0-8.0-1.5","SS1613168970237","trial","","40","800","1416.2849999964237","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","html-keyboard-response","20","177214","0.0-8.0-0.6","SS1613168970237","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","443.09500000963453","sequential-stimulus-presentation","21","178470","0.0-8.0-1.6","SS1613168970237","trial","","40","800","1243.0950000096345","images/stimuli/spore_stims/complex_05_B_c.gif","images/stimuli/spore_stims/complex_07_B_b.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
