"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":23453.214999986812}]","23455.229999963194","instructions","0","23459","0.0-0.0","SS1613178783628","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":23179.180000093766},{""page_index"":1,""viewing_time"":35958.544999943115}]","59137.99499999732","instructions","1","84604","0.0-1.0","SS1613178783628","instructions","","","","","","","","","","","","","","","","","","",""
"","2226.4349999604747","sequential-stimulus-presentation","2","87642","0.0-2.0","SS1613178783628","","","40","800","3026.4349999604747","null","null","","","","","","","","","","","","",""
"","918.2649999856949","sequential-stimulus-presentation","3","89369","0.0-3.0","SS1613178783628","","","40","800","1718.2649999856949","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3427.9950000345707}]","3428.6850000498816","instructions","4","92799","0.0-4.0","SS1613178783628","instructions","","","","","","","","","","","","","","","","","","",""
"","11618.519999901764","html-keyboard-response","5","104428","0.0-5.0","SS1613178783628","instructions","","97","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","9395.084999967366","sequential-stimulus-presentation","6","114635","0.0-6.0","SS1613178783628","pref_reveal","","40","800","10195.084999967366","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1742.8250000812113},{""page_index"":1,""viewing_time"":7886.7349999491125},{""page_index"":2,""viewing_time"":2303.760000038892},{""page_index"":3,""viewing_time"":1543.6500000068918}]","13477.670000051148","instructions","7","128115","0.0-7.0","SS1613178783628","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","129104","0.0-8.0-0.0","SS1613178783628","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1135.3300000773743","sequential-stimulus-presentation","9","131051","0.0-8.0-1.0","SS1613178783628","trial","","40","800","1935.3300000773743","images/stimuli/spore_stims/simple_14_A_c.gif","images/stimuli/spore_stims/simple_14_B_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_14_B_c.gif","right","","","","",""
"","null","html-keyboard-response","10","131893","0.0-8.0-0.1","SS1613178783628","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","5163.965000072494","sequential-stimulus-presentation","11","137866","0.0-8.0-1.1","SS1613178783628","trial","","40","800","5963.965000072494","images/stimuli/spore_stims/simple_14_A_c.gif","images/stimuli/spore_stims/simple_14_B_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_14_B_c.gif","right","","","","",""
"","null","html-keyboard-response","12","138905","0.0-8.0-0.2","SS1613178783628","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","4799.424999975599","sequential-stimulus-presentation","13","144514","0.0-8.0-1.2","SS1613178783628","trial","","40","800","5599.424999975599","images/stimuli/spore_stims/simple_14_A_c.gif","images/stimuli/spore_stims/simple_14_B_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_14_B_c.gif","right","","","","",""
"","null","html-keyboard-response","14","145479","0.0-8.0-0.3","SS1613178783628","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
