"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":5141.864999983227}]","5143.305000005057","instructions","0","5148","0.0-0.0","SS1613141830701","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1815.9599999780767},{""page_index"":1,""viewing_time"":5087.945000006584}]","6904.339999979129","instructions","1","14081","0.0-1.0","SS1613141830701","instructions","","","","","","","","","","","","","","","","","","",""
"","5100.904999999329","sequential-stimulus-presentation","2","19998","0.0-2.0","SS1613141830701","","","40","800","5900.904999999329","null","null","","","","","","","","","","","","",""
"","24639.58499999717","sequential-stimulus-presentation","3","45445","0.0-3.0","SS1613141830701","","","40","800","25439.58499999717","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2489.2300000065006}]","2489.659999992","instructions","4","47937","0.0-4.0","SS1613141830701","instructions","","","","","","","","","","","","","","","","","","",""
"","5413.7400000181515","html-keyboard-response","5","53356","0.0-5.0","SS1613141830701","instructions","","51","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","3","right","66%","","","","","","","","",""
"","24432.46499999077","sequential-stimulus-presentation","6","78600","0.0-6.0","SS1613141830701","pref_reveal","","40","800","25232.46499999077","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4397.989999997662},{""page_index"":1,""viewing_time"":888.4050000051502},{""page_index"":2,""viewing_time"":1311.519999988377},{""page_index"":3,""viewing_time"":1696.0950000211596}]","8294.599999993807","instructions","7","86896","0.0-7.0","SS1613141830701","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","87848","0.0-8.0-0.0","SS1613141830701","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1949.5400000014342","sequential-stimulus-presentation","9","90617","0.0-8.0-1.0","SS1613141830701","trial","","40","800","2749.5400000014342","images/stimuli/spore_stims/complex_17_B_c.gif","images/stimuli/spore_stims/complex_17_A_c.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_c.gif","middle","","","","",""
