"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":14676.800000015646},{""page_index"":1,""viewing_time"":4667.400000005728}]","19349.199999996927","instructions","instructions","0","19616","0.0-0.0","SS1611963168947"
