"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":12012.234999798238},{""page_index"":1,""viewing_time"":27899.41000007093}]","39913.44499960542","instructions","instructions","0","39964","0.0-0.0","SS1611965506747"
