"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":370754.71000000834}]","370755.2200000064","instructions","0","370755","0.0-0.0","SS1613082173349","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5727.515000005951},{""page_index"":1,""viewing_time"":3079.9799999949755}]","8807.730000000447","instructions","1","381777","0.0-1.0","SS1613082173349","instructions","","","","","","","","","","","","","","","","","","",""
"","3617.88499999966","sequential-stimulus-presentation","2","386197","0.0-2.0","SS1613082173349","","","40","800","4417.88499999966","null","null","","","","","","","","","","","","",""
"","3934.1050000075484","sequential-stimulus-presentation","3","390934","0.0-3.0","SS1613082173349","","","40","800","4734.105000007548","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2632.015000010142}]","2632.2300000028918","instructions","4","393567","0.0-4.0","SS1613082173349","instructions","","","","","","","","","","","","","","","","","","",""
"","5324.225000003935","html-keyboard-response","5","398893","0.0-5.0","SS1613082173349","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","349.68499999376945","sequential-stimulus-presentation","6","400045","0.0-6.0","SS1613082173349","pref_reveal","","40","800","1149.6849999937695","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3496.900000012829},{""page_index"":1,""viewing_time"":3166.0549999942305},{""page_index"":2,""viewing_time"":1084.0250000037486},{""page_index"":3,""viewing_time"":919.6999999985565}]","8666.84499999974","instructions","7","408713","0.0-7.0","SS1613082173349","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","409694","0.0-8.0-0.0","SS1613082173349","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","960.7949999917764","sequential-stimulus-presentation","9","411458","0.0-8.0-1.0","SS1613082173349","trial","","40","800","1760.7949999917764","images/stimuli/spore_stims/simple_13_A_a.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","10","412333","0.0-8.0-0.1","SS1613082173349","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
