"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":68365.45499999989}]","68366.09999999996","instructions","0","68376","0.0-0.0","SS1613138226890","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12609.36500000002},{""page_index"":1,""viewing_time"":4253.539999999935}]","16863.434999999983","instructions","1","87252","0.0-1.0","SS1613138226890","instructions","","","","","","","","","","","","","","","","","","",""
"","4122.569999999992","sequential-stimulus-presentation","2","92197","0.0-2.0","SS1613138226890","","","40","800","4922.569999999992","null","null","","","","","","","","","","","","",""
"","4233.384999999995","sequential-stimulus-presentation","3","97239","0.0-3.0","SS1613138226890","","","40","800","5033.384999999995","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2768.3200000001234}]","2769.155000000188","instructions","4","100009","0.0-4.0","SS1613138226890","instructions","","","","","","","","","","","","","","","","","","",""
"","9221.039999999906","html-keyboard-response","5","109238","0.0-5.0","SS1613138226890","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","1752.6299999999464","sequential-stimulus-presentation","6","111806","0.0-6.0","SS1613138226890","pref_reveal","","40","800","2552.6299999999464","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7947.394999999902},{""page_index"":1,""viewing_time"":4455.114999999991},{""page_index"":2,""viewing_time"":1102.7650000001013},{""page_index"":3,""viewing_time"":1255.5350000000035}]","14761.330000000045","instructions","7","126569","0.0-7.0","SS1613138226890","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","127730","0.0-8.0-0.0","SS1613138226890","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1501.8699999998207","sequential-stimulus-presentation","9","130043","0.0-8.0-1.0","SS1613138226890","trial","","40","800","2301.8699999998207","images/stimuli/spore_stims/simple_14_B_c.gif","images/stimuli/spore_stims/simple_02_A_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_c.gif","middle","","","","",""
